filing,owner,role,date,code,acquired_disposed,shares,price,value,shares_after,plan_10b5_1
2024-12-10_0001062993-24-020422.xml,SCHULTZ JOHN F,"EVP, COLO",2024-12-08,F,D,24815.0,23.95,594319.25,446918.2671,False
2024-12-10_0001062993-24-020415.xml,Gold Gerri,"EVP, Pres & CEO Financial Serv",2024-12-08,M,A,36168.0,23.95,866223.6,108824.0,False
2024-12-10_0001062993-24-020415.xml,Gold Gerri,"EVP, Pres & CEO Financial Serv",2024-12-08,F,D,17698.0,23.95,423867.1,91126.0,False
2024-12-10_0001062993-24-020414.xml,Cox Jeremy,"SVP, Controller & CTO",2024-12-08,M,A,21633.0,23.95,518110.35,70248.0,True
2024-12-10_0001062993-24-020418.xml,Major Kristin K,"EVP, Chief People Officer",2024-12-08,M,A,16225.0,23.95,388588.75,48455.0,False
2024-12-10_0001062993-24-020421.xml,RUSSO FIDELMA,"EVP, GM, Hybrid Cloud & CTO",2024-12-08,M,A,97350.0,23.95,2331532.5,136026.0,False
2024-12-10_0001062993-24-020420.xml,Neri Antonio F,Director; President and CEO,2024-12-08,F,D,58057.0,23.95,1390465.15,1992744.0,False
2024-12-10_0001062993-24-020421.xml,RUSSO FIDELMA,"EVP, GM, Hybrid Cloud & CTO",2024-12-08,F,D,41952.0,23.95,1004750.4,94074.0,False
2024-12-10_0001062993-24-020417.xml,MacDonald Neil B,"EVP, GM of Compute HPC AI",2024-12-08,F,D,22055.0,23.95,528217.25,196765.719,False
2024-12-10_0001062993-24-020417.xml,MacDonald Neil B,"EVP, GM of Compute HPC AI",2024-12-08,M,A,46567.0,23.95,1115279.65,218820.72,False
2024-12-10_0001062993-24-020419.xml,Mottram Phil,"EVP, GM, Intelligent Edge",2024-12-08,M,A,48676.0,23.95,1165790.2,173968.0,False
2024-12-10_0001062993-24-020418.xml,Major Kristin K,"EVP, Chief People Officer",2024-12-08,F,D,6993.0,23.95,167482.35,41462.0,False
2024-12-10_0001062993-24-020416.xml,Karros Kirt P,"SVP, Treasurer and FP&A",2024-12-08,F,D,24310.0,23.95,582224.5,46306.0,False
2024-12-10_0001062993-24-020416.xml,Karros Kirt P,"SVP, Treasurer and FP&A",2024-12-08,M,A,49757.0,23.95,1191680.15,70616.0,False
2024-12-10_0001062993-24-020420.xml,Neri Antonio F,Director; President and CEO,2024-12-08,M,A,156363.0,23.95,3744893.85,2050801.0,False
2024-12-10_0001062993-24-020419.xml,Mottram Phil,"EVP, GM, Intelligent Edge",2024-12-08,F,D,24135.0,23.95,578033.25,149833.0,False
2024-12-11_0001062993-24-020497.xml,Neri Antonio F,Director; President and CEO,2024-12-09,M,A,148055.0,23.11,3421551.05,2140799.0,False
2024-12-11_0001062993-24-020501.xml,SCHULTZ JOHN F,"EVP, COLO",2024-12-09,F,D,4176.0,23.11,96507.36,533248.2671,False
2024-12-11_0001062993-24-020501.xml,SCHULTZ JOHN F,"EVP, COLO",2024-12-09,M,A,11232.0,23.11,259571.52,537424.2671,False
2024-12-11_0001062993-24-020501.xml,SCHULTZ JOHN F,"EVP, COLO",2024-12-09,F,D,21182.0,23.11,489516.01999999996,526192.2671,False
2024-12-11_0001062993-24-020501.xml,SCHULTZ JOHN F,"EVP, COLO",2024-12-09,M,A,56944.0,23.11,1315975.84,547374.2671,False
2024-12-11_0001062993-24-020500.xml,RUSSO FIDELMA,"EVP, GM, Hybrid Cloud & CTO",2024-12-09,F,D,42768.0,23.11,988368.48,145836.0,False
2024-12-11_0001062993-24-020500.xml,RUSSO FIDELMA,"EVP, GM, Hybrid Cloud & CTO",2024-12-09,M,A,94530.0,23.11,2184588.3,188604.0,False
2024-12-11_0001062993-24-020499.xml,REINER GARY M,Director,2024-12-09,S,D,50000.0,23.47,1173500.0,104192.0,False
2024-12-11_0001062993-24-020497.xml,Neri Antonio F,Director; President and CEO,2024-12-09,F,D,55073.0,23.11,1272737.03,2085726.0,False
2024-12-11_0001062993-24-020495.xml,Mottram Phil,"EVP, GM, Intelligent Edge",2024-12-09,F,D,17576.0,23.11,406181.36,167705.0,False
2024-12-11_0001062993-24-020493.xml,Major Kristin K,"EVP, Chief People Officer",2024-12-09,M,A,12998.0,23.11,300383.77999999997,54460.0,False
2024-12-11_0001062993-24-020493.xml,Major Kristin K,"EVP, Chief People Officer",2024-12-09,F,D,5882.0,23.11,135933.02,48578.0,False
2024-12-11_0001062993-24-020495.xml,Mottram Phil,"EVP, GM, Intelligent Edge",2024-12-09,M,A,35448.0,23.11,819203.28,185281.0,False
2024-12-11_0001062993-24-020492.xml,MacDonald Neil B,"EVP, GM of Compute HPC AI",2024-12-09,F,D,16108.0,23.11,372255.88,214617.719,False
2024-12-11_0001062993-24-020492.xml,MacDonald Neil B,"EVP, GM of Compute HPC AI",2024-12-09,M,A,33960.0,23.11,784815.6,230725.719,False
2024-12-11_0001062993-24-020491.xml,Karros Kirt P,"SVP, Treasurer and FP&A",2024-12-09,F,D,8789.0,23.11,203113.79,55241.0,False
2024-12-11_0001062993-24-020491.xml,Karros Kirt P,"SVP, Treasurer and FP&A",2024-12-09,M,A,17724.0,23.11,409601.64,64030.0,False
2024-12-11_0001062993-24-020490.xml,Gold Gerri,"EVP, Pres & CEO Financial Serv",2024-12-09,F,D,5256.0,23.11,121466.16,96595.0,False
2024-12-11_0001062993-24-020490.xml,Gold Gerri,"EVP, Pres & CEO Financial Serv",2024-12-09,M,A,10725.0,23.11,247854.75,101851.0,False
2024-12-11_0001062993-24-020489.xml,Cox Jeremy,"SVP, Controller & CTO",2024-12-09,F,D,6511.0,23.11,150469.21,71767.0,False
2024-12-11_0001062993-24-020489.xml,Cox Jeremy,"SVP, Controller & CTO",2024-12-09,M,A,16543.0,23.11,382308.73,78278.0,False
2024-12-12_0001062993-24-020543.xml,RUSSO FIDELMA,"EVP, GM, Hybrid Cloud & CTO",2024-12-10,S,D,38676.0,22.659,876359.4839999999,107160.0,True
2024-12-12_0001062993-24-020542.xml,Mottram Phil,"EVP, GM, Intelligent Edge",2024-12-10,S,D,65278.0,22.687,1480961.986,102427.0,True
2024-12-12_0001062993-24-020540.xml,MacDonald Neil B,"EVP, GM of Compute HPC AI",2024-12-10,S,D,88281.0,22.701,2004066.9810000001,126336.719,True
2024-12-12_0001062993-24-020541.xml,Major Kristin K,"EVP, Chief People Officer",2024-12-10,S,D,32230.0,22.74,732910.2,16348.0,True
2024-12-12_0001062993-24-020540.xml,MacDonald Neil B,"EVP, GM of Compute HPC AI",2024-12-11,S,D,51305.0,21.797,1118295.085,75031.719,True
2024-12-12_0001062993-24-020541.xml,Major Kristin K,"EVP, Chief People Officer",2024-12-11,S,D,9232.0,21.83,201534.56,7116.0,True
2024-12-12_0001062993-24-020538.xml,Gold Gerri,"EVP, Pres & CEO Financial Serv",2024-12-11,S,D,17022.0,21.83,371590.25999999995,79573.0,True
2024-12-12_0001062993-24-020537.xml,Cox Jeremy,"SVP, Controller & CTO",2024-12-11,S,D,6560.0,21.83,143204.8,65207.0,True
2024-12-12_0001062993-24-020543.xml,RUSSO FIDELMA,"EVP, GM, Hybrid Cloud & CTO",2024-12-11,S,D,55398.0,21.72,1203244.5599999998,51762.0,True
2024-12-12_0001062993-24-020544.xml,SCHULTZ JOHN F,"EVP, COLO",2024-12-11,S,D,262818.0,21.618,5681599.523999999,270430.2671,True
2024-12-12_0001062993-24-020539.xml,Karros Kirt P,"SVP, Treasurer and FP&A",2024-12-11,S,D,46306.0,21.83,1010859.9799999999,8935.0,True
2024-12-16_0001062993-24-020663.xml,RUSSO FIDELMA,"EVP, GM, Hybrid Cloud & CTO",2024-12-12,S,D,51762.0,21.8555,1131284.391,0.0,True
2024-12-16_0001062993-24-020662.xml,Major Kristin K,"EVP, Chief People Officer",2024-12-12,S,D,7116.0,21.78,154986.48,0.0,True
2024-12-16_0001062993-24-020661.xml,MacDonald Neil B,"EVP, GM of Compute HPC AI",2024-12-12,S,D,17852.0,21.78,388816.56,57179.719,True
2024-12-16_0001062993-24-020659.xml,Gold Gerri,"EVP, Pres & CEO Financial Serv",2024-12-12,S,D,2734.0,21.78,59546.520000000004,76839.0,True
2024-12-16_0001062993-24-020658.xml,Cox Jeremy,"SVP, Controller & CTO",2024-12-12,S,D,5015.0,21.78,109226.70000000001,60192.0,True
2024-12-16_0001062993-24-020660.xml,Karros Kirt P,"SVP, Treasurer and FP&A",2024-12-12,S,D,8935.0,21.78,194604.30000000002,0.0,True
2024-12-17_0001062993-24-020799.xml,Neri Antonio F,Director; President and CEO,2024-12-15,M,A,12342.0,23.83,294109.86,2098068.0,False
2024-12-17_0001062993-24-020800.xml,SCHULTZ JOHN F,"EVP, COLO",2024-12-15,F,D,5207.0,21.83,113668.81,270430.2671,False
2024-12-17_0001062993-24-020801.xml,Lane Raymond J.,Director,2024-12-15,A,A,1317.0,21.83,28750.109999999997,953546.0,False
2024-12-17_0001062993-24-020799.xml,Neri Antonio F,Director; President and CEO,2024-12-15,F,D,12342.0,23.83,294109.86,2085726.0,False
2024-12-17_0001062993-24-020798.xml,MacDonald Neil B,"EVP, GM of Compute HPC AI",2024-12-15,F,D,4605.0,21.83,100527.15,57179.719,False
2024-12-17_0001062993-24-020800.xml,SCHULTZ JOHN F,"EVP, COLO",2024-12-15,M,A,5207.0,21.83,113668.81,275637.2671,False
2024-12-17_0001062993-24-020797.xml,RUSSO PATRICIA F,Director,2024-12-15,A,A,1804.0,21.83,39381.32,317168.4226,False
2024-12-17_0001062993-24-020795.xml,Gold Gerri,"EVP, Pres & CEO Financial Serv",2024-12-15,M,A,2848.0,21.83,62171.84,79687.0,False
2024-12-17_0001062993-24-020798.xml,MacDonald Neil B,"EVP, GM of Compute HPC AI",2024-12-15,M,A,4605.0,21.83,100527.15,61784.719,False
2024-12-17_0001062993-24-020796.xml,REINER GARY M,Director,2024-12-15,A,A,1546.0,21.83,33749.18,1546.0,False
2024-12-17_0001062993-24-020795.xml,Gold Gerri,"EVP, Pres & CEO Financial Serv",2024-12-15,F,D,2848.0,21.83,62171.84,76839.0,False
2025-01-08_0001062993-25-000615.xml,Cox Jeremy,"SVP, Controller & CTO",2025-01-06,S,D,11577.0,23.0,266271.0,48615.0,True
2025-01-22_0001062993-25-001001.xml,MYERS MARIE,EVP & CFO,2025-01-20,M,A,87579.0,23.14,2026578.06,128047.0,False
2025-01-22_0001062993-25-001001.xml,MYERS MARIE,EVP & CFO,2025-01-20,F,D,34464.0,23.14,797496.96,93583.0,False
2025-01-22_0001062993-25-001001.xml,MYERS MARIE,EVP & CFO,2025-01-20,M,A,66727.0,23.14,1544062.78,66727.0,False
2025-01-22_0001062993-25-001001.xml,MYERS MARIE,EVP & CFO,2025-01-20,F,D,26259.0,23.14,607633.26,40468.0,False
2025-02-25_0001062993-25-003522.xml,Domenech Daniel P,"EVP Chief Talent Officer, ICPO",2025-02-21,M,A,2867.0,21.14,60608.380000000005,16215.0,False
2025-02-25_0001062993-25-003522.xml,Domenech Daniel P,"EVP Chief Talent Officer, ICPO",2025-02-21,F,D,1190.0,21.14,25156.600000000002,15025.0,False
2025-04-03_0001062993-25-006974.xml,Lane Raymond J.,Director,2025-04-01,A,A,1838.0,15.64,28746.32,955384.0,False
2025-04-03_0001062993-25-006975.xml,REINER GARY M,Director,2025-04-01,A,A,2158.0,15.64,33751.12,2158.0,False
2025-04-03_0001062993-25-006976.xml,RUSSO PATRICIA F,Director,2025-04-01,A,A,2518.0,15.64,39381.520000000004,321186.5316,False
2025-04-04_0001062993-25-007106.xml,Hobby Jean M.,Director,2025-04-02,M,A,14322.9927,16.12,230886.64232400001,32148.189,False
2025-04-04_0001062993-25-007113.xml,Ozzie Raymond E,Director,2025-04-02,M,A,14323.0,16.12,230886.76,161900.0,False
2025-04-04_0001062993-25-007112.xml,NOSKI CHARLES H,Director,2025-04-02,M,A,14322.9927,16.12,230886.64232400001,63819.1205,False
2025-04-04_0001062993-25-007111.xml,Mayer Bethany,Director,2025-04-02,M,A,14323.0,16.12,230886.76,26487.0,False
2025-04-04_0001062993-25-007110.xml,LIVERMORE ANN M,Director,2025-04-02,M,A,14323.0,16.12,230886.76,28040.0,False
2025-04-04_0001062993-25-007104.xml,DAMELIO FRANK A,Director,2025-04-02,M,A,14322.9927,16.12,230886.64232400001,32148.189,False
2025-04-04_0001062993-25-007103.xml,Carter Pamela L,Director,2025-04-02,M,A,14323.0,16.12,230886.76,117670.0,False
2025-04-04_0001062993-25-007102.xml,Lane Raymond J.,Director,2025-04-02,M,A,14323.0,16.12,230886.76,969707.0,False
2025-04-04_0001062993-25-007101.xml,RUSSO PATRICIA F,Director,2025-04-02,M,A,14322.9927,16.12,230886.64232400001,335509.5243,False
2025-04-04_0001062993-25-007100.xml,REINER GARY M,Director,2025-04-02,M,A,14323.0,16.12,230886.76,16481.0,False
2025-04-04_0001062993-25-007105.xml,DUGAN REGINA E,Director,2025-04-02,M,D,14323.0,16.12,230886.76,41350.0,False
2025-04-08_0001062993-25-007246.xml,Mayer Bethany,Director,2025-04-04,S,D,6409.0,13.19,84534.70999999999,0.0,True
2025-04-22_0001062993-25-007791.xml,Cox Jeremy,"SVP, Controller & CTO",2025-04-20,M,A,26394.0,15.14,399605.16000000003,75009.0,False
2025-04-22_0001062993-25-007791.xml,Cox Jeremy,"SVP, Controller & CTO",2025-04-20,F,D,6419.0,15.14,97183.66,68590.0,False
2025-05-12_0001062993-25-009097.xml,MacDonald Neil B,"EVP, GM, Server",2025-05-08,S,D,29000.0,17.0126,493365.39999999997,28196.992,True
2025-06-27_0001062993-25-012204.xml,Mottram Phil,"EVP, GM, Intelligent Edge",2025-06-25,S,D,30000.0,18.5,555000.0,72427.0,True
2025-06-30_0001062993-25-012297.xml,Cox Jeremy,"SVP, Controller & CTO",2025-06-27,S,D,68590.0,18.4374,1264621.266,0.0,False
2025-06-30_0001062993-25-012298.xml,Mottram Phil,"EVP, GM, Intelligent Edge",2025-06-30,S,D,30000.0,20.5391,616173.0,42427.0,True
2025-07-01_0001062993-25-012393.xml,REINER GARY M,Director,2025-06-30,A,A,1650.0,20.45,33742.5,1650.0,False
2025-07-01_0001062993-25-012394.xml,RUSSO PATRICIA F,Director,2025-06-30,A,A,1925.0,20.45,39366.25,339896.4619,False
2025-07-01_0001062993-25-012395.xml,Lane Raymond J.,Director,2025-06-30,A,A,1406.0,20.45,28752.7,971113.0,False
2025-07-17_0001062993-25-012956.xml,rahim rami,"EVP, Pres GM Networking",2025-07-02,G,A,253707.0,0.0,0.0,254162.0,False
2025-07-17_0001062993-25-012956.xml,rahim rami,"EVP, Pres GM Networking",2025-07-02,G,D,253707.0,0.0,0.0,0.0,False
2025-07-07_0001062993-25-012606.xml,rahim rami,"EVP, Pres GM Networking",2025-07-02,M,A,65631.0,21.25,1394658.75,288262.0,False
2025-07-07_0001062993-25-012606.xml,rahim rami,"EVP, Pres GM Networking",2025-07-02,F,D,34555.0,21.25,734293.75,253707.0,False
2025-07-07_0001062993-25-012606.xml,rahim rami,"EVP, Pres GM Networking",2025-07-02,M,A,346255.0,21.25,7357918.75,404936.0,False
2025-07-07_0001062993-25-012606.xml,rahim rami,"EVP, Pres GM Networking",2025-07-02,F,D,182305.0,21.25,3873981.25,222631.0,False
2025-07-07_0001062993-25-012606.xml,rahim rami,"EVP, Pres GM Networking",2025-07-02,F,D,65250.0,21.25,1386562.5,58681.0,False
2025-07-07_0001062993-25-012606.xml,rahim rami,"EVP, Pres GM Networking",2025-07-02,M,A,123931.0,21.25,2633533.75,123931.0,False
2025-08-26_0001648401-25-000006.xml,Neri Antonio F,Director; President and CEO,2025-08-22,S,D,166666.0,22.52,3753318.32,1919060.0,True
2025-08-29_0001648401-25-000010.xml,Neri Antonio F,Director; President and CEO,2025-08-28,S,D,83334.0,23.012,1917682.0080000001,1835726.0,True
2025-09-05_0001648401-25-000012.xml,Neri Antonio F,Director; President and CEO,2025-09-04,S,D,83334.0,24.0398,2003332.6931999999,1752392.0,True
2025-09-16_0001648401-25-000023.xml,Neri Antonio F,Director; President and CEO,2025-09-12,S,D,166666.0,25.034,4172316.644,1585726.0,True
2025-09-16_0001233171-25-000008.xml,REINER GARY M,Director,2025-09-15,S,D,40000.0,24.5762,983048.0,83869.0,False
2025-09-25_0002060058-25-000005.xml,Culloty Maeve C,"EVP, Pres & CEO Financial Serv",2025-09-23,S,D,3738.0,25.12,93898.56,0.0,False
2025-10-02_0001233171-25-000010.xml,REINER GARY M,Director,2025-09-30,A,A,1374.0,24.56,33745.439999999995,1374.0,False
2025-10-02_0001023219-25-000005.xml,RUSSO PATRICIA F,Director,2025-09-30,A,A,1603.0,24.56,39369.68,343300.9016,False
2025-10-02_0001166598-25-000006.xml,Lane Raymond J.,Director,2025-09-30,A,A,1171.0,24.56,28759.76,972284.0,False
2025-12-09_0001648401-25-000025.xml,Neri Antonio F,Director; President and CEO,2025-12-06,F,D,75558.0,23.33,1762768.14,1702181.0,False
2025-12-09_0001812556-25-000005.xml,MacDonald Neil B,"EVP, GM, Server",2025-12-06,F,D,34527.0,23.33,805514.9099999999,92363.544,False
2025-12-09_0001812556-25-000005.xml,MacDonald Neil B,"EVP, GM, Server",2025-12-06,A,A,69636.0,23.33,1624607.88,126890.544,False
2025-12-09_0001812556-25-000005.xml,MacDonald Neil B,"EVP, GM, Server",2025-12-06,F,D,28562.0,23.33,666351.46,57254.544,False
2025-12-09_0001812556-25-000005.xml,MacDonald Neil B,"EVP, GM, Server",2025-12-06,A,A,57605.0,23.33,1343924.65,85816.544,False
2025-12-09_0001700118-25-000004.xml,RUSSO FIDELMA,"EVP, GM, Hybrid Cloud & CTO",2025-12-06,A,A,83563.0,23.33,1949524.7899999998,83563.0,False
2025-12-09_0001648401-25-000025.xml,Neri Antonio F,Director; President and CEO,2025-12-06,F,D,87687.0,23.33,2045737.71,1837329.0,False
2025-12-09_0001648401-25-000025.xml,Neri Antonio F,Director; President and CEO,2025-12-06,A,A,222835.0,23.33,5198740.55,1925016.0,False
2025-12-09_0001648401-25-000025.xml,Neri Antonio F,Director; President and CEO,2025-12-06,A,A,192013.0,23.33,4479663.29,1777739.0,False
2025-12-09_0001700118-25-000004.xml,RUSSO FIDELMA,"EVP, GM, Hybrid Cloud & CTO",2025-12-06,F,D,32883.0,23.33,767160.3899999999,50680.0,False
