,1M,3M,6M,YTD,1Y,3Y,5Y,Since listing
HPE,0.14178004658027277,0.3305910051461063,1.9245538316025876,1.609208579558557,1.5496105099613882,2.8940310083036787,3.9566107928907375,8.842722251635085
SPY,-0.008136964741377262,0.03862902690687098,0.13606020096321902,0.12674745537348797,0.17506586570565363,0.7690420498528003,0.8358148420210265,3.3346351472448195
XLK,0.008490525348744615,0.025565036162864763,0.33965254174888493,0.30671246641886274,0.39197885764652685,1.2042267296928375,1.4880066165369121,8.6099492580728
DELL,0.28645934294160336,0.45159631053657967,2.867717882123702,3.547816833810547,3.582587213938946,7.249024450476121,11.936897164605929,
SMCI,0.26898727816585,0.2543008863115783,0.2614028725785551,0.3700033429102605,-0.08759959549454333,0.44598290662953555,9.959278314308282,12.519891230971325
CSCO,-0.06891972955845882,-0.0761760632528018,0.44890318097922943,0.4768903501261732,0.6908229350234769,1.1352475217892657,1.227574625197319,4.382621619038166
ANET,0.008794491689146922,0.2761509215274791,0.4438978695427034,0.5232389391537295,0.30416887803128123,3.1325119067364886,8.100193261174264,50.590304728363364
NTAP,0.0040812090170394555,0.24562389237592197,1.0589166405295414,0.8852313931397569,0.6209734878651458,1.6905208068092765,1.4187078891092146,6.5763452657501045
P,-0.10239529374181067,0.41592162518655384,0.5812530208390356,0.4651544124051379,0.19063790195533992,1.5058703302818999,2.7175312712012887,4.788915424828192
