date,close,ret,zscore,gap,volume,volume_ratio,spy_ret,excess_vs_spy
2020-06-11,9.75,-0.08878547541455761,-2.749129592449914,-0.059813028136155855,21903500,2.0237133918853747,-0.05764934004470301,-0.0311361353698546
2021-11-12,14.640000343322754,-0.08155591558830555,-4.493687886233116,-0.04140526127894906,19128800,1.7929509456089723,0.007546680399642902,-0.08910259598794845
2021-12-02,14.989999771118164,0.05489101813797315,3.059981448869866,0.005629832758007991,14524900,1.3881259320338282,0.015316150919219007,0.03957486721875414
2022-03-02,16.989999771118164,0.10253069744709209,5.851581426503076,0.05256323646741712,20561000,1.9886643905175498,0.01839632458206175,0.08413437286503034
2022-05-18,15.760000228881836,-0.05910436929078333,-3.0895478765072175,-0.011940344056086794,13338700,1.279716247552328,-0.04031160759513819,-0.018792761695645144
2022-08-26,13.760000228881836,-0.07215096363270079,-3.4267549641962494,-0.013486163876874624,16798200,1.757159256064575,-0.033849079273241656,-0.03830188435945914
2022-11-30,16.780000686645508,0.08538166487672849,3.9570256448231143,0.019404928201463445,35362300,2.543907242053001,0.03150087293305592,0.05388079194367257
2023-05-31,14.420000076293944,-0.07087633425388629,-3.6341533781953324,-0.10695881134823249,34083600,2.887116029984209,-0.005545262868599576,-0.06533107138528671
2023-09-01,17.979999542236328,0.05826948843816515,3.1707367466075618,0.012948753167641325,19826100,1.8235091880449186,0.001865098828221834,0.05640438960994332
2023-10-20,15.229999542236328,-0.06564415383131883,-3.5744623936176856,-0.02208586954156,24589400,2.402640839324774,-0.012288198732384625,-0.053355955098934205
2023-11-29,16.520000457763672,0.0644330649710203,3.5437238493970282,0.045747362340926356,21648300,2.3721809100378635,-0.0007033633563164887,0.06513642832733679
2024-01-09,16.139999389648438,-0.08916477986210569,-4.949530300264279,-0.06320535977903174,35499400,3.2908287040015485,-0.0015170617781710138,-0.08764771808393468
2024-03-04,17.149999618530273,0.10218506435182828,5.350032547674764,0.01606683761298755,41177700,3.6330159545775293,-0.0010723989436863812,0.10325746329551466
2024-06-05,19.479999542236328,0.10681802667091822,5.605996458293729,0.15624999661337258,88492100,6.789326869828622,0.011885059841088896,0.09493296682982932
2024-09-10,16.100000381469727,-0.08522725138024212,-3.944972285209778,-0.06875005486336505,70663200,5.995934217754391,0.004355686662705027,-0.08958293804294715
2024-12-06,23.950000762939453,0.10623565049965489,4.6460787287784,0.04757509029071416,37723200,3.161304358173893,0.0018957974675537503,0.10433985303210114
2025-03-07,15.8100004196167,-0.11971043865192088,-4.98994895391493,-0.1503340196673567,81950800,5.831012572664593,0.005604776840324233,-0.1253152154922451
2025-04-03,13.68000030517578,-0.1513646824501198,-5.992058669199317,-0.06141443382453082,35325800,1.8189847138715594,-0.04928069685329273,-0.10208398559682708
2025-04-09,14.5,0.15907280095949572,5.758941881571736,-0.01119107440138456,39493500,1.8711810962737563,0.10501944686832076,0.054053354091174954
2025-06-30,20.450000762939453,0.11080946620450072,3.8085784667802134,0.12384577433692967,58082000,3.410205133685067,0.004781279687299023,0.1060281865172017
2025-10-10,24.399999618530277,-0.07047614016219605,-2.4965700290106683,0.0,35814900,1.7010125077843565,-0.027027862178845674,-0.04344827798335038
2025-10-16,22.5,-0.10143772667885564,-3.5486093239576015,-0.08266779259138302,78889800,3.412719678434386,-0.006810134562330372,-0.09462759211652527
2025-11-17,21.229999542236328,-0.07008333174262815,-2.414941839393482,-0.03898376665013836,50382100,1.594519916014902,-0.009316529838549359,-0.06076680190407879
2026-03-24,23.899999618530277,0.0776930165285441,2.8356968972476224,-0.006272374173952211,28241800,1.613000687994614,-0.0033568144771775055,0.0810498310057216
2026-03-25,25.780000686645508,0.07866116415420632,2.828433007983801,0.020502082800798682,51915700,2.955186508661144,0.0055726882440485515,0.07308847591015777
2026-05-22,37.58000183105469,0.10627020555678524,4.242910945663199,0.020017670907864327,30722400,1.842291314742756,0.003931549076803931,0.1023386564799813
2026-05-29,43.040000915527344,0.1264068113690766,4.880158899423199,0.11960219325630206,86121400,5.043930444088248,0.0024914048034492264,0.12391540656562738
2026-06-01,47.0,0.09200734415341127,3.4061485408277554,0.026486974103133942,115597800,6.219871922006057,0.0027231134609038143,0.08928423069250746
2026-06-02,56.150001525878906,0.1946809014633175,7.060790548882913,0.34170215687853234,153197800,7.404026108169542,0.0013579397972762752,0.19332296166604124
2026-06-05,49.20000076293945,-0.08362817048662219,-2.7777952238772334,-0.014620969780051118,37733400,1.5564010703180762,-0.025809371248925683,-0.057818799237696505
2026-07-09,49.11000061035156,0.09939562622352982,3.208221549838546,0.02719946725747935,26431400,0.9476619982354271,0.00846525000257925,0.09093037622095057
2026-08-12,58.790000915527344,0.08109598677440699,2.4829177175758903,0.024457484189665424,22395200,0.832893738956214,0.0025046624297864195,0.07859132434462057
2026-09-08,56.02999877929688,0.07749997652494,2.3085750472232704,0.0055769406832182344,27635500,1.4169377266238987,-0.0054921259109329545,0.08299210243587296
2026-09-11,62.09000015258789,0.1244114230354103,3.631308372593111,0.020825745848598087,38992100,1.9918139272961175,0.008524287494320992,0.11588713554108931
