ticker,accession,filed,report_date,acceptance,filing_path,release_path,release_date,session,same_day_session,timing,date_evidence,eps,eps_prior,revenue_release_units,revenue_prior_release_units,operating_income_release_units,operating_income_prior_release_units,operating_margin,operating_margin_prior,prior_column,pre_release_price,earnings_change_scaled,operating_margin_change,source_url,window,mapping,benchmark,car,n_estimation,estimation_start,estimation_end,window_start,window_end,market_beta
ATI,0001628280-21-000940,2021-01-28,2021-01-28,2021-01-28T12:40:33.000Z,sources/earnings/ATI_0001628280-21-000940.html,sources/earnings/ATI_0001628280-21-000940_release.html,2021-01-28,2021-01-29,2021-01-28,date only; next session,"January 28, 2021",-8.85,0.41,658.3,1018.6,-1088.1,98.5,-1.6528938174084764,0.09670135480070685,2,18.200000762939453,-0.5087911874628093,-1.7495951722091831,https://www.sec.gov/Archives/edgar/data/1018963/000162828021000940/,primary,conservative,market,-0.032186065360440455,232,2020-01-30,2020-12-29,2021-01-28,2021-02-01,1.6488668297690512
ATI,0001628280-21-000940,2021-01-28,2021-01-28,2021-01-28T12:40:33.000Z,sources/earnings/ATI_0001628280-21-000940.html,sources/earnings/ATI_0001628280-21-000940_release.html,2021-01-28,2021-01-29,2021-01-28,date only; next session,"January 28, 2021",-8.85,0.41,658.3,1018.6,-1088.1,98.5,-1.6528938174084764,0.09670135480070685,2,18.200000762939453,-0.5087911874628093,-1.7495951722091831,https://www.sec.gov/Archives/edgar/data/1018963/000162828021000940/,primary,conservative,market + industries,-0.04127846049786149,232,2020-01-30,2020-12-29,2021-01-28,2021-02-01,-0.43904591361385487
ATI,0001628280-21-000940,2021-01-28,2021-01-28,2021-01-28T12:40:33.000Z,sources/earnings/ATI_0001628280-21-000940.html,sources/earnings/ATI_0001628280-21-000940_release.html,2021-01-28,2021-01-29,2021-01-28,date only; next session,"January 28, 2021",-8.85,0.41,658.3,1018.6,-1088.1,98.5,-1.6528938174084764,0.09670135480070685,2,18.200000762939453,-0.5087911874628093,-1.7495951722091831,https://www.sec.gov/Archives/edgar/data/1018963/000162828021000940/,primary,same_date,market,0.004231572495726074,232,2020-01-29,2020-12-28,2021-01-27,2021-01-29,1.648682906067205
ATI,0001628280-21-000940,2021-01-28,2021-01-28,2021-01-28T12:40:33.000Z,sources/earnings/ATI_0001628280-21-000940.html,sources/earnings/ATI_0001628280-21-000940_release.html,2021-01-28,2021-01-29,2021-01-28,date only; next session,"January 28, 2021",-8.85,0.41,658.3,1018.6,-1088.1,98.5,-1.6528938174084764,0.09670135480070685,2,18.200000762939453,-0.5087911874628093,-1.7495951722091831,https://www.sec.gov/Archives/edgar/data/1018963/000162828021000940/,primary,same_date,market + industries,-0.018730009602395778,232,2020-01-29,2020-12-28,2021-01-27,2021-01-29,-0.4379207206514448
ATI,0001628280-21-000940,2021-01-28,2021-01-28,2021-01-28T12:40:33.000Z,sources/earnings/ATI_0001628280-21-000940.html,sources/earnings/ATI_0001628280-21-000940_release.html,2021-01-28,2021-01-29,2021-01-28,date only; next session,"January 28, 2021",-8.85,0.41,658.3,1018.6,-1088.1,98.5,-1.6528938174084764,0.09670135480070685,2,18.200000762939453,-0.5087911874628093,-1.7495951722091831,https://www.sec.gov/Archives/edgar/data/1018963/000162828021000940/,short,conservative,market,-0.020715901599527194,232,2020-01-30,2020-12-29,2021-01-29,2021-02-01,1.6488668297690512
ATI,0001628280-21-000940,2021-01-28,2021-01-28,2021-01-28T12:40:33.000Z,sources/earnings/ATI_0001628280-21-000940.html,sources/earnings/ATI_0001628280-21-000940_release.html,2021-01-28,2021-01-29,2021-01-28,date only; next session,"January 28, 2021",-8.85,0.41,658.3,1018.6,-1088.1,98.5,-1.6528938174084764,0.09670135480070685,2,18.200000762939453,-0.5087911874628093,-1.7495951722091831,https://www.sec.gov/Archives/edgar/data/1018963/000162828021000940/,short,conservative,market + industries,-0.028860405836041148,232,2020-01-30,2020-12-29,2021-01-29,2021-02-01,-0.43904591361385487
ATI,0001628280-21-000940,2021-01-28,2021-01-28,2021-01-28T12:40:33.000Z,sources/earnings/ATI_0001628280-21-000940.html,sources/earnings/ATI_0001628280-21-000940_release.html,2021-01-28,2021-01-29,2021-01-28,date only; next session,"January 28, 2021",-8.85,0.41,658.3,1018.6,-1088.1,98.5,-1.6528938174084764,0.09670135480070685,2,18.200000762939453,-0.5087911874628093,-1.7495951722091831,https://www.sec.gov/Archives/edgar/data/1018963/000162828021000940/,short,same_date,market,-0.046532052742707025,232,2020-01-29,2020-12-28,2021-01-28,2021-01-29,1.648682906067205
ATI,0001628280-21-000940,2021-01-28,2021-01-28,2021-01-28T12:40:33.000Z,sources/earnings/ATI_0001628280-21-000940.html,sources/earnings/ATI_0001628280-21-000940_release.html,2021-01-28,2021-01-29,2021-01-28,date only; next session,"January 28, 2021",-8.85,0.41,658.3,1018.6,-1088.1,98.5,-1.6528938174084764,0.09670135480070685,2,18.200000762939453,-0.5087911874628093,-1.7495951722091831,https://www.sec.gov/Archives/edgar/data/1018963/000162828021000940/,short,same_date,market + industries,-0.05836811628522207,232,2020-01-29,2020-12-28,2021-01-28,2021-01-29,-0.4379207206514448
ATI,0001628280-21-000940,2021-01-28,2021-01-28,2021-01-28T12:40:33.000Z,sources/earnings/ATI_0001628280-21-000940.html,sources/earnings/ATI_0001628280-21-000940_release.html,2021-01-28,2021-01-29,2021-01-28,date only; next session,"January 28, 2021",-8.85,0.41,658.3,1018.6,-1088.1,98.5,-1.6528938174084764,0.09670135480070685,2,18.200000762939453,-0.5087911874628093,-1.7495951722091831,https://www.sec.gov/Archives/edgar/data/1018963/000162828021000940/,wide,conservative,market,-0.04665680975888171,232,2020-01-30,2020-12-29,2021-01-28,2021-02-05,1.6488668297690512
ATI,0001628280-21-000940,2021-01-28,2021-01-28,2021-01-28T12:40:33.000Z,sources/earnings/ATI_0001628280-21-000940.html,sources/earnings/ATI_0001628280-21-000940_release.html,2021-01-28,2021-01-29,2021-01-28,date only; next session,"January 28, 2021",-8.85,0.41,658.3,1018.6,-1088.1,98.5,-1.6528938174084764,0.09670135480070685,2,18.200000762939453,-0.5087911874628093,-1.7495951722091831,https://www.sec.gov/Archives/edgar/data/1018963/000162828021000940/,wide,conservative,market + industries,-0.10676377074321314,232,2020-01-30,2020-12-29,2021-01-28,2021-02-05,-0.43904591361385487
