date,MTRN,ENTG,CRS,ATI
2021-01-04,0.005947242113778964,-0.0014130988947747697,0.012186180586483415,-0.003979721603857678
2021-01-05,0.023901277412893614,-0.00519615320258587,0.0742817282713671,0.048830252155997816
2021-01-06,0.05205463242353497,-0.0061691138343316085,0.07517420035281099,0.07293791217705355
2021-01-07,-0.02715635019841492,-0.007649869860687344,-0.024238003153389157,-0.0083761848261421
2021-01-08,-0.00929818040464277,-0.00010745995887401357,0.000823930699390328,0.004491787205431661
2021-01-11,-0.0042778710433330905,0.010419028805883242,-0.02801210633839345,-0.0195378878258816
2021-01-12,0.0014413094196567243,0.014633417145866311,0.020749856064224723,-0.0004719974886842927
2021-01-13,0.024061923694825883,0.011795956964967514,0.0025840814855027823,-0.02498108702619604
2021-01-14,-0.010573837695453479,0.012096723479887345,0.04280826230103119,-0.005261006159583491
2021-01-15,-0.010893128033791732,0.015133518046120606,0.01918805837555642,0.01711951516170948
2021-01-19,-0.004234438767404643,-0.019631568133873505,-0.004378291632304021,-0.01598230656250038
2021-01-20,-0.012226119302142631,-0.004158509361221228,-0.003041458241163252,-0.0017535910944264106
2021-01-21,-0.023087711197695593,0.0273469381506955,-0.02389553024157914,-0.018044911114868105
2021-01-22,0.02249624496555138,0.009259657725710399,-0.0013446537125464857,0.010778735257800126
2021-01-25,-0.01226687930981088,-0.034705605937635504,0.013901420402420518,0.017779638891777416
2021-01-26,0.03437068065711022,-0.005642575801036245,0.0014612685331331504,-0.0035878501091046663
2021-01-27,0.015254597385258833,0.006772739856962223,0.02886235708168392,0.047370009767622775
2021-01-28,0.009102321116105108,-0.010799593921069509,-0.05690672324787284,-0.01332045337948224
2021-01-29,0.007343342103614925,-0.005836241335061047,-0.02644018402633656,-0.044622489496569946
2021-02-01,-0.0343088601286229,-0.008883000831583485,-0.023211700075243327,0.013643432476201547
2021-02-02,-0.003698052292210468,-0.05836114589844396,-0.02293655235288089,-0.005667521926839246
2021-02-03,-0.01034065167506367,-0.004033399124969639,-0.017076503683133473,-0.01701514183505715
2021-02-04,-0.008865505474632912,-0.005821099083262626,0.015313244114323405,-0.005519028676860393
2021-02-05,0.010448764009721685,-0.008314415362229604,0.0010645998796780767,-0.001729586921538938
2021-02-08,0.021247107295371964,-0.009161884398367556,0.020650941595962247,0.012901925512051778
2021-02-09,-0.017959697036119583,-0.002076413135219512,-0.026480110352002966,-0.03342549357327651
