date,actual,fitted,residual
2021-01-31,0.0728025062485329,0.1687072586040797,-0.0959047523555468
2021-02-28,0.30992244779132205,0.17004976955372156,0.1398726782376005
2021-03-31,0.0120511713253737,0.11303493805146013,-0.10098376672608643
2021-04-30,-0.07970821506790904,0.04379494362703489,-0.12350315869494394
2021-05-31,0.2720997865634802,0.10424071304040083,0.16785907352307938
2021-06-30,-0.16068449564719722,0.024969315336247657,-0.18565381098344488
2021-07-31,-0.05146701476701243,-0.015760734835693298,-0.03570627993131913
2021-08-31,-0.1206754924087089,0.06747393741065821,-0.1881494298193671
2021-09-30,-0.018290687050759202,0.04280530190510911,-0.06109598895586831
2021-10-31,-0.05088499124944168,0.08085062675654041,-0.1317356180059821
2021-11-30,-0.11010353960522323,-0.0012590159664659386,-0.1088445236387573
2021-12-31,0.062127047993523185,0.08539700277252486,-0.023269954779001678
2022-01-31,-0.009216154972931934,-0.0008186469697871447,-0.00839750800314479
2022-02-28,0.3366990188273076,0.07075328749402106,0.26594573133328653
2022-03-31,0.09351397206926104,0.036375039167553753,0.05713893290170729
2022-04-30,-0.09051929594319497,-0.0371397628995162,-0.05337953304367877
2022-05-31,-0.07270663724897011,0.08526373486472194,-0.15797037211369205
2022-06-30,-0.2083774291031743,-0.08537718713832229,-0.12300024196485201
2022-07-31,0.15075869641919928,0.15882521122149942,-0.00806651480230014
2022-08-31,0.06060700805519838,0.01611582932172477,0.04449117873347361
2022-09-30,-0.08520877493819355,-0.08318802317969899,-0.00202075175849456
2022-10-31,0.20538353492026282,0.20457019855508793,0.0008133363651748882
2022-11-30,0.09496091908132799,0.05839345776477058,0.03656746131655741
2022-12-31,-0.10364112072091394,-0.03643326306150403,-0.06720785765940991
2023-01-31,0.3090974355572183,0.15975188313802777,0.14934555241919054
2023-02-28,-0.002571646633761457,0.016851991804858663,-0.01942363843862012
2023-03-31,-0.07746718483709387,-0.08989173883954109,0.012424554002447213
2023-04-30,0.17478426423773913,-0.0024099224932776658,0.1771941867310168
2023-05-31,-0.13549964258637043,-0.003478156662200759,-0.13202148592416968
2023-06-30,0.22665113291725758,0.13789136471377617,0.08875976820348142
2023-07-31,0.06195299031173079,0.14550650377695515,-0.08355351346522435
2023-08-31,0.045395648822236845,-0.04453785647167295,0.0899335052939098
2023-09-30,0.06882790657261847,-0.04457677945858893,0.1134046860312074
2023-10-31,-0.06843643679900797,-0.051385532991554725,-0.01705090380745325
2023-11-30,0.12458587792039562,0.1584145035084097,-0.03382862558801407
2023-12-31,-0.004441016593097842,0.23322485829619305,-0.2376658748892909
2024-01-31,-0.13203234575022435,-0.046504814675914226,-0.08552753107431013
2024-02-29,0.0454833228114355,0.06396327789681402,-0.018479955085378523
2024-03-31,0.10041779981308216,0.07590680485096728,0.024510994962114882
2024-04-30,0.19832708561502735,-0.053394795826828385,0.25172188144185575
2024-05-31,0.28929897669369947,0.08658725937940351,0.20271171731429596
2024-06-30,-0.015735291889818266,-0.00020555097067831755,-0.015529740919139948
2024-07-31,0.3266733897571514,0.2028358389849927,0.12383755077215869
2024-08-31,-0.010954474916307716,-0.002595608038336321,-0.008358866877971395
2024-09-30,0.09830012042909764,0.034040252758063896,0.06425986767103374
2024-10-31,-0.06588289477192276,0.02173137859635098,-0.08761427336827374
2024-11-30,0.29392649193398657,0.18452396332862148,0.10940252860536509
2024-12-31,-0.1290865656432296,-0.06318624565985544,-0.06590031998337416
2025-01-31,0.13503023181694077,0.06039103497423236,0.07463919684270841
2025-02-28,0.06926814890341468,-0.02734845746727317,0.09661660637068785
2025-03-31,-0.12843026899590387,-0.0481971662246626,-0.08023310277124127
2025-04-30,0.07743458837181977,-0.009644220033893463,0.08707880840571323
2025-05-31,0.1975698535808668,0.09468605008251857,0.10288380349834822
2025-06-30,0.17268528810868294,0.09589526589446509,0.07679002221421785
2025-07-31,-0.10105542446570974,0.05597530945855395,-0.1570307339242637
2025-08-31,-0.03712309591734561,0.1568235906178369,-0.19394668653518252
2025-09-30,0.016045616113029428,0.043225545590692686,-0.027179929477663258
2025-10-31,0.28391733231773647,0.026302140693746624,0.2576151916239898
2025-11-30,0.005357145033936586,0.07869992868087489,-0.0733427836469383
2025-12-31,-0.015015526783064878,0.043316922876685815,-0.05833244965975069
2026-01-31,0.007076568524840512,0.11609621302038806,-0.10901964449554755
2026-02-28,0.24966220073429005,0.05320071314390535,0.1964614875903847
2026-03-31,-0.012747607548077786,0.013749180607471457,-0.02649678815554924
2026-04-30,0.08399586677563477,0.14576058465912578,-0.06176471788349101
2026-05-31,0.09213587816825695,0.05440153203444183,0.03773434613381513
2026-06-30,0.3123799328433289,0.10646259678341502,0.20591733605991386
2026-07-31,-0.16084493880957043,0.02789541658261012,-0.18874035539218054
