ticker,n,intercept,intercept_lo,intercept_hi,residual_variance,residual_var_lo,residual_var_hi,residual_volatility,residual_vol_lo,residual_vol_hi,panel,block
MTRN,127,0.006380500808255168,-0.0041596009840016036,0.021991371851814493,0.007231668446424451,0.004161398447039056,0.009195631641935327,0.08503921710848737,0.06450890207590776,0.09589385612193999,long,6
ENTG,127,0.0006029680052642687,-0.0078003657662973494,0.011453560811860225,0.005925156206841102,0.003266594336204849,0.007542095009647553,0.07697503625748482,0.05715412790170846,0.08684523596402714,long,6
CRS,127,0.015484627643652752,-0.0014100351405647276,0.034639038628241976,0.009795357330596197,0.006897552052262559,0.01173010406151619,0.09897149756670451,0.08305150240821992,0.10830560494044705,long,6
ATI,127,0.017655207682078476,-0.000986360854633411,0.033035962407233777,0.012540676509520015,0.008163561656963152,0.01570562181458351,0.11198516200604443,0.09035243027701663,0.12532207233597564,long,6
