factor,beta,se,lo,hi,p_value,mean_factor,mean_contribution,panel,ticker,model
HML,0.395556430520096,0.2507638000401343,-0.09593158618497105,0.8870444472251631,0.11470203693066136,0.007800000000000001,0.0030853401580567493,recent,MTRN,M1_nominal
MOM,1.0570963538250482,0.3602412745226697,0.3510364300158091,1.7631562776342873,0.003341801947726686,0.003392537313432836,0.0035862388242452756,recent,MTRN,M1_nominal
D_NOMINAL,-0.06626107181980473,0.039425447624432855,-0.14353352923806334,0.011011385598453896,0.09282750031158694,0.057134326714188305,-0.003785781725785019,recent,MTRN,M1_nominal
const,0.008700017046622462,0.015420258720457228,-0.0215231346777634,0.03892316877100833,0.5726221284700327,1.0,0.008700017046622462,recent,ENTG,M1_nominal
MKT,1.0037941513300974,0.31325493428884976,0.3898257621444906,1.6177625405157041,0.0013534423761479434,0.00893283582089552,0.008966728351806912,recent,ENTG,M1_nominal
SMB,1.2544974483180171,0.6588832089160932,-0.036889911175705725,2.54588480781174,0.056913382737394595,-0.0039358208955223885,-0.0049374772704695695,recent,ENTG,M1_nominal
HML,-0.13598238144885744,0.46162964957196734,-1.0407598688057593,0.7687951059080446,0.768322157927604,0.007800000000000001,-0.0010606625753010882,recent,ENTG,M1_nominal
MOM,0.5039946324769782,0.5930154173496701,-0.6582942278053643,1.6662834927593206,0.3953892842062977,0.003392537313432836,0.001709820596448017,recent,ENTG,M1_nominal
D_NOMINAL,-0.07757571488104974,0.0643362945054824,-0.20367253501055738,0.048521105248457916,0.22790054445769214,0.057134326714188305,-0.004432236239100615,recent,ENTG,M1_nominal
const,0.042031986234730645,0.018092348830958352,0.006571634130316924,0.07749233833914437,0.020168881401766873,1.0,0.042031986234730645,recent,CRS,M1_nominal
MKT,1.1129579681794137,0.29863583418064665,0.5276424886922706,1.6982734476665569,0.00019392121845234785,0.00893283582089552,0.009941870805304164,recent,CRS,M1_nominal
SMB,1.4309484935246293,0.5430709743094188,0.36654894282909156,2.495348044220167,0.008415715113734687,-0.0039358208955223885,-0.005631956981230519,recent,CRS,M1_nominal
HML,0.9185528648093277,0.36504055206872266,0.203086529858013,1.6340191997606426,0.011859296760672346,0.007800000000000001,0.0071647123455127575,recent,CRS,M1_nominal
MOM,-0.006021817728918133,0.4571672914776358,-0.9020532439348095,0.8900096084769733,0.9894905507262595,0.003392537313432836,-2.0429241340046143e-05,recent,CRS,M1_nominal
D_NOMINAL,-0.027475256695332753,0.06554443165208237,-0.15593998212056137,0.10098946872989585,0.6750807763444973,0.057134326714188305,-0.001569780292587331,recent,CRS,M1_nominal
const,0.02871263536074535,0.016397625079816916,-0.0034261192276865346,0.060851389949177236,0.07994177285192336,1.0,0.02871263536074535,recent,ATI,M1_nominal
MKT,1.1160986073134596,0.39482559176816295,0.34225466727314613,1.889942547353773,0.004701359053812568,0.00893283582089552,0.009969925619061274,recent,ATI,M1_nominal
SMB,0.950000148825508,0.3681736943586768,0.22839296782744378,1.6716073298235723,0.009871330230951334,-0.0039358208955223885,-0.003739030436496813,recent,ATI,M1_nominal
HML,0.7798543168103533,0.3393511361253995,0.11473831189182104,1.4449703217288856,0.02155752846053425,0.007800000000000001,0.006082863671120757,recent,ATI,M1_nominal
MOM,-0.1576976134408637,0.28272964051099114,-0.711837526204363,0.3964422993226356,0.5770026540914415,0.003392537313432836,-0.0005349950378374375,recent,ATI,M1_nominal
D_NOMINAL,0.03139527780994092,0.07655821731485138,-0.11865607084775856,0.1814466264676404,0.6817445417971555,0.057134326714188305,0.0017937480596758708,recent,ATI,M1_nominal
