ticker,n,intercept,intercept_lo,intercept_hi,residual_variance,residual_var_lo,residual_var_hi,residual_volatility,residual_vol_lo,residual_vol_hi,panel,block
MTRN,127,0.006380500808255168,-0.005432634962996838,0.022573444410409545,0.007231668446424451,0.004434641888674011,0.009409011848503042,0.08503921710848737,0.0665931069156111,0.09700006107473873,long,2
ENTG,127,0.0006029680052642687,-0.009155947891836491,0.012876975256233983,0.005925156206841102,0.0036278745579235586,0.007467399116144076,0.07697503625748482,0.06023184006755529,0.08641411410263994,long,2
CRS,127,0.015484627643652752,-0.0015856680056647204,0.03577701680508484,0.009795357330596197,0.006958797050408888,0.011680328760984309,0.09897149756670451,0.08341940451962533,0.10807556967689001,long,2
ATI,127,0.017655207682078476,-0.002196643846766899,0.03815224264899243,0.012540676509520015,0.008668962137040045,0.015811521198808985,0.11198516200604443,0.0931072614624662,0.12574387141649881,long,2
