date,actual,fitted,residual
2016-01-31,-0.12545734202290704,-0.09260781183149697,-0.03284953019141007
2016-02-29,0.06884511213556263,0.00014506281501315207,0.06870004932054947
2016-03-31,0.015137374603827003,0.06143167876875752,-0.046294304164930515
2016-04-30,0.09468878833464077,0.0003844032726421278,0.09430438506199865
2016-05-31,-0.16231491460698022,0.04312262255559585,-0.20543753716257607
2016-06-30,0.023363777254425268,0.031580196417416544,-0.008216419162991276
2016-07-31,0.06643960052954687,0.07740373752213564,-0.010964136992588774
2016-08-31,0.11444409654771867,0.039524472171533244,0.07491962437618543
2016-09-30,0.046493864731430336,0.04532350256653809,0.0011703621648922469
2016-10-31,-0.013550798455442182,-0.04331828843608299,0.029767489980640813
2016-11-30,0.2693221053110939,0.17967953815081295,0.08964256716028096
2016-12-31,0.032294181958097044,0.03796282679181632,-0.005668644833719275
2017-01-31,-0.007975742048253619,-0.007550221691009205,-0.00042552035724441415
2017-02-28,-0.11145776960662572,-0.002048336135179355,-0.10940943347144637
2017-03-31,-0.03760273613494273,0.008480250141083182,-0.04608298627602591
2017-04-30,0.13362847406489226,0.020117707753016495,0.11351076631187576
2017-05-31,-0.09925116216717163,-0.0040801368091671055,-0.09517102535800452
2017-06-30,0.09296736605068194,0.033848154033441644,0.0591192120172403
2017-07-31,0.027374772944552296,0.029628788573803272,-0.002254015629250976
2017-08-31,-0.00480762228879693,0.010160434384318878,-0.014968056673115808
2017-09-30,0.1286810458759159,0.12219164825183863,0.006489397624077256
2017-10-31,0.18913479738137406,0.04461881551753612,0.14451598186383796
2017-11-30,-0.04661083560597632,0.010889125833212922,-0.05749996143918924
2017-12-31,-0.00703497940817731,-0.01998001129541437,0.012945031887237059
2018-01-31,0.021533479110572896,0.047929240206591985,-0.02639576109601909
2018-02-28,0.015018710344699138,0.012232296723318076,0.0027864136213810627
2018-03-31,0.011696918624724308,0.0352386884596783,-0.023541769834953992
2018-04-30,-0.007276464314211405,-8.142241193980458e-05,-0.0071950419022716
2018-05-31,0.07553657153960998,0.14753715580676285,-0.07200058426715288
2018-06-30,-0.008732724694388171,-0.026852007289116152,0.018119282594727983
2018-07-31,0.15629460456569172,0.011375421034291,0.1449191835314007
2018-08-31,0.017675827494485753,0.05740321123881102,-0.03972738374432527
2018-09-30,-0.05322433122637188,-0.032526811144476524,-0.020697520081895356
2018-10-31,-0.06256114890248853,-0.15971723079747685,0.09715608189498832
2018-11-30,-0.06960525040226415,0.0049379052066412625,-0.07454315560890541
2018-12-31,-0.15110555421880334,-0.1159262572842775,-0.035179296934525844
2019-01-31,0.041020240945739854,0.09237514188180722,-0.051354900936067364
2019-02-28,0.2316826259787901,0.08191913006617606,0.14976349591261406
2019-03-31,-0.014360975690255394,-0.04788633612013032,0.033525360429874924
2019-04-30,0.014899527358701805,0.04097189818614743,-0.026072370827445623
2019-05-31,0.04132926384530377,-0.07077975703945989,0.11210902088476365
2019-06-30,0.1199535910923624,0.07569866446935279,0.0442549266230096
2019-07-31,-0.08566343693997512,0.020516773280953214,-0.10618021022092833
2019-08-31,-0.052824887186578025,-0.019803556882167797,-0.03302133030441023
2019-09-30,0.04102785927726129,0.009051818258767603,0.03197604101849369
2019-10-31,-0.07516353700792905,0.021149962926779987,-0.09631349993470903
2019-11-30,0.03624972072829755,0.03248510120313941,0.003764619525158143
