ticker,n,start,end,mean,mean_se,mean_lo,mean_hi,variance,var_lo,var_hi,volatility,vol_lo,vol_hi,lag1_autocorrelation,block,reps
MTRN,2693,2016-01-04,2026-09-18,0.0011931807729230056,0.0004538453547823552,0.00034597650350607284,0.002096213181942106,0.0007073417478488525,0.0005614723991311452,0.0008913105339177641,0.026595897199546633,0.023695408819666842,0.02985482429889287,-0.06094938725638668,20,2000
ENTG,2693,2016-01-04,2026-09-18,0.0013275959888046215,0.00047185696610314853,0.0004601264281804721,0.002314558113283592,0.0008603407027672281,0.0007100285852955825,0.0010229289942611383,0.029331564955986034,0.02664636157706306,0.03198326115737947,-0.09024171932539464,20,2000
CRS,2693,2016-01-04,2026-09-18,0.0015057053733916633,0.0005862132142107543,0.0003893476809526722,0.0026715821837542107,0.0009461447492329613,0.000779877451040639,0.001160282196510173,0.030759466010205076,0.027926286023039995,0.034062915267342765,-0.014433258777101566,20,2000
ATI,2693,2016-01-04,2026-09-18,0.001609317995633094,0.0006704479144077404,0.0003639420643299175,0.002968617563282407,0.0011093487649985719,0.0008720579100038888,0.0013963224902104857,0.03330688765103356,0.02953062664428049,0.03736739876162757,0.028521394726268585,20,2000
