date,MTRN,ENTG,CRS,ATI,ELMT
2026-06-03,0.007969165665960324,0.013512996478666696,0.011751490593669433,0.017677579893924177,-0.08195916820464248
2026-06-04,-0.01604153141183928,-0.01646964396111469,0.006865849031045879,-0.0006582578446423949,-0.04086488514746559
2026-06-05,0.02975928729888213,0.006342713613288087,0.022977592120328155,0.018352589704553626,-0.029981242514029727
2026-06-08,0.013900558760345603,0.051244325749697506,0.02980740831598027,0.010268839925778758,0.0017659731899904493
2026-06-09,0.0301764494618897,0.027017513348767584,0.05528584904411181,0.04202349022734124,0.08795561422270434
2026-06-10,0.004026908679845592,0.027303718793452697,0.02434636947400832,0.002858018191936887,0.03870160007154806
2026-06-11,0.0551632546194183,0.056221447225653504,0.05027027839634127,0.06053185011443704,-0.010615237094130661
2026-06-12,-0.010075774088969116,0.01860194687657691,-0.008802805513567212,-0.014723699916822559,0.03315281107341067
2026-06-15,-0.024587558890688817,0.011296631149537037,-0.02228686564973494,-0.041864471073821706,-0.04910787445728791
2026-06-16,0.029101884843592093,-0.04200419745870309,0.006959675260304785,0.010427523679538324,-0.09978606419951544
2026-06-17,0.05640626425848351,0.09218110881478112,0.04535647507071677,0.020712179932563055,0.059219249542731486
2026-06-18,0.01486336399553121,0.09541444195252985,0.004286721159898015,0.005474429484843994,0.008758630025132282
2026-06-22,0.015002543503625338,0.04479466996557072,0.00838025652098574,0.017204034835687117,-0.027507765815464488
2026-06-23,-0.012156470319240768,-0.022914435830664673,0.007375602580349208,-0.0009614272889227095,0.02832391251148747
2026-06-24,0.014921036307086626,0.023639878614815847,0.0068997632605756745,-0.010651329371642374,-0.019014332836267852
2026-06-25,0.03941722148118858,0.024551096412055776,0.030528393990232116,0.006149408823616434,0.024789412708584375
2026-06-26,0.03343797633538625,-0.05171541466719896,4.494600253561465e-05,-0.0006996339341996428,0.0360229718707539
2026-06-29,-0.03281724640016358,-0.006533757388708913,0.0015216671155344232,-0.025059101878806275,-0.04151004424043375
2026-06-30,0.006283151341150699,0.021634655384584436,0.005378009988042351,-0.016354148608378524,0.0006480030510547172
2026-07-01,-0.04562959677232114,-0.07348680417394486,-0.007447096381688594,-0.024226717686347522,-0.022568897679957123
2026-07-02,-0.06308695410255204,-0.10425715003229304,-0.017851951565967455,-0.020452251955276026,-0.09241449071006859
2026-07-06,-0.03678103369625202,-0.04400365149650434,0.024612526558402924,0.006337308446563052,-0.02822541034430367
2026-07-07,-0.046760501238809496,-0.04729058406480986,-0.03801840201832053,-0.03980530753678413,-0.06878825142210754
2026-07-08,0.009536943216247061,0.04224707066181113,0.0014670260218620848,0.016225898697264332,0.0028116455701425822
2026-07-09,0.011428628188614395,0.020446944876487703,-0.006201318812506537,0.0005585053627181966,-0.03725959461193966
2026-07-10,-0.008959197370265987,-0.020606827828085764,-0.026259134045114395,-0.014930105595858811,-0.01457124688159523
2026-07-13,-0.026416455049984734,-0.028177509703954905,-0.007172251783027965,-0.007109784516858456,-0.0514728427625685
2026-07-14,0.015651261968426457,0.01968054199530128,0.013459685691832732,0.024211750549625016,-0.017499341550570216
2026-07-15,-0.020718979246852474,-0.027827351927586504,-0.004458432469913553,0.014517272860655878,0.01128094850891884
2026-07-16,-0.021675283953204384,-0.004503418571529982,-0.02965011671103642,-0.03469865978857279,-0.020113874753551544
2026-07-17,0.030404794078312144,0.07437041720261667,0.022704358578067383,0.017484173994146496,0.026092048726161006
2026-07-20,-0.010991900842594935,-0.026512807992462653,-0.0009449685652441718,0.0015647290665033243,0.001702376541180807
2026-07-21,0.030613527502619624,0.015448283689887855,0.04935275236651386,0.04478092628214926,0.05954247378166206
2026-07-22,-0.01590711659760146,-0.01190340171825404,0.0008301500957530591,-0.007720425507258335,-0.023256505644029785
2026-07-23,0.018928439792701066,0.0379534411872924,0.044045265097481856,0.03942639269726879,0.013807302260005101
2026-07-24,-0.03526355067581386,-0.04722809208925874,0.0032856763439018735,-0.013064458081021444,-0.049577889540782884
2026-07-27,0.0004897605530539391,-0.01997442331660586,-0.037877473821106185,-0.027714027152671912,0.029521925235783127
2026-07-28,-0.14084469584939302,-0.07247559656478678,-0.03658320594765948,-0.034305989685595506,-0.024672725341316065
2026-07-29,-0.06274614601808792,-0.02715094180595362,-0.028056281815273417,-0.026135783664689778,-0.07368444598140025
2026-07-30,0.05687850808273171,0.027109539619345105,-0.07541322727094152,-0.004707407405602028,0.013448713825670276
2026-07-31,-0.006348040753904504,-0.0109256409929178,0.0217921436551151,0.018090154034707,-0.003774613138266797
2026-08-03,-0.02253821083988055,-0.005123526788028444,0.025067966091317506,0.007105597410361653,-0.015215314301040062
2026-08-04,0.0172908279197396,0.08210497834784322,0.022359806060534653,0.007382629160413767,0.04061818326618643
2026-08-05,0.3105891754052331,0.017603534051725316,0.0048366182715265035,0.026557914381869836,0.0049441622792526455
2026-08-06,-0.061856706105279644,-0.01082771775490303,-0.019291811855963664,0.09048113060155119,0.034662899888768466
2026-08-07,0.025487995906654015,0.04312505217762494,0.015891016544523448,0.009039406263368346,0.012119460645879501
2026-08-10,-0.03739166532338806,-0.04806026976645033,-0.016968057486832364,0.0006996823476916983,-0.023655227363337715
2026-08-11,0.009339162109605935,0.05734604955279315,-0.033780886236155556,0.01190234948442686,0.009960722232377147
2026-08-12,0.0004804360536994831,0.06440083335850731,-0.01920754735459713,-0.0036244520246572452,0.015371345559890991
2026-08-13,-0.022113766590077265,-0.009618476832692197,0.0035809182581351146,-0.025954684388206396,-0.011361872877701872
2026-08-14,0.005165595197887434,-0.0018293062760168111,0.021196430619503978,0.007295874564814942,0.10163363091873162
2026-08-17,0.025371793809202483,0.030334134611732854,0.004554868784029477,0.020419294552956394,0.02791262160499967
2026-08-18,-0.06877910662944907,-0.048059089433777805,-0.007454856657641415,-0.013857431224972228,-0.03912430861872065
2026-08-19,-0.07855292409287881,-0.04613419074026685,-0.04332170543450292,-0.05075332554881209,-0.05270583845961638
2026-08-20,-0.0327152288291523,0.03981111330253101,-0.026639441064323595,-0.019720388853930553,-0.005483659170644042
2026-08-21,-0.015325887626045472,-0.021269753522063898,0.0016925985552728373,-0.01814866980303513,0.17802506712984198
2026-08-24,-0.004452574018278678,-0.022986162046245266,-0.025192605118408026,0.01675085028748756,-0.10479656372325792
2026-08-25,0.001645999588750991,-0.006355020894908504,0.015603072158883124,0.01962410842609222,-0.007179976312499527
2026-08-26,0.012426507948923323,0.027380068628810865,-0.0039747047025116295,-0.012646796861533053,0.009054933115872533
2026-08-27,0.024862881099851488,-0.00479486709582887,0.005353584668927876,-0.003572597147864674,-0.01687514752201375
2026-08-28,-0.031072809922996283,-0.05961212712762611,-0.024039807556033466,-0.015331367757968069,-0.07395361347975231
2026-08-31,-0.0021736890052742736,0.017627118066874576,0.005898660409061447,-0.027821919380558193,-0.006338752775080815
2026-09-01,0.006048586874296153,-0.011698375666598187,0.004881888473457961,-0.006644091642876264,-0.0197291825887215
2026-09-02,0.0032570029747334937,-0.0021020632492346966,-0.031147602203171913,-0.004434669579174865,-0.00989541496148251
2026-09-03,-0.016369201534717985,-0.04573012835361098,-0.0008163477239429631,-0.003262147820951612,-0.0033517858298883554
2026-09-04,0.02216640092936912,0.07999585108989882,0.024051881493099777,0.03450517959019367,0.035291380227166214
2026-09-08,0.05765100404629199,0.042230900323340044,-0.025482320870317487,-0.00865597900577535,0.02441719747414832
2026-09-09,-0.0014876715339051123,0.035530942270905475,0.008249737348086967,0.002091155013970206,-0.014981072753211472
2026-09-10,0.0064349702835948125,-0.011981460708903154,-0.01167230394803564,-0.02858189877834919,-0.015724787120429302
2026-09-11,0.0005837019455434307,-0.011383644454322182,-0.02321393403226799,-0.015558713031905726,-0.012337908167824707
2026-09-14,-0.05882723216042048,-0.06341265821759293,-0.043266553912580885,-0.04786125132440289,0.34016617750546235
2026-09-15,0.005533319733562447,0.030241851355299817,-0.003641625063249651,-0.001999953125403034,-0.07718184008175569
2026-09-16,0.045064043712838654,0.02511134772346017,-0.00035447374047845384,0.021342881843858665,0.025817248490790666
2026-09-17,-0.02062754109641683,-0.01037240084786073,-0.028648048388874612,-0.05042106445743735,0.06907030494348781
2026-09-18,-0.0011473808105271982,0.05338526465358119,0.0027583427486353113,0.04023599977291714,0.03979379584333192
