ticker,n,intercept,intercept_lo,intercept_hi,residual_variance,residual_var_lo,residual_var_hi,residual_volatility,residual_vol_lo,residual_vol_hi,panel,block
MTRN,67,0.013322172264959537,-0.007288048712829139,0.04536627990514783,0.007946953548420402,0.003835464842872923,0.010962726095471708,0.08914568721155501,0.061931129836883515,0.10470303766114768,recent,2
ENTG,67,0.0027542261072859885,-0.02283903323348319,0.0381506709016401,0.011968880325783152,0.004955365843301412,0.016664316311178613,0.10940237806274208,0.07039435945657445,0.12909034166496972,recent,2
CRS,67,0.03992614508888462,0.011557018956114603,0.0766446131984986,0.014421080046781028,0.009329273205483742,0.01761554427552556,0.12008780140705812,0.09658816286421304,0.13272356337713948,recent,2
ATI,67,0.03111892653868447,0.001955884690508373,0.0663266020575355,0.014131822317022128,0.007933284139100862,0.01941553307630821,0.11887734147861033,0.0890689852816392,0.13933963210913186,recent,2
