date,actual,fitted,residual
2016-01-31,-0.12142618073147173,-0.07195751174746001,-0.04946866898401171
2016-02-29,0.05983416751837354,0.033794439126840714,0.026039728391532825
2016-03-31,0.10174172053878092,0.0740398877606864,0.027701832778094515
2016-04-30,-0.024329241704856296,-0.03512879655353186,0.010799554848675567
2016-05-31,0.0728873230825584,0.08027508281747811,-0.007387759734919716
2016-06-30,0.014526610048549249,0.004288249767610462,0.010238360280938786
2016-07-31,0.18086424694026834,0.11957164736160997,0.061292599578658374
2016-08-31,-0.0031257270888870536,0.05625924545422027,-0.059384972543107324
2016-09-30,0.022100467422180504,0.0541858057896628,-0.03208533836748229
2016-10-31,-0.08745624873011928,-0.039157582304356925,-0.04829866642576236
2016-11-30,0.12883096597839128,0.09678533231880299,0.03204563365958829
2016-12-31,-0.0030855534026863803,0.024792476435277485,-0.027878029837963864
2017-01-31,0.04708612723431389,0.02669483083603518,0.020391296398278712
2017-02-28,0.13026674384828668,0.009690852698185363,0.12057589115010131
2017-03-31,0.10347348546733778,0.04713288158789235,0.056340603879445436
2017-04-30,0.059328938128581254,0.001084691606613624,0.05824424652196763
2017-05-31,-0.004632072186151536,0.0686419856648938,-0.07327405785104533
2017-06-30,-0.11193608929135997,-0.03922340832881274,-0.07271268096254722
2017-07-31,0.18836618283528664,0.03663254106478984,0.1517336417704968
2017-08-31,-0.02580432219446115,0.023792732238186415,-0.049597054432647565
2017-09-30,0.1326952257293218,0.07586807219582863,0.05682715353349317
2017-10-31,0.13676328752858102,0.06671983894338081,0.07004344858520022
2017-11-30,-0.07560938396813285,-0.014581639933658637,-0.06102774403447422
2017-12-31,0.004050476184218955,-0.024666734905833314,0.02871721109005227
2018-01-31,0.07007116268949574,0.03922558673809212,0.030845575951403623
2018-02-28,0.018869384541391077,0.011656682645296169,0.0072127018960949085
2018-03-31,0.04699252595407497,0.015511854943951527,0.031480671010123445
2018-04-30,-0.07611270929809615,-0.06557326121812525,-0.010539448079970898
2018-05-31,0.0910371407033171,0.14157734059993976,-0.05054019989662266
2018-06-30,-0.035588264928639465,-0.04560430818190871,0.010016043253269248
2018-07-31,0.03736923645685169,0.01720101196986869,0.020168224486982998
2018-08-31,-0.03716196045221482,0.020033431038578686,-0.05719539149079351
2018-09-30,-0.1475178251305182,-0.04300866248629106,-0.10450916264422713
2018-10-31,-0.08262534737856951,-0.13536379266910026,0.05273844529053075
2018-11-30,0.10596201049715417,0.026168691362564646,0.07979331913458954
2018-12-31,-0.052920794374554644,-0.04764646855651171,-0.005274325818042935
2019-01-31,0.18499417642170668,0.10423920474268447,0.08075497167902221
2019-02-28,0.06718638329295026,0.06797614071407145,-0.0007897574211211816
2019-03-31,0.008289276712148309,0.008922875919181714,-0.0006335992070334046
2019-04-30,0.1447433824531288,0.09394332990674475,0.050800052546384034
2019-05-31,-0.16166922204303114,-0.14567735594142853,-0.01599186610160261
2019-06-30,0.08497913322856612,0.1139390507368497,-0.028959917508283584
2019-07-31,0.166045049884751,0.0369985921707741,0.12904645771397688
2019-08-31,-0.017228018247597964,-0.017258291822757232,3.0273575159268235e-05
2019-09-30,0.09696225618858126,0.029166847896012302,0.06779540829256896
2019-10-31,0.020121128563646062,0.05102080876513582,-0.030899680201489754
2019-11-30,-0.015366733317771962,0.03294715857607776,-0.04831389189384972
2019-12-31,0.05713785785357846,0.06861899426490632,-0.011481136411327864
2020-01-31,0.03358213857691602,-0.04545941460611781,0.07904155318303382
2020-02-29,0.028939155532621365,-0.010116860386471763,0.03905601591909313
