path,sha256,bytes
MTRN/experiments/historical_attribution/sources/earnings/ATI_0001628280-24-034973.html,a2affa7eac6ed8daa5a0a03d527c42583714ac78bbccbbb3c344e10de0d7cf40,36081
MTRN/experiments/historical_attribution/sources/earnings/ATI_0001628280-24-034973_release.html,936ae07ab925da1be0a895b7db0614d2cb5d17c2f9ecd7c37c94c9bf91e637fa,544243
MTRN/experiments/historical_attribution/sources/earnings/ATI_0001628280-24-044003.html,6a15ac230ab5658f143d84b71b59ff5d5893c9c33f259a175b3b8cf68b272c70,36283
MTRN/experiments/historical_attribution/sources/earnings/ATI_0001628280-24-044003_release.html,05bae2ff9e5b446255af307f6528aa3bc7b858d168e5bef3754950cbf07f2280,555061
MTRN/experiments/historical_attribution/sources/earnings/ATI_0001628280-25-003579.html,ffc7d38dfe29df5d2a5baf76f99868126b1c8149bd63384f2819948044063cd9,36089
MTRN/experiments/historical_attribution/sources/earnings/ATI_0001628280-25-003579_release.html,f503586bc44ed432291f75457bc4e32811d9a52bd754956ab99b456d8b1b5607,651429
MTRN/experiments/historical_attribution/sources/earnings/ATI_0001628280-25-021324.html,ff1f43e31e53dc9946c65d8fd273df509eb961e44de3e915a8fde2f6aa9e12a1,34790
MTRN/experiments/historical_attribution/sources/earnings/ATI_0001628280-25-021324_release.html,cb138ce9e427ed31c31556030a3a64c25736587fb3ba0eb80c6c5d069ebcbe33,406094
MTRN/experiments/historical_attribution/sources/earnings/ATI_0001628280-25-036845.html,89f5672175b734454ee4fdac9e13466bf6c5d8d3041ff75279fca7900409b844,34294
MTRN/experiments/historical_attribution/sources/earnings/ATI_0001628280-25-036845_release.html,15d01ffa77a1e41de5f181e8967fe5d1801eadd2190c3ad773961abcdf61bbdf,509808
MTRN/experiments/historical_attribution/sources/earnings/ATI_0001628280-25-046559.html,1c06513b2a8e8690bb64162baa2f4a160619029daa11c817df8d5b39153e4707,34685
MTRN/experiments/historical_attribution/sources/earnings/ATI_0001628280-25-046559_release.html,ef1cf282933fb7a90c8599a6492e33dfc27d8ea339b447bccfb7cfd081413d66,514058
MTRN/experiments/historical_attribution/sources/earnings/ATI_0001628280-26-004793.html,0c19c133e4e5133e3d65aec2d381b96a0f98fe9e85942b8d25a1cf6f9228bb42,34879
MTRN/experiments/historical_attribution/sources/earnings/ATI_0001628280-26-004793_release.html,628739f513b37d735214e27cef91e3d1bc09440a170637ddae9043abae02fe6d,555785
MTRN/experiments/historical_attribution/sources/earnings/ATI_0001628280-26-028589.html,176dbe117e72f0945a20c8e229c40a8d07d3a362747cdbc74c825699bb65a7d6,34300
