,MTRN,ENTG,CRS,ATI
MTRN,1.0,0.47212459456694394,0.5009587969201829,0.4615959476894228
ENTG,0.47212459456694394,1.0,0.4078160049006733,0.3691139090640923
CRS,0.5009587969201829,0.4078160049006733,1.0,0.6966177486032714
ATI,0.4615959476894228,0.3691139090640923,0.6966177486032714,1.0
