ticker,n,start,end,mean,mean_se,mean_lo,mean_hi,variance,var_lo,var_hi,volatility,vol_lo,vol_hi,lag1_autocorrelation,block,reps
MTRN,1434,2021-01-04,2026-09-18,0.0013569454094073759,0.0006117168711368296,0.00010656013560202319,0.002501710793867022,0.000770119387084182,0.0005824707688411082,0.0010350739542549655,0.027751024973578578,0.02413443118950824,0.03217256524206557,-0.013390001700185597,20,2000
ENTG,1434,2021-01-04,2026-09-18,0.0008547278240639434,0.0007342909560133616,-0.0006989949669286672,0.0022149501967251763,0.0011346896499726672,0.0009260997925334729,0.001385813923730343,0.03368515474170584,0.03043188775829513,0.03722652177856995,-0.07433271655736712,20,2000
CRS,1434,2021-01-04,2026-09-18,0.002336823958666357,0.0007613091953923137,0.0008653896725593994,0.0038542332294623114,0.000894726014590082,0.0007703199104667225,0.0010179091661849764,0.029911971091689728,0.027754637638901403,0.03190468878056917,-0.0051798413935499246,20,2000
ATI,1434,2021-01-04,2026-09-18,0.002073052739249692,0.0007206329743042381,0.0006450691142007934,0.0034791446300237432,0.00074951663934183,0.0006354259716003211,0.0008612517720701619,0.027377301535064225,0.025207657003385325,0.029347091373254725,-0.00165515955565434,20,2000
