ticker,n,mean_car,mean_lo,mean_hi,car_variance,var_lo,var_hi,complete_updates
ATI,23,0.02793298160846893,-0.0068561775945842045,0.06383854483889496,0.011133086100546658,0.006005644627895795,0.017450152323513254,23
CRS,23,0.018392044222108123,-0.010732631570687176,0.056357654666709965,0.0074013727957292766,0.002527527303742713,0.012261009642187834,23
ENTG,23,-0.012104567359742056,-0.04835343876480535,0.022858529079086864,0.007671215760158645,0.0042220398137161165,0.010641246087692775,23
MTRN,23,0.0407775928291595,0.0026946549466645873,0.07254586506262338,0.012761282273136682,0.005939367338336392,0.01782921195956072,23
