,MTRN,ENTG,CRS,ATI
MTRN,1.0,0.15442880207288948,0.24471494912972988,0.21910164915080357
ENTG,0.15442880207288948,1.0,0.03226143850931252,0.042390986546102974
CRS,0.24471494912972988,0.03226143850931252,1.0,0.49957828558460277
ATI,0.21910164915080357,0.042390986546102974,0.49957828558460277,1.0
