ticker,M0,M1,M2,industry_increment_percentage_points
ATI,0.1835895447063794,0.329127542401209,0.4769147937583468,14.778725135713778
CRS,0.2849306740409562,0.4383301189634723,0.5224412560871678,8.411113712369556
ENTG,0.2751212649422171,0.3230805000905229,0.5593037926495675,23.62232925590446
MTRN,0.2420774180303662,0.4221500611558092,0.4525169420969974,3.0366880941188166
