peer,n,start,end,mean_difference,mean_diff_lo,mean_diff_hi,variance_ratio,variance_ratio_lo,variance_ratio_hi,volatility_ratio,vol_ratio_lo,vol_ratio_hi,panel,frequency,basis
ENTG,2693,2016-01-04,2026-09-18,-0.0001344152158816,-0.0010794943998618,0.000878950274824,0.8221646907716156,0.6757728940291607,0.9851246453545016,0.906732976554628,0.8220540700155682,0.9925344554999096,long,daily,total
CRS,2693,2016-01-04,2026-09-18,-0.0003125246004686,-0.0014313394454397,0.0007424789456514,0.7476041572098707,0.6315511985412425,0.9033671349342064,0.8646410568610946,0.7947019557930146,0.950456277234364,long,daily,total
ATI,2693,2016-01-04,2026-09-18,-0.00041613722271,-0.0016423237068044,0.0007573277491032,0.6376189077469817,0.5201740234383659,0.7905161618035087,0.7985104305812052,0.7212309085434192,0.8891097580183837,long,daily,total
ENTG,102,2026-04-24,2026-09-18,0.0033611015899805,-0.00165443537565,0.0093797051561501,0.8746859699281095,0.3590229562110916,1.6419888205155646,0.9352464754962242,0.5991852436526551,1.2814011161675976,matched,daily,total
CRS,102,2026-04-24,2026-09-18,0.0042575149698518,-0.0029993767916051,0.0120661359695711,3.1077082335083395,1.3774619292319594,6.010223301838935,1.7628693183297337,1.1736532406260205,2.4515756773632207,matched,daily,total
ATI,102,2026-04-24,2026-09-18,0.0016869721188811,-0.0047266951320914,0.0074246614776881,3.069475240779086,1.3940658240489128,6.0191871076977765,1.75199179244056,1.1807056466575032,2.453403168600256,matched,daily,total
ELMT,102,2026-04-24,2026-09-18,-0.0003952783899237,-0.009621134928624,0.0106811552424539,0.4995848813121349,0.1788603420306128,1.6687233408189477,0.7068131869964899,0.4229188362211038,1.2917907496258625,matched,daily,total
