task,ticker,expanded,reduced,excluded,full_mean,mean_loss_reduction,pvalue,sign_flip
variance,MTRN,pooled_ridge,historical_variance63,2024-07,-0.0399815414239587,-0.0384326852618496,0.522,False
variance,MTRN,pooled_ridge,historical_variance63,2024-08,-0.0399815414239587,-0.0679593742694637,0.129,False
variance,MTRN,pooled_ridge,historical_variance63,2024-09,-0.0399815414239587,-0.0409338418389121,0.49,False
variance,MTRN,pooled_ridge,historical_variance63,2024-10,-0.0399815414239587,-0.0403598477801734,0.501,False
variance,MTRN,pooled_ridge,historical_variance63,2024-11,-0.0399815414239587,-0.0412608370801218,0.481,False
variance,MTRN,pooled_ridge,historical_variance63,2024-12,-0.0399815414239587,-0.0430238453930121,0.452,False
variance,MTRN,pooled_ridge,historical_variance63,2025-01,-0.0399815414239587,-0.0408299284593473,0.49,False
variance,MTRN,pooled_ridge,historical_variance63,2025-02,-0.0399815414239587,-0.0411347616904238,0.485,False
variance,MTRN,pooled_ridge,historical_variance63,2025-03,-0.0399815414239587,-0.0405600576313274,0.492,False
variance,MTRN,pooled_ridge,historical_variance63,2025-04,-0.0399815414239587,-0.052469799364375,0.348,False
variance,MTRN,pooled_ridge,historical_variance63,2025-05,-0.0399815414239587,-0.0386767000418278,0.514,False
variance,MTRN,pooled_ridge,historical_variance63,2025-06,-0.0399815414239587,-0.0410468070883689,0.483,False
variance,MTRN,pooled_ridge,historical_variance63,2025-07,-0.0399815414239587,-0.0387571631318803,0.51,False
variance,MTRN,pooled_ridge,historical_variance63,2025-08,-0.0399815414239587,-0.0447246944809516,0.434,False
variance,MTRN,pooled_ridge,historical_variance63,2025-09,-0.0399815414239587,-0.0418230153291397,0.475,False
variance,MTRN,pooled_ridge,historical_variance63,2025-10,-0.0399815414239587,-0.0347596196003196,0.557,False
variance,MTRN,pooled_ridge,historical_variance63,2025-11,-0.0399815414239587,-0.0400483744469347,0.497,False
variance,MTRN,pooled_ridge,historical_variance63,2025-12,-0.0399815414239587,-0.0419068409679606,0.474,False
variance,MTRN,pooled_ridge,historical_variance63,2026-01,-0.0399815414239587,-0.038660842503029,0.518,False
variance,MTRN,pooled_ridge,historical_variance63,2026-02,-0.0399815414239587,-0.0430544621870016,0.47,False
variance,MTRN,pooled_ridge,historical_variance63,2026-03,-0.0399815414239587,-0.0286749736574721,0.623,False
variance,MTRN,pooled_ridge,historical_variance63,2026-04,-0.0399815414239587,-0.0405717531363606,0.499,False
variance,MTRN,pooled_ridge,historical_variance63,2026-05,-0.0399815414239587,-0.0391075917024212,0.508,False
variance,MTRN,pooled_ridge,historical_variance63,2026-06,-0.0399815414239587,-0.037404099266279,0.522,False
variance,MTRN,pooled_ridge,historical_variance63,2026-07,-0.0399815414239587,-0.0239192875364489,0.617,False
variance,MTRN,pooled_ridge,historical_variance63,2026-08,-0.0399815414239587,-0.0173129035548742,0.693,False
variance,ENTG,pooled_ridge,historical_variance63,2023-01,0.1077188056342692,0.1104436373831076,0.406,False
variance,ENTG,pooled_ridge,historical_variance63,2023-02,0.1077188056342692,0.102283801349135,0.467,False
variance,ENTG,pooled_ridge,historical_variance63,2023-03,0.1077188056342692,0.1096372119124543,0.406,False
variance,ENTG,pooled_ridge,historical_variance63,2023-04,0.1077188056342692,0.1090414214205352,0.41,False
variance,ENTG,pooled_ridge,historical_variance63,2023-05,0.1077188056342692,0.1088695808843185,0.412,False
variance,ENTG,pooled_ridge,historical_variance63,2023-06,0.1077188056342692,0.1041361707212945,0.47,False
variance,ENTG,pooled_ridge,historical_variance63,2023-07,0.1077188056342692,0.1065578319146122,0.452,False
variance,ENTG,pooled_ridge,historical_variance63,2023-08,0.1077188056342692,0.1065381753247368,0.452,False
variance,ENTG,pooled_ridge,historical_variance63,2023-09,0.1077188056342692,0.1191844383395814,0.326,False
variance,ENTG,pooled_ridge,historical_variance63,2023-10,0.1077188056342692,0.1134478778764688,0.372,False
variance,ENTG,pooled_ridge,historical_variance63,2023-11,0.1077188056342692,0.101168220760531,0.492,False
variance,ENTG,pooled_ridge,historical_variance63,2023-12,0.1077188056342692,0.1140551510580484,0.356,False
variance,ENTG,pooled_ridge,historical_variance63,2024-01,0.1077188056342692,0.1105382676283791,0.403,False
variance,ENTG,pooled_ridge,historical_variance63,2024-02,0.1077188056342692,0.1121576118994026,0.377,False
variance,ENTG,pooled_ridge,historical_variance63,2024-03,0.1077188056342692,0.1112618258154557,0.394,False
variance,ENTG,pooled_ridge,historical_variance63,2024-04,0.1077188056342692,0.1105315925582501,0.402,False
variance,ENTG,pooled_ridge,historical_variance63,2024-05,0.1077188056342692,0.1084390857137435,0.432,False
variance,ENTG,pooled_ridge,historical_variance63,2024-06,0.1077188056342692,0.1116697690601654,0.383,False
variance,ENTG,pooled_ridge,historical_variance63,2024-07,0.1077188056342692,0.1068818615333765,0.456,False
variance,ENTG,pooled_ridge,historical_variance63,2024-08,0.1077188056342692,0.1078266071784298,0.44,False
