task,horizon,ticker,model,window,date,variable,status,stage
return,1,ATI,P5_industry,expanding,2022-12-31,interest_coverage,training coverage below gate,exclusions_return_ATI
return,1,ATI,P5_industry,expanding,2022-12-31,payout,training coverage below gate,exclusions_return_ATI
return,1,ATI,P5_industry,expanding,2022-12-31,pe_pct_change,training coverage below gate,exclusions_return_ATI
return,1,ATI,P5_industry,expanding,2022-12-31,pe_percentile,training coverage below gate,exclusions_return_ATI
return,1,ATI,P6_business,expanding,2022-12-31,credit_spread,training coverage below gate,exclusions_return_ATI
return,1,ATI,P6_business,expanding,2022-12-31,credit_spread_change,training coverage below gate,exclusions_return_ATI
return,1,ATI,P6_business,expanding,2022-12-31,ebitda_growth,training coverage below gate,exclusions_return_ATI
return,1,ATI,P6_business,expanding,2022-12-31,eps_growth,training coverage below gate,exclusions_return_ATI
return,1,ATI,P6_business,expanding,2022-12-31,interest_coverage,training coverage below gate,exclusions_return_ATI
return,1,ATI,P6_business,expanding,2022-12-31,payout,training coverage below gate,exclusions_return_ATI
return,1,ATI,P6_business,expanding,2022-12-31,pe_pct_change,training coverage below gate,exclusions_return_ATI
return,1,ATI,P6_business,expanding,2022-12-31,pe_percentile,training coverage below gate,exclusions_return_ATI
return,1,ATI,financial_only,expanding,2022-12-31,ebitda_growth,training coverage below gate,exclusions_return_ATI
return,1,ATI,financial_only,expanding,2022-12-31,eps_growth,training coverage below gate,exclusions_return_ATI
return,1,ATI,financial_only,expanding,2022-12-31,interest_coverage,training coverage below gate,exclusions_return_ATI
return,1,ATI,financial_only,expanding,2022-12-31,payout,training coverage below gate,exclusions_return_ATI
return,1,ATI,financial_valuation,expanding,2022-12-31,ebitda_growth,training coverage below gate,exclusions_return_ATI
return,1,ATI,financial_valuation,expanding,2022-12-31,eps_growth,training coverage below gate,exclusions_return_ATI
return,1,ATI,financial_valuation,expanding,2022-12-31,interest_coverage,training coverage below gate,exclusions_return_ATI
return,1,ATI,financial_valuation,expanding,2022-12-31,payout,training coverage below gate,exclusions_return_ATI
return,1,ATI,financial_valuation,expanding,2022-12-31,pe_percentile,training coverage below gate,exclusions_return_ATI
return,1,ATI,without_market,expanding,2022-12-31,ebitda_growth,training coverage below gate,exclusions_return_ATI
return,1,ATI,without_market,expanding,2022-12-31,eps_growth,training coverage below gate,exclusions_return_ATI
return,1,ATI,without_market,expanding,2022-12-31,interest_coverage,training coverage below gate,exclusions_return_ATI
return,1,ATI,without_market,expanding,2022-12-31,payout,training coverage below gate,exclusions_return_ATI
return,1,ATI,without_market,expanding,2022-12-31,pe_pct_change,training coverage below gate,exclusions_return_ATI
return,1,ATI,without_market,expanding,2022-12-31,pe_percentile,training coverage below gate,exclusions_return_ATI
return,1,ATI,without_financial,expanding,2022-12-31,credit_spread,training coverage below gate,exclusions_return_ATI
return,1,ATI,without_financial,expanding,2022-12-31,credit_spread_change,training coverage below gate,exclusions_return_ATI
return,1,ATI,without_financial,expanding,2022-12-31,pe_pct_change,training coverage below gate,exclusions_return_ATI
return,1,ATI,without_financial,expanding,2022-12-31,pe_percentile,training coverage below gate,exclusions_return_ATI
return,1,ATI,without_valuation,expanding,2022-12-31,credit_spread,training coverage below gate,exclusions_return_ATI
return,1,ATI,without_valuation,expanding,2022-12-31,credit_spread_change,training coverage below gate,exclusions_return_ATI
return,1,ATI,without_valuation,expanding,2022-12-31,ebitda_growth,training coverage below gate,exclusions_return_ATI
return,1,ATI,without_valuation,expanding,2022-12-31,eps_growth,training coverage below gate,exclusions_return_ATI
return,1,ATI,without_valuation,expanding,2022-12-31,interest_coverage,training coverage below gate,exclusions_return_ATI
return,1,ATI,without_valuation,expanding,2022-12-31,payout,training coverage below gate,exclusions_return_ATI
return,1,ATI,without_momentum,expanding,2022-12-31,credit_spread,training coverage below gate,exclusions_return_ATI
return,1,ATI,without_momentum,expanding,2022-12-31,credit_spread_change,training coverage below gate,exclusions_return_ATI
return,1,ATI,without_momentum,expanding,2022-12-31,ebitda_growth,training coverage below gate,exclusions_return_ATI
return,1,ATI,without_momentum,expanding,2022-12-31,eps_growth,training coverage below gate,exclusions_return_ATI
return,1,ATI,without_momentum,expanding,2022-12-31,interest_coverage,training coverage below gate,exclusions_return_ATI
return,1,ATI,without_momentum,expanding,2022-12-31,payout,training coverage below gate,exclusions_return_ATI
return,1,ATI,without_momentum,expanding,2022-12-31,pe_pct_change,training coverage below gate,exclusions_return_ATI
return,1,ATI,without_momentum,expanding,2022-12-31,pe_percentile,training coverage below gate,exclusions_return_ATI
return,1,ATI,without_risk,expanding,2022-12-31,credit_spread,training coverage below gate,exclusions_return_ATI
return,1,ATI,without_risk,expanding,2022-12-31,credit_spread_change,training coverage below gate,exclusions_return_ATI
return,1,ATI,without_risk,expanding,2022-12-31,ebitda_growth,training coverage below gate,exclusions_return_ATI
return,1,ATI,without_risk,expanding,2022-12-31,eps_growth,training coverage below gate,exclusions_return_ATI
return,1,ATI,without_risk,expanding,2022-12-31,interest_coverage,training coverage below gate,exclusions_return_ATI
return,1,ATI,without_risk,expanding,2022-12-31,payout,training coverage below gate,exclusions_return_ATI
return,1,ATI,without_risk,expanding,2022-12-31,pe_pct_change,training coverage below gate,exclusions_return_ATI
return,1,ATI,without_risk,expanding,2022-12-31,pe_percentile,training coverage below gate,exclusions_return_ATI
return,1,ATI,without_industry,expanding,2022-12-31,credit_spread,training coverage below gate,exclusions_return_ATI
return,1,ATI,without_industry,expanding,2022-12-31,credit_spread_change,training coverage below gate,exclusions_return_ATI
return,1,ATI,without_industry,expanding,2022-12-31,ebitda_growth,training coverage below gate,exclusions_return_ATI
return,1,ATI,without_industry,expanding,2022-12-31,eps_growth,training coverage below gate,exclusions_return_ATI
return,1,ATI,without_industry,expanding,2022-12-31,interest_coverage,training coverage below gate,exclusions_return_ATI
return,1,ATI,without_industry,expanding,2022-12-31,payout,training coverage below gate,exclusions_return_ATI
return,1,ATI,without_industry,expanding,2022-12-31,pe_pct_change,training coverage below gate,exclusions_return_ATI
return,1,ATI,without_industry,expanding,2022-12-31,pe_percentile,training coverage below gate,exclusions_return_ATI
return,1,ATI,without_business,expanding,2022-12-31,credit_spread,training coverage below gate,exclusions_return_ATI
return,1,ATI,without_business,expanding,2022-12-31,credit_spread_change,training coverage below gate,exclusions_return_ATI
return,1,ATI,without_business,expanding,2022-12-31,ebitda_growth,training coverage below gate,exclusions_return_ATI
return,1,ATI,without_business,expanding,2022-12-31,eps_growth,training coverage below gate,exclusions_return_ATI
return,1,ATI,without_business,expanding,2022-12-31,interest_coverage,training coverage below gate,exclusions_return_ATI
return,1,ATI,without_business,expanding,2022-12-31,payout,training coverage below gate,exclusions_return_ATI
return,1,ATI,without_business,expanding,2022-12-31,pe_pct_change,training coverage below gate,exclusions_return_ATI
return,1,ATI,without_business,expanding,2022-12-31,pe_percentile,training coverage below gate,exclusions_return_ATI
return,1,ATI,claims_proxy_sensitivity,expanding,2022-12-31,credit_spread,training coverage below gate,exclusions_return_ATI
return,1,ATI,claims_proxy_sensitivity,expanding,2022-12-31,credit_spread_change,training coverage below gate,exclusions_return_ATI
return,1,ATI,claims_proxy_sensitivity,expanding,2022-12-31,ebitda_growth,training coverage below gate,exclusions_return_ATI
return,1,ATI,claims_proxy_sensitivity,expanding,2022-12-31,eps_growth,training coverage below gate,exclusions_return_ATI
return,1,ATI,claims_proxy_sensitivity,expanding,2022-12-31,ev_ebitda_proxy,training coverage below gate,exclusions_return_ATI
return,1,ATI,claims_proxy_sensitivity,expanding,2022-12-31,interest_coverage,training coverage below gate,exclusions_return_ATI
return,1,ATI,claims_proxy_sensitivity,expanding,2022-12-31,payout,training coverage below gate,exclusions_return_ATI
return,1,ATI,claims_proxy_sensitivity,expanding,2022-12-31,pe_pct_change,training coverage below gate,exclusions_return_ATI
return,1,ATI,claims_proxy_sensitivity,expanding,2022-12-31,pe_percentile,training coverage below gate,exclusions_return_ATI
return,1,ATI,ridge_rolling84,rolling84,2022-12-31,credit_spread,training coverage below gate,exclusions_return_ATI
return,1,ATI,ridge_rolling84,rolling84,2022-12-31,credit_spread_change,training coverage below gate,exclusions_return_ATI
return,1,ATI,ridge_rolling84,rolling84,2022-12-31,ebitda_growth,training coverage below gate,exclusions_return_ATI
return,1,ATI,ridge_rolling84,rolling84,2022-12-31,eps_growth,training coverage below gate,exclusions_return_ATI
return,1,ATI,ridge_rolling84,rolling84,2022-12-31,interest_coverage,training coverage below gate,exclusions_return_ATI
return,1,ATI,ridge_rolling84,rolling84,2022-12-31,payout,training coverage below gate,exclusions_return_ATI
return,1,ATI,ridge_rolling84,rolling84,2022-12-31,pe_pct_change,training coverage below gate,exclusions_return_ATI
return,1,ATI,ridge_rolling84,rolling84,2022-12-31,pe_percentile,training coverage below gate,exclusions_return_ATI
market_relative_return,1,ATI,ridge_full,expanding,2022-12-31,credit_spread,training coverage below gate,exclusions_return_ATI
market_relative_return,1,ATI,ridge_full,expanding,2022-12-31,credit_spread_change,training coverage below gate,exclusions_return_ATI
market_relative_return,1,ATI,ridge_full,expanding,2022-12-31,ebitda_growth,training coverage below gate,exclusions_return_ATI
market_relative_return,1,ATI,ridge_full,expanding,2022-12-31,eps_growth,training coverage below gate,exclusions_return_ATI
market_relative_return,1,ATI,ridge_full,expanding,2022-12-31,interest_coverage,training coverage below gate,exclusions_return_ATI
market_relative_return,1,ATI,ridge_full,expanding,2022-12-31,payout,training coverage below gate,exclusions_return_ATI
market_relative_return,1,ATI,ridge_full,expanding,2022-12-31,pe_pct_change,training coverage below gate,exclusions_return_ATI
market_relative_return,1,ATI,ridge_full,expanding,2022-12-31,pe_percentile,training coverage below gate,exclusions_return_ATI
market_relative_return,1,ATI,boost_full,expanding,2022-12-31,credit_spread,training coverage below gate,exclusions_return_ATI
market_relative_return,1,ATI,boost_full,expanding,2022-12-31,credit_spread_change,training coverage below gate,exclusions_return_ATI
market_relative_return,1,ATI,boost_full,expanding,2022-12-31,ebitda_growth,training coverage below gate,exclusions_return_ATI
market_relative_return,1,ATI,boost_full,expanding,2022-12-31,eps_growth,training coverage below gate,exclusions_return_ATI
market_relative_return,1,ATI,boost_full,expanding,2022-12-31,interest_coverage,training coverage below gate,exclusions_return_ATI
market_relative_return,1,ATI,boost_full,expanding,2022-12-31,payout,training coverage below gate,exclusions_return_ATI
market_relative_return,1,ATI,boost_full,expanding,2022-12-31,pe_pct_change,training coverage below gate,exclusions_return_ATI
market_relative_return,1,ATI,boost_full,expanding,2022-12-31,pe_percentile,training coverage below gate,exclusions_return_ATI
return,1,ATI,ridge_rolling84,rolling84,2024-09-30,ebitda_growth,readmitted,exclusions_return_ATI
return,1,ATI,ridge_full,expanding,2024-11-30,ebitda_growth,readmitted,exclusions_return_ATI
return,1,ATI,lasso_full,expanding,2024-11-30,ebitda_growth,readmitted,exclusions_return_ATI
return,1,ATI,elastic_full,expanding,2024-11-30,ebitda_growth,readmitted,exclusions_return_ATI
return,1,ATI,forest_full,expanding,2024-11-30,ebitda_growth,readmitted,exclusions_return_ATI
return,1,ATI,boost_full,expanding,2024-11-30,ebitda_growth,readmitted,exclusions_return_ATI
return,1,ATI,A2_financial,expanding,2024-11-30,ebitda_growth,readmitted,exclusions_return_ATI
return,1,ATI,A3_valuation,expanding,2024-11-30,ebitda_growth,readmitted,exclusions_return_ATI
return,1,ATI,A4_momentum,expanding,2024-11-30,ebitda_growth,readmitted,exclusions_return_ATI
return,1,ATI,A5_risk,expanding,2024-11-30,ebitda_growth,readmitted,exclusions_return_ATI
return,1,ATI,A6_industry,expanding,2024-11-30,ebitda_growth,readmitted,exclusions_return_ATI
return,1,ATI,A7_business,expanding,2024-11-30,ebitda_growth,readmitted,exclusions_return_ATI
return,1,ATI,A8_transform,expanding,2024-11-30,ebitda_growth,readmitted,exclusions_return_ATI
return,1,ATI,A9_interaction,expanding,2024-11-30,ebitda_growth,readmitted,exclusions_return_ATI
return,1,ATI,P1_financial,expanding,2024-11-30,ebitda_growth,readmitted,exclusions_return_ATI
return,1,ATI,P2_valuation,expanding,2024-11-30,ebitda_growth,readmitted,exclusions_return_ATI
return,1,ATI,P3_transform,expanding,2024-11-30,ebitda_growth,readmitted,exclusions_return_ATI
return,1,ATI,P4_market,expanding,2024-11-30,ebitda_growth,readmitted,exclusions_return_ATI
return,1,ATI,P5_industry,expanding,2024-11-30,ebitda_growth,readmitted,exclusions_return_ATI
return,1,ATI,P6_business,expanding,2024-11-30,ebitda_growth,readmitted,exclusions_return_ATI
return,1,ATI,financial_only,expanding,2024-11-30,ebitda_growth,readmitted,exclusions_return_ATI
return,1,ATI,financial_valuation,expanding,2024-11-30,ebitda_growth,readmitted,exclusions_return_ATI
return,1,ATI,without_market,expanding,2024-11-30,ebitda_growth,readmitted,exclusions_return_ATI
return,1,ATI,without_valuation,expanding,2024-11-30,ebitda_growth,readmitted,exclusions_return_ATI
return,1,ATI,without_momentum,expanding,2024-11-30,ebitda_growth,readmitted,exclusions_return_ATI
return,1,ATI,without_risk,expanding,2024-11-30,ebitda_growth,readmitted,exclusions_return_ATI
return,1,ATI,without_industry,expanding,2024-11-30,ebitda_growth,readmitted,exclusions_return_ATI
return,1,ATI,without_business,expanding,2024-11-30,ebitda_growth,readmitted,exclusions_return_ATI
return,1,ATI,claims_proxy_sensitivity,expanding,2024-11-30,ebitda_growth,readmitted,exclusions_return_ATI
return,1,ATI,claims_proxy_sensitivity,expanding,2024-11-30,ev_ebitda_proxy,readmitted,exclusions_return_ATI
return,1,ATI,ridge_rolling84,rolling84,2024-11-30,dividend_yield,constant in training window,exclusions_return_ATI
market_relative_return,1,ATI,ridge_full,expanding,2024-11-30,ebitda_growth,readmitted,exclusions_return_ATI
market_relative_return,1,ATI,boost_full,expanding,2024-11-30,ebitda_growth,readmitted,exclusions_return_ATI
return,1,ATI,ridge_rolling84,rolling84,2025-06-30,pe_pct_change,readmitted,exclusions_return_ATI
return,1,CRS,ridge_full,expanding,2022-12-31,credit_spread,training coverage below gate,exclusions_return_CRS
return,1,CRS,ridge_full,expanding,2022-12-31,credit_spread_change,training coverage below gate,exclusions_return_CRS
return,1,CRS,ridge_full,expanding,2022-12-31,eps_growth,training coverage below gate,exclusions_return_CRS
return,1,CRS,ridge_full,expanding,2022-12-31,fcf_equipment_yield_relative,training coverage below gate,exclusions_return_CRS
return,1,CRS,ridge_full,expanding,2022-12-31,net_margin,training coverage below gate,exclusions_return_CRS
return,1,CRS,ridge_full,expanding,2022-12-31,payout,training coverage below gate,exclusions_return_CRS
return,1,CRS,ridge_full,expanding,2022-12-31,pe_pct_change,training coverage below gate,exclusions_return_CRS
return,1,CRS,ridge_full,expanding,2022-12-31,pe_percentile,training coverage below gate,exclusions_return_CRS
return,1,CRS,lasso_full,expanding,2022-12-31,credit_spread,training coverage below gate,exclusions_return_CRS
return,1,CRS,lasso_full,expanding,2022-12-31,credit_spread_change,training coverage below gate,exclusions_return_CRS
return,1,CRS,lasso_full,expanding,2022-12-31,eps_growth,training coverage below gate,exclusions_return_CRS
return,1,CRS,lasso_full,expanding,2022-12-31,fcf_equipment_yield_relative,training coverage below gate,exclusions_return_CRS
return,1,CRS,lasso_full,expanding,2022-12-31,net_margin,training coverage below gate,exclusions_return_CRS
return,1,CRS,lasso_full,expanding,2022-12-31,payout,training coverage below gate,exclusions_return_CRS
return,1,CRS,lasso_full,expanding,2022-12-31,pe_pct_change,training coverage below gate,exclusions_return_CRS
return,1,CRS,lasso_full,expanding,2022-12-31,pe_percentile,training coverage below gate,exclusions_return_CRS
return,1,CRS,elastic_full,expanding,2022-12-31,credit_spread,training coverage below gate,exclusions_return_CRS
return,1,CRS,elastic_full,expanding,2022-12-31,credit_spread_change,training coverage below gate,exclusions_return_CRS
return,1,CRS,elastic_full,expanding,2022-12-31,eps_growth,training coverage below gate,exclusions_return_CRS
return,1,CRS,elastic_full,expanding,2022-12-31,fcf_equipment_yield_relative,training coverage below gate,exclusions_return_CRS
return,1,CRS,elastic_full,expanding,2022-12-31,net_margin,training coverage below gate,exclusions_return_CRS
return,1,CRS,elastic_full,expanding,2022-12-31,payout,training coverage below gate,exclusions_return_CRS
return,1,CRS,elastic_full,expanding,2022-12-31,pe_pct_change,training coverage below gate,exclusions_return_CRS
return,1,CRS,elastic_full,expanding,2022-12-31,pe_percentile,training coverage below gate,exclusions_return_CRS
return,1,CRS,forest_full,expanding,2022-12-31,credit_spread,training coverage below gate,exclusions_return_CRS
return,1,CRS,forest_full,expanding,2022-12-31,credit_spread_change,training coverage below gate,exclusions_return_CRS
return,1,CRS,forest_full,expanding,2022-12-31,eps_growth,training coverage below gate,exclusions_return_CRS
return,1,CRS,forest_full,expanding,2022-12-31,fcf_equipment_yield_relative,training coverage below gate,exclusions_return_CRS
return,1,CRS,forest_full,expanding,2022-12-31,net_margin,training coverage below gate,exclusions_return_CRS
return,1,CRS,forest_full,expanding,2022-12-31,payout,training coverage below gate,exclusions_return_CRS
return,1,CRS,forest_full,expanding,2022-12-31,pe_pct_change,training coverage below gate,exclusions_return_CRS
return,1,CRS,forest_full,expanding,2022-12-31,pe_percentile,training coverage below gate,exclusions_return_CRS
return,1,CRS,boost_full,expanding,2022-12-31,credit_spread,training coverage below gate,exclusions_return_CRS
return,1,CRS,boost_full,expanding,2022-12-31,credit_spread_change,training coverage below gate,exclusions_return_CRS
return,1,CRS,boost_full,expanding,2022-12-31,eps_growth,training coverage below gate,exclusions_return_CRS
return,1,CRS,boost_full,expanding,2022-12-31,fcf_equipment_yield_relative,training coverage below gate,exclusions_return_CRS
return,1,CRS,boost_full,expanding,2022-12-31,net_margin,training coverage below gate,exclusions_return_CRS
return,1,CRS,boost_full,expanding,2022-12-31,payout,training coverage below gate,exclusions_return_CRS
return,1,CRS,boost_full,expanding,2022-12-31,pe_pct_change,training coverage below gate,exclusions_return_CRS
return,1,CRS,boost_full,expanding,2022-12-31,pe_percentile,training coverage below gate,exclusions_return_CRS
return,1,CRS,A1_market,expanding,2022-12-31,credit_spread,training coverage below gate,exclusions_return_CRS
return,1,CRS,A1_market,expanding,2022-12-31,credit_spread_change,training coverage below gate,exclusions_return_CRS
return,1,CRS,A2_financial,expanding,2022-12-31,credit_spread,training coverage below gate,exclusions_return_CRS
return,1,CRS,A2_financial,expanding,2022-12-31,credit_spread_change,training coverage below gate,exclusions_return_CRS
return,1,CRS,A2_financial,expanding,2022-12-31,eps_growth,training coverage below gate,exclusions_return_CRS
return,1,CRS,A2_financial,expanding,2022-12-31,net_margin,training coverage below gate,exclusions_return_CRS
return,1,CRS,A2_financial,expanding,2022-12-31,payout,training coverage below gate,exclusions_return_CRS
return,1,CRS,A3_valuation,expanding,2022-12-31,credit_spread,training coverage below gate,exclusions_return_CRS
return,1,CRS,A3_valuation,expanding,2022-12-31,credit_spread_change,training coverage below gate,exclusions_return_CRS
return,1,CRS,A3_valuation,expanding,2022-12-31,eps_growth,training coverage below gate,exclusions_return_CRS
return,1,CRS,A3_valuation,expanding,2022-12-31,fcf_equipment_yield_relative,training coverage below gate,exclusions_return_CRS
return,1,CRS,A3_valuation,expanding,2022-12-31,net_margin,training coverage below gate,exclusions_return_CRS
return,1,CRS,A3_valuation,expanding,2022-12-31,payout,training coverage below gate,exclusions_return_CRS
return,1,CRS,A3_valuation,expanding,2022-12-31,pe_percentile,training coverage below gate,exclusions_return_CRS
return,1,CRS,A4_momentum,expanding,2022-12-31,credit_spread,training coverage below gate,exclusions_return_CRS
return,1,CRS,A4_momentum,expanding,2022-12-31,credit_spread_change,training coverage below gate,exclusions_return_CRS
return,1,CRS,A4_momentum,expanding,2022-12-31,eps_growth,training coverage below gate,exclusions_return_CRS
return,1,CRS,A4_momentum,expanding,2022-12-31,fcf_equipment_yield_relative,training coverage below gate,exclusions_return_CRS
return,1,CRS,A4_momentum,expanding,2022-12-31,net_margin,training coverage below gate,exclusions_return_CRS
return,1,CRS,A4_momentum,expanding,2022-12-31,payout,training coverage below gate,exclusions_return_CRS
return,1,CRS,A4_momentum,expanding,2022-12-31,pe_percentile,training coverage below gate,exclusions_return_CRS
return,1,CRS,A5_risk,expanding,2022-12-31,credit_spread,training coverage below gate,exclusions_return_CRS
return,1,CRS,A5_risk,expanding,2022-12-31,credit_spread_change,training coverage below gate,exclusions_return_CRS
return,1,CRS,A5_risk,expanding,2022-12-31,eps_growth,training coverage below gate,exclusions_return_CRS
return,1,CRS,A5_risk,expanding,2022-12-31,fcf_equipment_yield_relative,training coverage below gate,exclusions_return_CRS
return,1,CRS,A5_risk,expanding,2022-12-31,net_margin,training coverage below gate,exclusions_return_CRS
return,1,CRS,A5_risk,expanding,2022-12-31,payout,training coverage below gate,exclusions_return_CRS
return,1,CRS,A5_risk,expanding,2022-12-31,pe_percentile,training coverage below gate,exclusions_return_CRS
return,1,CRS,A6_industry,expanding,2022-12-31,credit_spread,training coverage below gate,exclusions_return_CRS
return,1,CRS,A6_industry,expanding,2022-12-31,credit_spread_change,training coverage below gate,exclusions_return_CRS
return,1,CRS,A6_industry,expanding,2022-12-31,eps_growth,training coverage below gate,exclusions_return_CRS
return,1,CRS,A6_industry,expanding,2022-12-31,fcf_equipment_yield_relative,training coverage below gate,exclusions_return_CRS
return,1,CRS,A6_industry,expanding,2022-12-31,net_margin,training coverage below gate,exclusions_return_CRS
return,1,CRS,A6_industry,expanding,2022-12-31,payout,training coverage below gate,exclusions_return_CRS
return,1,CRS,A6_industry,expanding,2022-12-31,pe_percentile,training coverage below gate,exclusions_return_CRS
return,1,CRS,A7_business,expanding,2022-12-31,credit_spread,training coverage below gate,exclusions_return_CRS
return,1,CRS,A7_business,expanding,2022-12-31,credit_spread_change,training coverage below gate,exclusions_return_CRS
return,1,CRS,A7_business,expanding,2022-12-31,eps_growth,training coverage below gate,exclusions_return_CRS
return,1,CRS,A7_business,expanding,2022-12-31,fcf_equipment_yield_relative,training coverage below gate,exclusions_return_CRS
return,1,CRS,A7_business,expanding,2022-12-31,net_margin,training coverage below gate,exclusions_return_CRS
return,1,CRS,A7_business,expanding,2022-12-31,payout,training coverage below gate,exclusions_return_CRS
return,1,CRS,A7_business,expanding,2022-12-31,pe_percentile,training coverage below gate,exclusions_return_CRS
return,1,CRS,A8_transform,expanding,2022-12-31,credit_spread,training coverage below gate,exclusions_return_CRS
return,1,CRS,A8_transform,expanding,2022-12-31,credit_spread_change,training coverage below gate,exclusions_return_CRS
return,1,CRS,A8_transform,expanding,2022-12-31,eps_growth,training coverage below gate,exclusions_return_CRS
return,1,CRS,A8_transform,expanding,2022-12-31,fcf_equipment_yield_relative,training coverage below gate,exclusions_return_CRS
return,1,CRS,A8_transform,expanding,2022-12-31,net_margin,training coverage below gate,exclusions_return_CRS
return,1,CRS,A8_transform,expanding,2022-12-31,payout,training coverage below gate,exclusions_return_CRS
return,1,CRS,A8_transform,expanding,2022-12-31,pe_pct_change,training coverage below gate,exclusions_return_CRS
return,1,CRS,A8_transform,expanding,2022-12-31,pe_percentile,training coverage below gate,exclusions_return_CRS
return,1,CRS,A9_interaction,expanding,2022-12-31,credit_spread,training coverage below gate,exclusions_return_CRS
return,1,CRS,A9_interaction,expanding,2022-12-31,credit_spread_change,training coverage below gate,exclusions_return_CRS
return,1,CRS,A9_interaction,expanding,2022-12-31,eps_growth,training coverage below gate,exclusions_return_CRS
return,1,CRS,A9_interaction,expanding,2022-12-31,fcf_equipment_yield_relative,training coverage below gate,exclusions_return_CRS
return,1,CRS,A9_interaction,expanding,2022-12-31,net_margin,training coverage below gate,exclusions_return_CRS
return,1,CRS,A9_interaction,expanding,2022-12-31,payout,training coverage below gate,exclusions_return_CRS
return,1,CRS,A9_interaction,expanding,2022-12-31,pe_pct_change,training coverage below gate,exclusions_return_CRS
return,1,CRS,A9_interaction,expanding,2022-12-31,pe_percentile,training coverage below gate,exclusions_return_CRS
return,1,CRS,P1_financial,expanding,2022-12-31,eps_growth,training coverage below gate,exclusions_return_CRS
return,1,CRS,P1_financial,expanding,2022-12-31,net_margin,training coverage below gate,exclusions_return_CRS
return,1,CRS,P1_financial,expanding,2022-12-31,payout,training coverage below gate,exclusions_return_CRS
return,1,CRS,P2_valuation,expanding,2022-12-31,eps_growth,training coverage below gate,exclusions_return_CRS
return,1,CRS,P2_valuation,expanding,2022-12-31,fcf_equipment_yield_relative,training coverage below gate,exclusions_return_CRS
return,1,CRS,P2_valuation,expanding,2022-12-31,net_margin,training coverage below gate,exclusions_return_CRS
return,1,CRS,P2_valuation,expanding,2022-12-31,payout,training coverage below gate,exclusions_return_CRS
return,1,CRS,P2_valuation,expanding,2022-12-31,pe_percentile,training coverage below gate,exclusions_return_CRS
return,1,CRS,P3_transform,expanding,2022-12-31,eps_growth,training coverage below gate,exclusions_return_CRS
return,1,CRS,P3_transform,expanding,2022-12-31,fcf_equipment_yield_relative,training coverage below gate,exclusions_return_CRS
return,1,CRS,P3_transform,expanding,2022-12-31,net_margin,training coverage below gate,exclusions_return_CRS
return,1,CRS,P3_transform,expanding,2022-12-31,payout,training coverage below gate,exclusions_return_CRS
return,1,CRS,P3_transform,expanding,2022-12-31,pe_pct_change,training coverage below gate,exclusions_return_CRS
return,1,CRS,P3_transform,expanding,2022-12-31,pe_percentile,training coverage below gate,exclusions_return_CRS
return,1,CRS,P4_market,expanding,2022-12-31,credit_spread,training coverage below gate,exclusions_return_CRS
return,1,CRS,P4_market,expanding,2022-12-31,credit_spread_change,training coverage below gate,exclusions_return_CRS
return,1,CRS,P4_market,expanding,2022-12-31,eps_growth,training coverage below gate,exclusions_return_CRS
return,1,CRS,P4_market,expanding,2022-12-31,fcf_equipment_yield_relative,training coverage below gate,exclusions_return_CRS
return,1,CRS,P4_market,expanding,2022-12-31,net_margin,training coverage below gate,exclusions_return_CRS
return,1,CRS,P4_market,expanding,2022-12-31,payout,training coverage below gate,exclusions_return_CRS
return,1,CRS,P4_market,expanding,2022-12-31,pe_pct_change,training coverage below gate,exclusions_return_CRS
return,1,CRS,P4_market,expanding,2022-12-31,pe_percentile,training coverage below gate,exclusions_return_CRS
return,1,CRS,P5_industry,expanding,2022-12-31,credit_spread,training coverage below gate,exclusions_return_CRS
return,1,CRS,P5_industry,expanding,2022-12-31,credit_spread_change,training coverage below gate,exclusions_return_CRS
return,1,CRS,P5_industry,expanding,2022-12-31,eps_growth,training coverage below gate,exclusions_return_CRS
return,1,CRS,P5_industry,expanding,2022-12-31,fcf_equipment_yield_relative,training coverage below gate,exclusions_return_CRS
return,1,CRS,P5_industry,expanding,2022-12-31,net_margin,training coverage below gate,exclusions_return_CRS
return,1,CRS,P5_industry,expanding,2022-12-31,payout,training coverage below gate,exclusions_return_CRS
return,1,CRS,P5_industry,expanding,2022-12-31,pe_pct_change,training coverage below gate,exclusions_return_CRS
return,1,CRS,P5_industry,expanding,2022-12-31,pe_percentile,training coverage below gate,exclusions_return_CRS
return,1,CRS,P6_business,expanding,2022-12-31,credit_spread,training coverage below gate,exclusions_return_CRS
return,1,CRS,P6_business,expanding,2022-12-31,credit_spread_change,training coverage below gate,exclusions_return_CRS
return,1,CRS,P6_business,expanding,2022-12-31,eps_growth,training coverage below gate,exclusions_return_CRS
return,1,CRS,P6_business,expanding,2022-12-31,fcf_equipment_yield_relative,training coverage below gate,exclusions_return_CRS
return,1,CRS,P6_business,expanding,2022-12-31,net_margin,training coverage below gate,exclusions_return_CRS
return,1,CRS,P6_business,expanding,2022-12-31,payout,training coverage below gate,exclusions_return_CRS
return,1,CRS,P6_business,expanding,2022-12-31,pe_pct_change,training coverage below gate,exclusions_return_CRS
return,1,CRS,P6_business,expanding,2022-12-31,pe_percentile,training coverage below gate,exclusions_return_CRS
return,1,CRS,financial_only,expanding,2022-12-31,eps_growth,training coverage below gate,exclusions_return_CRS
