,MTRN,ENTG,CRS,ATI,ELMT
MTRN,0.002300659783978941,0.0013721059418997244,0.0005762842361970844,0.0006373706250732284,0.0007703525371671916
ENTG,0.0013721059418997244,0.0026302694487806075,0.0006807726791792399,0.0007225523383307905,0.001268925726828047
CRS,0.0005762842361970844,0.0006807726791792399,0.0007403075228145491,0.0005402671343133005,0.00045476883014768175
ATI,0.0006373706250732284,0.0007225523383307905,0.0005402671343133005,0.0007495286990472643,0.00039789554694754563
ELMT,0.0007703525371671916,0.001268925726828047,0.00045476883014768175,0.00039789554694754563,0.00460514292973873
