task,horizon,ticker,model,window,refits,intercept_only_share,median_candidates,median_retained,max_missing_indicators,max_excluded_low_coverage,median_effective_df,median_condition_number,min_rank,median_nonzero_coefficients,median_tree_leaves,distinct_retained_sets
return,1,CRS,claims_proxy_sensitivity,expanding,44,0.2727272727272727,83.0,75.0,19,9,0.7031233572085285,2402.484346158483,0,89.5,,4
return,1,CRS,core_financial_changes,expanding,44,0.18181818181818182,6.0,6.0,2,0,2.924671251181044,8.585133028021449,0,8.0,,1
return,1,CRS,core_ols,expanding,44,0.0,6.0,6.0,2,0,8.0,10.858812832349123,7,8.0,,1
return,1,CRS,core_ols_financial_ext,expanding,44,0.0,8.0,8.0,4,0,12.0,13.83096545709781,10,12.0,,1
return,1,CRS,core_pe_difference,expanding,44,0.0,6.0,6.0,3,1,3.1362380031300763,9.592214436902314,6,9.0,,2
return,1,CRS,core_pe_lag1,expanding,44,0.18181818181818182,6.0,6.0,3,1,0.4637830773386609,9.144099858679981,0,7.0,,2
return,1,CRS,core_pe_level,expanding,44,0.0,6.0,6.0,3,1,3.1318237190294465,9.360190298478592,6,9.0,,2
return,1,CRS,core_pe_percentage,expanding,44,0.0,6.0,6.0,3,1,3.1349095908646847,9.339655294650406,6,9.0,,2
return,1,CRS,core_ridge,expanding,44,0.0,6.0,6.0,2,0,2.80705828989847,10.858812832349123,7,8.0,,1
return,1,CRS,core_ridge_financial_ext,expanding,44,0.0,8.0,8.0,4,0,0.7212047713726771,13.83096545709781,10,12.0,,1
return,1,CRS,distributed_all_lag1,expanding,44,0.5454545454545454,12.0,12.0,6,0,0.0,32.100111962718245,0,0.0,,1
return,1,CRS,distributed_all_lag3,expanding,44,0.45454545454545453,18.0,18.0,8,0,14.210373265303133,43.76785982507923,0,26.0,,1
return,1,CRS,distributed_lag1,expanding,44,0.2727272727272727,10.0,10.0,4,0,0.10015408458975336,31.995738073915017,0,13.5,,1
return,1,CRS,distributed_lag3,expanding,44,0.45454545454545453,16.0,16.0,6,0,12.319142479517613,43.190882766914044,0,22.0,,1
return,1,CRS,elastic_full,expanding,44,0.5454545454545454,80.0,73.0,16,8,0.0,2128.4186754455955,0,0.0,,2
return,1,CRS,financial_only,expanding,44,1.0,22.0,19.0,0,3,0.0,,0,0.0,,1
return,1,CRS,financial_valuation,expanding,44,0.7272727272727273,32.0,27.0,12,5,0.0,968.9445513778564,0,0.0,,1
return,1,CRS,forest_full,expanding,44,0.2727272727272727,80.0,73.0,16,8,0.0,2210.9833754106103,0,0.0,370.5,2
return,1,CRS,lasso_full,expanding,44,0.8181818181818182,80.0,73.0,16,8,0.0,2110.7187463596792,0,0.0,,2
return,1,CRS,ridge_full,expanding,44,0.0,80.0,73.0,16,8,4.580874917616976,2524.26747677268,78,89.0,,2
return,1,CRS,ridge_rolling84,rolling84,44,0.0,80.0,72.0,15,8,4.380058519370068,18518.49351917618,78,85.0,,4
return,1,CRS,without_business,expanding,44,0.18181818181818182,74.0,67.0,16,8,4.034581997067455,2358.162364269053,0,81.0,,2
return,1,CRS,without_financial,expanding,44,0.0,54.0,50.0,5,5,13.08772993293987,438.72734418838036,52,55.0,,2
return,1,CRS,without_industry,expanding,44,0.2727272727272727,75.0,68.0,16,8,0.6308900993724361,2072.6793102970396,0,79.5,,2
return,1,CRS,without_market,expanding,44,0.45454545454545453,63.0,58.0,16,6,0.5401401736678713,1786.2020409750266,0,67.0,,2
return,1,CRS,without_momentum,expanding,44,0.0,74.0,67.0,16,8,4.247719575007418,2244.9301015547944,72,83.0,,2
return,1,CRS,without_risk,expanding,44,0.0,70.0,63.0,16,8,4.111837365907631,1996.0789506065305,68,79.0,,2
return,1,CRS,without_valuation,expanding,44,0.0,66.0,61.0,11,5,0.5830753367203834,1509.008742354932,65,72.0,,1
return,1,CRS+ATI,business_pair_ridge,expanding,44,0.8181818181818182,83.0,74.0,17,8,0.0,770.2092313073258,0,0.0,,2
return,1,ENTG,A1_market,expanding,44,0.5454545454545454,14.0,12.0,0,2,0.0,184.81282683266966,0,0.0,,1
return,1,ENTG,A2_financial,expanding,44,0.7272727272727273,36.0,34.0,5,3,0.0,560.4157843747312,0,0.0,,2
return,1,ENTG,A3_valuation,expanding,44,0.7272727272727273,46.0,44.0,10,4,0.0,1308.2741853295486,0,0.0,,3
return,1,ENTG,A4_momentum,expanding,44,0.7272727272727273,52.0,50.0,10,4,0.0,1551.7460033479224,0,0.0,,3
return,1,ENTG,A5_risk,expanding,44,0.7272727272727273,62.0,60.0,10,4,0.0,2346.57293128138,0,0.0,,3
return,1,ENTG,A6_industry,expanding,44,0.7272727272727273,66.0,64.0,10,4,0.0,3116.1921313094467,0,0.0,,3
return,1,ENTG,A7_business,expanding,44,0.7272727272727273,72.0,70.0,10,4,0.0,3900.523916496285,0,0.0,,3
return,1,ENTG,A8_transform,expanding,44,0.7272727272727273,80.0,78.0,11,4,0.0,7646.665872342613,0,0.0,,3
return,1,ENTG,A9_interaction,expanding,44,0.5454545454545454,82.0,80.0,11,4,0.0,3309.6709177068574,0,0.0,,3
return,1,ENTG,P1_financial,expanding,44,0.7272727272727273,22.0,22.0,5,1,0.0,219.84840986306506,0,0.0,,2
return,1,ENTG,P2_valuation,expanding,44,0.45454545454545453,32.0,32.0,10,2,0.31444179619039114,1005.7085663979942,0,38.0,,3
return,1,ENTG,P3_transform,expanding,44,0.2727272727272727,40.0,40.0,11,2,9.214240899158707,1636.5786154778634,0,50.0,,3
return,1,ENTG,P4_market,expanding,44,0.5454545454545454,69.0,67.0,11,4,0.0,2052.402300614264,0,0.0,,3
return,1,ENTG,P5_industry,expanding,44,0.5454545454545454,74.0,72.0,11,4,0.0,2459.43846026703,0,0.0,,3
return,1,ENTG,P6_business,expanding,44,0.7272727272727273,80.0,78.0,11,4,0.0,7646.665872342613,0,0.0,,3
return,1,ENTG,ar1,expanding,44,0.0,1.0,1.0,0,0,1.0,1.0,1,1.0,,1
return,1,ENTG,arx,expanding,44,0.0,7.0,7.0,0,0,7.0,2.911906891658692,7,7.0,,1
return,1,ENTG,boost_full,expanding,44,1.0,80.0,78.0,0,4,0.0,,0,0.0,,3
return,1,ENTG,claims_proxy_sensitivity,expanding,44,0.5454545454545454,83.0,81.0,14,4,0.0,3678.414467487359,0,0.0,,3
return,1,ENTG,core_financial_changes,expanding,44,0.18181818181818182,6.0,6.0,0,0,2.7684216513387607,2.4562333892557877,0,6.0,,1
return,1,ENTG,core_ols,expanding,44,0.0,6.0,6.0,0,0,6.0,1.5913305917910896,6,6.0,,1
