ticker,date,model,variable,effect,effect_type,center,scale,impute,clip_lo,clip_hi
MTRN,2022-12-31,core_ols,revenue_growth,0.005929092028351616,coefficient per training SD in target units,0.07962478827526116,0.16885283959326855,0.0295632804271972,-0.2579067074396899,0.3666398986252523
MTRN,2022-12-31,core_ols,operating_margin,-0.023640340636833405,coefficient per training SD in target units,0.03919523785141666,0.012961379075396873,0.0400442505479332,0.0069839170125327,0.0646186378602097
MTRN,2022-12-31,core_ols,earnings_yield,0.02372161186873873,coefficient per training SD in target units,0.03174610404395634,0.014318035796857798,0.0302037094170107,0.011143158357240002,0.0718026548621394
MTRN,2022-12-31,core_ols,market_return,0.0020376285923871065,coefficient per training SD in target units,0.010742675500456881,0.04480875402304458,0.0178144970166732,-0.09795811668531251,0.11187195306985491
MTRN,2022-12-31,core_ols,industry_relative,0.00832009013504767,coefficient per training SD in target units,0.010423959741404074,0.044803712300377226,0.01703457665912195,-0.09690262093142744,0.1247660580080845
MTRN,2022-12-31,core_ols,driver_return,-0.02152306454448548,coefficient per training SD in target units,0.008929077784815862,0.0590780843321414,0.01062843817072805,-0.12831475990064742,0.18657307982080992
MTRN,2022-12-31,ridge_full,market_return,0.000529857282207468,coefficient per training SD in target units,0.010742675500456881,0.04480875402304458,0.0178144970166732,-0.09795811668531251,0.11187195306985491
MTRN,2022-12-31,ridge_full,market_vol,0.0010646325187343578,coefficient per training SD in target units,0.009412065913870062,0.005422578276526845,0.007853493467209951,0.00311201699798934,0.03072600925176676
MTRN,2022-12-31,ridge_full,smallcap_return,0.0006982731992615269,coefficient per training SD in target units,0.00887244421003113,0.056327569783477555,0.015220387364610899,-0.13587982956162895,0.14595050218980538
MTRN,2022-12-31,ridge_full,yield_10y,-0.0017859066087503631,coefficient per training SD in target units,0.02048641894062355,0.007634760867354474,0.0203300011157989,0.006123799800872759,0.03792539961338037
MTRN,2022-12-31,ridge_full,yield_short,0.0005557132035724258,coefficient per training SD in target units,0.010427809533243954,0.009937704174260851,0.0078500002622604,7.490000296384073e-05,0.040181099867820654
MTRN,2022-12-31,ridge_full,yield_10y_change,0.0003456362642099234,coefficient per training SD in target units,0.0001765666396135293,0.002206576885494714,0.00014499902725215,-0.005592800647020293,0.005274399113655002
MTRN,2022-12-31,ridge_full,term_spread,-0.0032849258269712516,coefficient per training SD in target units,0.01005337253856867,0.0063248496104921755,0.0116599994897842,-0.00437769999504086,0.0208309990525245
MTRN,2022-12-31,ridge_full,vix,-0.0017120302252736923,coefficient per training SD in target units,0.19030824976535066,0.07209943667167527,0.17034999847412105,0.10072900285720815,0.42206400184631376
MTRN,2022-12-31,ridge_full,real_yield,0.0012206454627793682,coefficient per training SD in target units,0.0010676547619047595,0.00688543570135378,0.0024000000000000002,-0.010919,0.015202000000000002
MTRN,2022-12-31,ridge_full,real_yield_change,0.00014411145535575697,coefficient per training SD in target units,8.401190476191196e-05,0.0019387531737964615,-0.0002,-0.003989,0.006946000000000006
MTRN,2022-12-31,ridge_full,eurusd_return,0.0007754165522259602,coefficient per training SD in target units,-9.454481178536179e-05,0.01837770408463778,-0.0024587656129632,-0.04033612522105566,0.041964546056866184
MTRN,2022-12-31,ridge_full,dollar_return,0.002062030207090428,coefficient per training SD in target units,0.0008043144838331013,0.01749687660233485,0.002351639522654,-0.03844256085823946,0.03932731832233398
MTRN,2022-12-31,ridge_full,revenue_growth,0.005227855370484492,coefficient per training SD in target units,0.07962478827526116,0.16885283959326855,0.0295632804271972,-0.2579067074396899,0.3666398986252523
MTRN,2022-12-31,ridge_full,eps_growth,0.00787364303096724,coefficient per training SD in target units,0.3592289537217739,0.8634632264534623,0.1499999999999999,-0.8247422680412371,2.4000000000000004
