,MTRN,ENTG,CRS,ATI
MTRN,0.0007073417478488508,0.000368304059252766,0.00040982216632202756,0.00040889395045338626
ENTG,0.000368304059252766,0.000860340702767226,0.00036794109165707586,0.00036060330082863916
CRS,0.00040982216632202756,0.00036794109165707586,0.0009461447492329591,0.0007136863314390573
ATI,0.00040889395045338626,0.00036060330082863916,0.0007136863314390573,0.0011093487649985695
