task,horizon,ticker,model,excluded_fallbacks,n,rmse,mae,r2_oos,bias,forecast_correlation,fallback_count,start,end,directional_accuracy,always_up_accuracy,benchmark_directional_accuracy,zero_forecasts,qlike,root_variance_rmse,root_variance_mae,root_variance_correlation
return,1,ATI,without_momentum,0,44,0.13796907678494508,0.1052432745629083,0.0,-0.024197062942074136,-0.1548563228320349,0,2023-01-31,2026-08-31,0.6590909090909091,0.6590909090909091,0.6590909090909091,0.0,,,,
return,1,ATI,without_risk,0,44,0.1365901908317154,0.10489528929658241,0.01988845003765316,-0.0234887504572967,0.11455215021578972,0,2023-01-31,2026-08-31,0.6590909090909091,0.6590909090909091,0.6590909090909091,0.0,,,,
return,1,ATI,without_valuation,0,44,0.13834618254644224,0.1068363599252158,-0.005473996563490013,-0.026422469581090714,0.012915948254660718,0,2023-01-31,2026-08-31,0.6136363636363636,0.6590909090909091,0.6590909090909091,0.0,,,,
return,1,ATI,zero,0,44,0.14542771099205234,0.11231336576087339,-0.11104287958932302,-0.053033713859201616,,0,2023-01-31,2026-08-31,0.0,0.6590909090909091,0.6590909090909091,44.0,,,,
return,1,CRS,A1_market,0,44,0.1451228120737243,0.11552641567887449,0.006397293507283575,-0.03476992759521114,-0.09428718667678133,0,2023-01-31,2026-08-31,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.0,,,,
return,1,CRS,A2_financial,0,44,0.1467540520282852,0.11696248265007175,-0.016065249272072757,-0.030289872690006395,-0.12541021569543143,0,2023-01-31,2026-08-31,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.0,,,,
return,1,CRS,A3_valuation,0,44,0.14942173706898265,0.11995405266636451,-0.05334092311491867,-0.03127233449622937,-0.2284261282630924,0,2023-01-31,2026-08-31,0.6136363636363636,0.6363636363636364,0.6363636363636364,0.0,,,,
return,1,CRS,A4_momentum,0,44,0.1478839187035319,0.11908930491739378,-0.03177094971013483,-0.03089655759844785,-0.18886977886660272,0,2023-01-31,2026-08-31,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.0,,,,
return,1,CRS,A5_risk,0,44,0.1470930531557626,0.11761307986360499,-0.020764882380106764,-0.032702908286128346,-0.12153583818057619,0,2023-01-31,2026-08-31,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.0,,,,
return,1,CRS,A6_industry,0,44,0.14733352353567292,0.11809118501635646,-0.024105140238042555,-0.03359731727633711,-0.1254424119735009,0,2023-01-31,2026-08-31,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.0,,,,
