,MTRN,ENTG,CRS,ATI
MTRN,0.00077011938708418,0.00046022446240369906,0.0003572808621477688,0.00033207751003235724
ENTG,0.00046022446240369906,0.001134689649972665,0.00038257969355178905,0.0003769076149269739
CRS,0.0003572808621477688,0.00038257969355178905,0.0008947260145900795,0.0005823797909398673
ATI,0.00033207751003235724,0.0003769076149269739,0.0005823797909398673,0.000749516639341828
