ticker,date,model,hyperparameter,variable,effect,effect_type,center,scale,impute,clip_lo,clip_hi,stage
ATI,2023-01-31,core_ols,0,driver_return,0.000191134024843,coefficient per training SD in target units,0.0210132511851285,0.1529288580234055,0.0150423370430297,-0.3019943106097102,0.4535209667540297,parameter_paths_return_ATI
ATI,2023-01-31,forest_full,1,market_return,0.0337160740983539,"training impurity importance, noncausal",0.0099399836239318,0.0451363814255428,0.0177342457315352,-0.0976338607394716,0.1116898847012922,parameter_paths_return_ATI
ATI,2023-01-31,forest_full,1,market_vol,0.0260238961695328,"training impurity importance, noncausal",0.0094311319155293,0.0053802340222479,0.008040579094144,0.0031148190451239,0.0304157603808355,parameter_paths_return_ATI
ATI,2023-01-31,forest_full,1,smallcap_return,0.0008129966755439,"training impurity importance, noncausal",0.0080077043450049,0.0565201320578285,0.0139502028082989,-0.1349293358112524,0.1455108511438808,parameter_paths_return_ATI
ATI,2023-01-31,forest_full,1,yield_10y,0.0,"training impurity importance, noncausal",0.0207049693231021,0.0078487138712558,0.0206100010871887,0.0061323997974395,0.0386300006866454,parameter_paths_return_ATI
ATI,2023-01-31,forest_full,1,yield_short,0.008055557825127,"training impurity importance, noncausal",0.0108339105534816,0.0105506099813947,0.0078500002622604,7.520000301301456e-05,0.0425971982955932,parameter_paths_return_ATI
ATI,2023-01-31,forest_full,1,yield_10y_change,0.0242073142381057,"training impurity importance, noncausal",0.0001846682237176,0.002194212868307,0.0001599991321563,-0.005584400653839,0.0052611990928648,parameter_paths_return_ATI
ATI,2023-01-31,forest_full,1,term_spread,0.0187648136004487,"training impurity importance, noncausal",0.0098774822673201,0.006490645256216,0.0114499986171722,-0.0046720001220702,0.0208279990434645,parameter_paths_return_ATI
ATI,2023-01-31,forest_full,1,vix,0.0556771968306832,"training impurity importance, noncausal",0.190571341005213,0.0716523848233406,0.1721999931335449,0.1007920028686522,0.4202720016479486,parameter_paths_return_ATI
ATI,2023-01-31,forest_full,1,real_yield,0.0021083310897024,"training impurity importance, noncausal",0.0012435764705882,0.0070315592721026,0.0027,-0.010912,0.015616,parameter_paths_return_ATI
ATI,2023-01-31,forest_full,1,real_yield_change,0.0096105385715355,"training impurity importance, noncausal",8.983529411765396e-05,0.0019261093539724,-0.0002,-0.003972,0.0069079999999999,parameter_paths_return_ATI
ATI,2023-01-31,forest_full,1,eurusd_return,0.0077274490178615,"training impurity importance, noncausal",0.0002904313153409,0.0185956049175138,-0.0023390835121694,-0.0401122466319457,0.0418005762616,parameter_paths_return_ATI
ATI,2023-01-31,forest_full,1,dollar_return,0.0069147583850857,"training impurity importance, noncausal",0.0004648903150238,0.0176580529113083,0.0022609721219057,-0.0383474109112393,0.0390828575072688,parameter_paths_return_ATI
ATI,2023-01-31,forest_full,1,revenue_growth,0.0195113145476105,"training impurity importance, noncausal",0.0021954294823915,0.2323872009327244,0.0702327885091629,-0.4129773240404437,0.5571243102888672,parameter_paths_return_ATI
ATI,2023-01-31,forest_full,1,eps_change_price,0.0079999846450717,"training impurity importance, noncausal",-0.0128004119237686,0.1140368190387685,0.0046082947688548,-0.4482872674510788,0.1783245942092296,parameter_paths_return_ATI
ATI,2023-01-31,forest_full,1,loss_transition,0.0,"training impurity importance, noncausal",0.6705882352941176,0.469999631892663,1.0,0.0,1.0,parameter_paths_return_ATI
ATI,2023-01-31,forest_full,1,gross_margin,0.0,"training impurity importance, noncausal",0.1279876302160417,0.0269155835702762,0.129954373041614,0.0518407452306514,0.181203007518797,parameter_paths_return_ATI
ATI,2023-01-31,forest_full,1,operating_margin,0.0,"training impurity importance, noncausal",-0.0696208622052531,0.1752761574303232,0.0043971506463811,-0.4925526828730094,0.0911813807325935,parameter_paths_return_ATI
ATI,2023-01-31,forest_full,1,net_margin,0.0,"training impurity importance, noncausal",-0.1064984112445986,0.1797135218767982,-0.0260701824061728,-0.5890184252142253,0.0647402533634488,parameter_paths_return_ATI
ATI,2023-01-31,forest_full,1,ebitda_margin,0.0029836551086987,"training impurity importance, noncausal",-0.0231385531148213,0.1701235936308955,0.051534605575587,-0.4402927439226214,0.1281322591805466,parameter_paths_return_ATI
ATI,2023-01-31,forest_full,1,roa,0.007541181689208,"training impurity importance, noncausal",-0.0583396198804525,0.1028095265296248,-0.0177491936574154,-0.3245014084649933,0.0466804152910666,parameter_paths_return_ATI
ATI,2023-01-31,forest_full,1,roe,0.0081969456216447,"training impurity importance, noncausal",-0.2119008788133737,0.3909148208144357,-0.0593937827182834,-1.2460419341035514,0.1311287916459473,parameter_paths_return_ATI
