task,horizon,ticker,model,window,date,hyperparameter,candidates,retained,missing_indicators,excluded_low_coverage,excluded_constant,retained_set,intercept_only,train_rows,rank,condition_number,effective_df,nonzero_coefficients,tree_leaves,stage
return,1,ENTG,without_momentum,expanding,2025-09-30,intercept_only,74,72,0,2,0,a506ce850164,True,117,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,without_risk,expanding,2025-09-30,intercept_only,70,68,0,2,0,24e8e9792f85,True,117,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,without_industry,expanding,2025-09-30,intercept_only,75,73,0,2,0,d6b1887d818e,True,117,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,without_business,expanding,2025-09-30,intercept_only,74,72,0,2,0,daa9a3419559,True,117,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,claims_proxy_sensitivity,expanding,2025-09-30,intercept_only,83,81,0,2,0,9ff7e15e30d8,True,117,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,without_equity_inputs,expanding,2025-09-30,intercept_only,76,74,0,2,0,a8d6c1699154,True,117,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,ridge_rolling84,rolling84,2025-09-30,intercept_only,80,78,0,2,0,11af746edb64,True,84,0,,0.0,0,,specifications_return_ENTG
market_relative_return,1,ENTG,core_ridge,expanding,2025-09-30,intercept_only,6,6,0,0,0,580c0de17c4f,True,117,0,,0.0,0,,specifications_return_ENTG
market_relative_return,1,ENTG,ridge_full,expanding,2025-09-30,intercept_only,80,78,0,2,0,11af746edb64,True,117,0,,0.0,0,,specifications_return_ENTG
market_relative_return,1,ENTG,boost_full,expanding,2025-09-30,intercept_only,80,78,0,2,0,11af746edb64,True,117,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,core_ols,expanding,2025-10-31,0,6,6,0,0,0,580c0de17c4f,False,118,6,1.5741293746933762,6.0,6,,specifications_return_ENTG
return,1,ENTG,core_ridge,expanding,2025-10-31,100.0,6,6,0,0,0,580c0de17c4f,False,118,6,1.5741293746933762,0.0593596471392852,6,,specifications_return_ENTG
return,1,ENTG,arx,expanding,2025-10-31,0,7,7,0,0,0,c5d188be54d6,False,118,7,2.7511088286064616,7.0,7,,specifications_return_ENTG
return,1,ENTG,ridge_full,expanding,2025-10-31,intercept_only,80,78,0,2,0,11af746edb64,True,118,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,lasso_full,expanding,2025-10-31,intercept_only,80,78,0,2,0,11af746edb64,True,118,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,elastic_full,expanding,2025-10-31,intercept_only,80,78,0,2,0,11af746edb64,True,118,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,forest_full,expanding,2025-10-31,intercept_only,80,78,0,2,0,11af746edb64,True,118,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,boost_full,expanding,2025-10-31,intercept_only,80,78,0,2,0,11af746edb64,True,118,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,distributed_lag1,expanding,2025-10-31,intercept_only,10,10,0,0,0,3f159deb122a,True,118,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,distributed_lag3,expanding,2025-10-31,intercept_only,16,16,0,0,0,5c126f2089c6,True,118,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,ar1,expanding,2025-10-31,0,1,1,0,0,0,3d8797b64536,False,118,1,1.0,1.0,1,,specifications_return_ENTG
return,1,ENTG,core_ridge_financial_ext,expanding,2025-10-31,intercept_only,8,8,0,0,0,f02eb952d10a,True,118,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,core_ols_financial_ext,expanding,2025-10-31,0,8,8,1,0,0,f02eb952d10a,False,118,9,10.5404762598378,9.0,9,,specifications_return_ENTG
return,1,ENTG,A1_market,expanding,2025-10-31,intercept_only,14,12,0,2,0,406d5eb3e717,True,118,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,A2_financial,expanding,2025-10-31,intercept_only,36,34,0,2,0,8b0f344105f8,True,118,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,A3_valuation,expanding,2025-10-31,intercept_only,46,44,0,2,0,dfeeaf714ab1,True,118,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,A4_momentum,expanding,2025-10-31,intercept_only,52,50,0,2,0,9f64289edc4d,True,118,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,A5_risk,expanding,2025-10-31,intercept_only,62,60,0,2,0,705efbc9c255,True,118,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,A6_industry,expanding,2025-10-31,intercept_only,66,64,0,2,0,c22a7e5d0e1c,True,118,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,A7_business,expanding,2025-10-31,intercept_only,72,70,0,2,0,efc6e66b1e58,True,118,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,A8_transform,expanding,2025-10-31,intercept_only,80,78,0,2,0,11af746edb64,True,118,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,A9_interaction,expanding,2025-10-31,intercept_only,82,80,0,2,0,b53b645789aa,True,118,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,P1_financial,expanding,2025-10-31,intercept_only,22,22,0,0,0,4795f2cae77f,True,118,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,P2_valuation,expanding,2025-10-31,intercept_only,32,32,0,0,0,ab1631682f56,True,118,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,P3_transform,expanding,2025-10-31,intercept_only,40,40,0,0,0,f80d44d87eb7,True,118,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,P4_market,expanding,2025-10-31,intercept_only,69,67,0,2,0,de563c315a02,True,118,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,P5_industry,expanding,2025-10-31,intercept_only,74,72,0,2,0,daa9a3419559,True,118,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,P6_business,expanding,2025-10-31,intercept_only,80,78,0,2,0,11af746edb64,True,118,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,financial_only,expanding,2025-10-31,intercept_only,22,22,0,0,0,4795f2cae77f,True,118,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,financial_valuation,expanding,2025-10-31,intercept_only,32,32,0,0,0,ab1631682f56,True,118,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,without_market,expanding,2025-10-31,intercept_only,63,63,0,0,0,d68716e23661,True,118,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,without_financial,expanding,2025-10-31,intercept_only,54,52,0,2,0,9053aebc06f3,True,118,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,without_valuation,expanding,2025-10-31,intercept_only,66,64,0,2,0,55483d1a2c31,True,118,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,without_momentum,expanding,2025-10-31,intercept_only,74,72,0,2,0,a506ce850164,True,118,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,without_risk,expanding,2025-10-31,intercept_only,70,68,0,2,0,24e8e9792f85,True,118,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,without_industry,expanding,2025-10-31,intercept_only,75,73,0,2,0,d6b1887d818e,True,118,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,without_business,expanding,2025-10-31,intercept_only,74,72,0,2,0,daa9a3419559,True,118,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,claims_proxy_sensitivity,expanding,2025-10-31,intercept_only,83,81,0,2,0,9ff7e15e30d8,True,118,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,without_equity_inputs,expanding,2025-10-31,intercept_only,76,74,0,2,0,a8d6c1699154,True,118,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,ridge_rolling84,rolling84,2025-10-31,intercept_only,80,78,0,2,0,11af746edb64,True,84,0,,0.0,0,,specifications_return_ENTG
market_relative_return,1,ENTG,core_ridge,expanding,2025-10-31,intercept_only,6,6,0,0,0,580c0de17c4f,True,118,0,,0.0,0,,specifications_return_ENTG
market_relative_return,1,ENTG,ridge_full,expanding,2025-10-31,intercept_only,80,78,0,2,0,11af746edb64,True,118,0,,0.0,0,,specifications_return_ENTG
market_relative_return,1,ENTG,boost_full,expanding,2025-10-31,intercept_only,80,78,0,2,0,11af746edb64,True,118,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,core_ols,expanding,2025-11-30,0,6,6,0,0,0,580c0de17c4f,False,119,6,1.5652741946187771,6.0,6,,specifications_return_ENTG
return,1,ENTG,core_ridge,expanding,2025-11-30,100.0,6,6,0,0,0,580c0de17c4f,False,119,6,1.5652741946187771,0.0593600518300712,6,,specifications_return_ENTG
return,1,ENTG,arx,expanding,2025-11-30,0,7,7,0,0,0,c5d188be54d6,False,119,7,2.6888021565831832,7.0,7,,specifications_return_ENTG
return,1,ENTG,ridge_full,expanding,2025-11-30,intercept_only,80,78,0,2,0,11af746edb64,True,119,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,lasso_full,expanding,2025-11-30,intercept_only,80,78,0,2,0,11af746edb64,True,119,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,elastic_full,expanding,2025-11-30,intercept_only,80,78,0,2,0,11af746edb64,True,119,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,forest_full,expanding,2025-11-30,intercept_only,80,78,0,2,0,11af746edb64,True,119,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,boost_full,expanding,2025-11-30,intercept_only,80,78,0,2,0,11af746edb64,True,119,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,distributed_lag1,expanding,2025-11-30,intercept_only,10,10,0,0,0,3f159deb122a,True,119,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,distributed_lag3,expanding,2025-11-30,intercept_only,16,16,0,0,0,5c126f2089c6,True,119,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,ar1,expanding,2025-11-30,0,1,1,0,0,0,3d8797b64536,False,119,1,1.0,1.0,1,,specifications_return_ENTG
return,1,ENTG,core_ridge_financial_ext,expanding,2025-11-30,intercept_only,8,8,0,0,0,f02eb952d10a,True,119,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,core_ols_financial_ext,expanding,2025-11-30,0,8,8,1,0,0,f02eb952d10a,False,119,9,10.591659656041928,9.0,9,,specifications_return_ENTG
return,1,ENTG,A1_market,expanding,2025-11-30,intercept_only,14,12,0,2,0,406d5eb3e717,True,119,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,A2_financial,expanding,2025-11-30,intercept_only,36,34,0,2,0,8b0f344105f8,True,119,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,A3_valuation,expanding,2025-11-30,intercept_only,46,44,0,2,0,dfeeaf714ab1,True,119,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,A4_momentum,expanding,2025-11-30,intercept_only,52,50,0,2,0,9f64289edc4d,True,119,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,A5_risk,expanding,2025-11-30,intercept_only,62,60,0,2,0,705efbc9c255,True,119,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,A6_industry,expanding,2025-11-30,intercept_only,66,64,0,2,0,c22a7e5d0e1c,True,119,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,A7_business,expanding,2025-11-30,intercept_only,72,70,0,2,0,efc6e66b1e58,True,119,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,A8_transform,expanding,2025-11-30,intercept_only,80,78,0,2,0,11af746edb64,True,119,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,A9_interaction,expanding,2025-11-30,intercept_only,82,80,0,2,0,b53b645789aa,True,119,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,P1_financial,expanding,2025-11-30,intercept_only,22,22,0,0,0,4795f2cae77f,True,119,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,P2_valuation,expanding,2025-11-30,intercept_only,32,32,0,0,0,ab1631682f56,True,119,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,P3_transform,expanding,2025-11-30,intercept_only,40,40,0,0,0,f80d44d87eb7,True,119,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,P4_market,expanding,2025-11-30,intercept_only,69,67,0,2,0,de563c315a02,True,119,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,P5_industry,expanding,2025-11-30,intercept_only,74,72,0,2,0,daa9a3419559,True,119,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,P6_business,expanding,2025-11-30,intercept_only,80,78,0,2,0,11af746edb64,True,119,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,financial_only,expanding,2025-11-30,intercept_only,22,22,0,0,0,4795f2cae77f,True,119,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,financial_valuation,expanding,2025-11-30,intercept_only,32,32,0,0,0,ab1631682f56,True,119,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,without_market,expanding,2025-11-30,intercept_only,63,63,0,0,0,d68716e23661,True,119,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,without_financial,expanding,2025-11-30,intercept_only,54,52,0,2,0,9053aebc06f3,True,119,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,without_valuation,expanding,2025-11-30,intercept_only,66,64,0,2,0,55483d1a2c31,True,119,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,without_momentum,expanding,2025-11-30,intercept_only,74,72,0,2,0,a506ce850164,True,119,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,without_risk,expanding,2025-11-30,intercept_only,70,68,0,2,0,24e8e9792f85,True,119,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,without_industry,expanding,2025-11-30,intercept_only,75,73,0,2,0,d6b1887d818e,True,119,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,without_business,expanding,2025-11-30,intercept_only,74,72,0,2,0,daa9a3419559,True,119,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,claims_proxy_sensitivity,expanding,2025-11-30,intercept_only,83,81,0,2,0,9ff7e15e30d8,True,119,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,without_equity_inputs,expanding,2025-11-30,intercept_only,76,74,0,2,0,a8d6c1699154,True,119,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,ridge_rolling84,rolling84,2025-11-30,intercept_only,80,78,0,2,0,11af746edb64,True,84,0,,0.0,0,,specifications_return_ENTG
market_relative_return,1,ENTG,core_ridge,expanding,2025-11-30,intercept_only,6,6,0,0,0,580c0de17c4f,True,119,0,,0.0,0,,specifications_return_ENTG
market_relative_return,1,ENTG,ridge_full,expanding,2025-11-30,intercept_only,80,78,0,2,0,11af746edb64,True,119,0,,0.0,0,,specifications_return_ENTG
market_relative_return,1,ENTG,boost_full,expanding,2025-11-30,intercept_only,80,78,0,2,0,11af746edb64,True,119,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,core_ols,expanding,2025-12-31,0,6,6,0,0,0,580c0de17c4f,False,120,6,1.5663585922735526,6.0,6,,specifications_return_ENTG
return,1,ENTG,core_ridge,expanding,2025-12-31,1.0,6,6,0,0,0,580c0de17c4f,False,120,6,1.5663585922735526,2.938378400357345,6,,specifications_return_ENTG
return,1,ENTG,arx,expanding,2025-12-31,0,7,7,0,0,0,c5d188be54d6,False,120,7,2.688010291701548,7.0,7,,specifications_return_ENTG
return,1,ENTG,ridge_full,expanding,2025-12-31,intercept_only,80,78,0,2,0,11af746edb64,True,120,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,lasso_full,expanding,2025-12-31,intercept_only,80,78,0,2,0,11af746edb64,True,120,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,elastic_full,expanding,2025-12-31,intercept_only,80,78,0,2,0,11af746edb64,True,120,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,forest_full,expanding,2025-12-31,intercept_only,80,78,0,2,0,11af746edb64,True,120,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,boost_full,expanding,2025-12-31,intercept_only,80,78,0,2,0,11af746edb64,True,120,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,distributed_lag1,expanding,2025-12-31,1.0,10,10,0,0,0,3f159deb122a,False,120,10,9.09861422100607,4.069279579912884,10,,specifications_return_ENTG
return,1,ENTG,distributed_lag3,expanding,2025-12-31,1.0,16,16,0,0,0,5c126f2089c6,False,120,16,12.791229196724863,6.138000080726823,16,,specifications_return_ENTG
return,1,ENTG,ar1,expanding,2025-12-31,0,1,1,0,0,0,3d8797b64536,False,120,1,1.0,1.0,1,,specifications_return_ENTG
return,1,ENTG,core_ridge_financial_ext,expanding,2025-12-31,1.0,8,8,1,0,0,f02eb952d10a,False,120,9,10.632754670889232,3.6427604539431626,9,,specifications_return_ENTG
return,1,ENTG,core_ols_financial_ext,expanding,2025-12-31,0,8,8,1,0,0,f02eb952d10a,False,120,9,10.632754670889232,9.0,9,,specifications_return_ENTG
return,1,ENTG,A1_market,expanding,2025-12-31,10.0,14,12,0,2,0,406d5eb3e717,False,120,12,184.0178872483553,0.9658270269425296,12,,specifications_return_ENTG
return,1,ENTG,A2_financial,expanding,2025-12-31,intercept_only,36,34,0,2,0,8b0f344105f8,True,120,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,A3_valuation,expanding,2025-12-31,intercept_only,46,44,0,2,0,dfeeaf714ab1,True,120,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,A4_momentum,expanding,2025-12-31,intercept_only,52,50,0,2,0,9f64289edc4d,True,120,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,A5_risk,expanding,2025-12-31,intercept_only,62,60,0,2,0,705efbc9c255,True,120,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,A6_industry,expanding,2025-12-31,intercept_only,66,64,0,2,0,c22a7e5d0e1c,True,120,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,A7_business,expanding,2025-12-31,intercept_only,72,70,0,2,0,efc6e66b1e58,True,120,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,A8_transform,expanding,2025-12-31,intercept_only,80,78,0,2,0,11af746edb64,True,120,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,A9_interaction,expanding,2025-12-31,100.0,82,80,11,2,0,b53b645789aa,False,120,85,2470.153646915944,0.7579724539323993,91,,specifications_return_ENTG
return,1,ENTG,P1_financial,expanding,2025-12-31,intercept_only,22,22,0,0,0,4795f2cae77f,True,120,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,P2_valuation,expanding,2025-12-31,intercept_only,32,32,0,0,0,ab1631682f56,True,120,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,P3_transform,expanding,2025-12-31,100.0,40,40,11,0,0,f80d44d87eb7,False,120,45,1003.5013773714436,0.3900243595009435,51,,specifications_return_ENTG
return,1,ENTG,P4_market,expanding,2025-12-31,100.0,69,67,11,2,0,de563c315a02,False,120,72,2076.757882762683,0.6369318403479283,78,,specifications_return_ENTG
return,1,ENTG,P5_industry,expanding,2025-12-31,100.0,74,72,11,2,0,daa9a3419559,False,120,77,2259.259670409969,0.6831432536510402,83,,specifications_return_ENTG
return,1,ENTG,P6_business,expanding,2025-12-31,intercept_only,80,78,0,2,0,11af746edb64,True,120,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,financial_only,expanding,2025-12-31,intercept_only,22,22,0,0,0,4795f2cae77f,True,120,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,financial_valuation,expanding,2025-12-31,intercept_only,32,32,0,0,0,ab1631682f56,True,120,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,without_market,expanding,2025-12-31,intercept_only,63,63,0,0,0,d68716e23661,True,120,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,without_financial,expanding,2025-12-31,10.0,54,52,6,2,0,9053aebc06f3,False,120,56,810.4219788198264,3.6136959110888234,58,,specifications_return_ENTG
return,1,ENTG,without_valuation,expanding,2025-12-31,intercept_only,66,64,0,2,0,55483d1a2c31,True,120,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,without_momentum,expanding,2025-12-31,100.0,74,72,11,2,0,a506ce850164,False,120,77,2066.34266950566,0.6859826940437465,83,,specifications_return_ENTG
return,1,ENTG,without_risk,expanding,2025-12-31,intercept_only,70,68,0,2,0,24e8e9792f85,True,120,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,without_industry,expanding,2025-12-31,100.0,75,73,11,2,0,d6b1887d818e,False,120,78,2183.3073581992176,0.694496460916131,84,,specifications_return_ENTG
return,1,ENTG,without_business,expanding,2025-12-31,100.0,74,72,11,2,0,daa9a3419559,False,120,77,2259.259670409969,0.6831432536510402,83,,specifications_return_ENTG
return,1,ENTG,claims_proxy_sensitivity,expanding,2025-12-31,100.0,83,81,14,2,0,9ff7e15e30d8,False,120,86,2437.813698540211,0.767132351704115,95,,specifications_return_ENTG
return,1,ENTG,without_equity_inputs,expanding,2025-12-31,intercept_only,76,74,0,2,0,a8d6c1699154,True,120,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,ridge_rolling84,rolling84,2025-12-31,100.0,80,78,7,2,0,11af746edb64,False,84,81,7174.775920363397,0.7283411361597535,85,,specifications_return_ENTG
market_relative_return,1,ENTG,core_ridge,expanding,2025-12-31,0.001,6,6,0,0,0,580c0de17c4f,False,120,6,1.5663585922735526,5.993447190320517,6,,specifications_return_ENTG
market_relative_return,1,ENTG,ridge_full,expanding,2025-12-31,100.0,80,78,11,2,0,11af746edb64,False,120,83,2348.04602513214,0.7405295927795692,89,,specifications_return_ENTG
market_relative_return,1,ENTG,boost_full,expanding,2025-12-31,intercept_only,80,78,0,2,0,11af746edb64,True,120,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,core_ols,expanding,2026-01-31,0,6,6,0,0,0,580c0de17c4f,False,121,6,1.56459753651204,6.0,6,,specifications_return_ENTG
return,1,ENTG,core_ridge,expanding,2026-01-31,1.0,6,6,0,0,0,580c0de17c4f,False,121,6,1.56459753651204,2.9388191539370654,6,,specifications_return_ENTG
return,1,ENTG,arx,expanding,2026-01-31,0,7,7,0,0,0,c5d188be54d6,False,121,7,2.678350665019451,7.0,7,,specifications_return_ENTG
return,1,ENTG,ridge_full,expanding,2026-01-31,intercept_only,80,78,0,2,0,11af746edb64,True,121,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,lasso_full,expanding,2026-01-31,intercept_only,80,78,0,2,0,11af746edb64,True,121,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,elastic_full,expanding,2026-01-31,intercept_only,80,78,0,2,0,11af746edb64,True,121,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,forest_full,expanding,2026-01-31,intercept_only,80,78,0,2,0,11af746edb64,True,121,0,,0.0,0,,specifications_return_ENTG
