ticker,date,model,parameter,validation_mse,order
MTRN,2024-12-31,A4_momentum,1.0,0.016545914700387424,
MTRN,2024-12-31,A4_momentum,10.0,0.01283447313199159,
MTRN,2024-12-31,A4_momentum,100.0,0.01164043190334275,
MTRN,2024-12-31,A5_risk,0.01,0.268685817009773,
MTRN,2024-12-31,A5_risk,0.1,0.18747077314738167,
MTRN,2024-12-31,A5_risk,1.0,0.04010688781049962,
MTRN,2024-12-31,A5_risk,10.0,0.014405824133873937,
MTRN,2024-12-31,A5_risk,100.0,0.01200340641691224,
MTRN,2024-12-31,A6_industry,0.01,0.2912209019275487,
MTRN,2024-12-31,A6_industry,0.1,0.19115043265428933,
MTRN,2024-12-31,A6_industry,1.0,0.04015960234921089,
MTRN,2024-12-31,A6_industry,10.0,0.014407309531117907,
MTRN,2024-12-31,A6_industry,100.0,0.012105454985347855,
MTRN,2024-12-31,A7_business,0.01,0.282392807582821,
MTRN,2024-12-31,A7_business,0.1,0.17920665611906053,
MTRN,2024-12-31,A7_business,1.0,0.058071077840183095,
MTRN,2024-12-31,A7_business,10.0,0.02166391761296532,
MTRN,2024-12-31,A7_business,100.0,0.012944439311851338,
MTRN,2024-12-31,A8_transform,0.01,0.2503210535995259,
MTRN,2024-12-31,A8_transform,0.1,0.1726390901483714,
MTRN,2024-12-31,A8_transform,1.0,0.055516103010325925,
MTRN,2024-12-31,A8_transform,10.0,0.022413086454469322,
MTRN,2024-12-31,A8_transform,100.0,0.01294596109322655,
MTRN,2024-12-31,A9_interaction,0.01,0.13458830187283488,
MTRN,2024-12-31,A9_interaction,0.1,0.17659957726346423,
MTRN,2024-12-31,A9_interaction,1.0,0.07430225124129601,
MTRN,2024-12-31,A9_interaction,10.0,0.02621035876062396,
MTRN,2024-12-31,A9_interaction,100.0,0.01328811839273456,
MTRN,2024-12-31,P1_financial,0.01,0.01345165021556407,
MTRN,2024-12-31,P1_financial,0.1,0.013080766989164003,
MTRN,2024-12-31,P1_financial,1.0,0.013335033796839165,
MTRN,2024-12-31,P1_financial,10.0,0.012427857617398841,
MTRN,2024-12-31,P1_financial,100.0,0.011502391569981346,
MTRN,2024-12-31,P2_valuation,0.01,0.04093582892030611,
MTRN,2024-12-31,P2_valuation,0.1,0.02031239124117493,
MTRN,2024-12-31,P2_valuation,1.0,0.014144911321108497,
MTRN,2024-12-31,P2_valuation,10.0,0.01142536224255504,
MTRN,2024-12-31,P2_valuation,100.0,0.010876211380072318,
MTRN,2024-12-31,P3_transform,0.01,0.0344036040333057,
MTRN,2024-12-31,P3_transform,0.1,0.02234826904799743,
MTRN,2024-12-31,P3_transform,1.0,0.01297949614157482,
MTRN,2024-12-31,P3_transform,10.0,0.010809693876685724,
MTRN,2024-12-31,P3_transform,100.0,0.010717940586861171,
MTRN,2024-12-31,P4_market,0.01,0.21391496149777053,
MTRN,2024-12-31,P4_market,0.1,0.16579523462213466,
MTRN,2024-12-31,P4_market,1.0,0.0430594148324682,
MTRN,2024-12-31,P4_market,10.0,0.016486613091848585,
MTRN,2024-12-31,P4_market,100.0,0.012294512445365077,
MTRN,2024-12-31,P5_industry,0.01,0.15392568316942912,
MTRN,2024-12-31,P5_industry,0.1,0.12716667281162067,
MTRN,2024-12-31,P5_industry,1.0,0.035556587633511084,
MTRN,2024-12-31,P5_industry,10.0,0.015510046853149335,
MTRN,2024-12-31,P5_industry,100.0,0.012088079362824342,
MTRN,2024-12-31,P6_business,0.01,0.2503210535995259,
MTRN,2024-12-31,P6_business,0.1,0.1726390901483714,
MTRN,2024-12-31,P6_business,1.0,0.055516103010325925,
MTRN,2024-12-31,P6_business,10.0,0.022413086454469322,
MTRN,2024-12-31,P6_business,100.0,0.01294596109322655,
MTRN,2024-12-31,financial_only,0.01,0.01345165021556407,
MTRN,2024-12-31,financial_only,0.1,0.013080766989164003,
MTRN,2024-12-31,financial_only,1.0,0.013335033796839165,
MTRN,2024-12-31,financial_only,10.0,0.012427857617398841,
MTRN,2024-12-31,financial_only,100.0,0.011502391569981346,
MTRN,2024-12-31,financial_valuation,0.01,0.04093582892030611,
MTRN,2024-12-31,financial_valuation,0.1,0.02031239124117493,
MTRN,2024-12-31,financial_valuation,1.0,0.014144911321108497,
MTRN,2024-12-31,financial_valuation,10.0,0.01142536224255504,
MTRN,2024-12-31,financial_valuation,100.0,0.010876211380072318,
MTRN,2024-12-31,without_market,0.01,0.1041035246383752,
MTRN,2024-12-31,without_market,0.1,0.0706574671926517,
MTRN,2024-12-31,without_market,1.0,0.039555344326106294,
MTRN,2024-12-31,without_market,10.0,0.022296709986042985,
MTRN,2024-12-31,without_market,100.0,0.01231539716451703,
MTRN,2024-12-31,without_financial,0.01,0.05779073790666703,
MTRN,2024-12-31,without_financial,0.1,0.05857259144294952,
MTRN,2024-12-31,without_financial,1.0,0.03872565479653406,
MTRN,2024-12-31,without_financial,10.0,0.01955905120660896,
MTRN,2024-12-31,without_financial,100.0,0.012715820700979812,
MTRN,2024-12-31,without_valuation,0.01,0.14170053893332024,
MTRN,2024-12-31,without_valuation,0.1,0.11643045274774977,
MTRN,2024-12-31,without_valuation,1.0,0.05176128335791578,
MTRN,2024-12-31,without_valuation,10.0,0.023039881993217035,
MTRN,2024-12-31,without_valuation,100.0,0.013372185022618166,
MTRN,2024-12-31,without_momentum,0.01,0.26157544110695835,
MTRN,2024-12-31,without_momentum,0.1,0.17479800047357338,
MTRN,2024-12-31,without_momentum,1.0,0.0505203083258278,
MTRN,2024-12-31,without_momentum,10.0,0.019193730166108775,
MTRN,2024-12-31,without_momentum,100.0,0.012788791302816379,
MTRN,2024-12-31,without_risk,0.01,0.08351428843117052,
MTRN,2024-12-31,without_risk,0.1,0.06152876238040617,
MTRN,2024-12-31,without_risk,1.0,0.03490204898753516,
MTRN,2024-12-31,without_risk,10.0,0.02198572065549786,
MTRN,2024-12-31,without_risk,100.0,0.012688836304039608,
MTRN,2024-12-31,without_industry,0.01,0.30955027159260634,
MTRN,2024-12-31,without_industry,0.1,0.19679104832144068,
MTRN,2024-12-31,without_industry,1.0,0.06087083120605561,
MTRN,2024-12-31,without_industry,10.0,0.023286892089402277,
MTRN,2024-12-31,without_industry,100.0,0.013155482022051516,
MTRN,2024-12-31,without_business,0.01,0.15392568316942912,
MTRN,2024-12-31,without_business,0.1,0.12716667281162067,
MTRN,2024-12-31,without_business,1.0,0.035556587633511084,
MTRN,2024-12-31,without_business,10.0,0.015510046853149335,
