ticker,fit,first,second,correlation
ATI,final,roe,peer_earnings_yield_gap,0.9149300681785532
ATI,final,cfo_assets,fcf_equipment_assets,0.980761187068671
ATI,final,earnings_yield,earnings_yield_relative,0.9040644771099029
ATI,final,earnings_yield,peer_earnings_yield_gap,0.9987453336842602
ATI,final,earnings_yield,earnings_yield_lag1,0.9245301092551816
ATI,final,book_yield,sales_yield,0.964599755731693
ATI,final,dividend_yield,earnings_yield_relative missing,0.9041682972395215
ATI,final,dividend_yield,earnings_yield_percentile missing,0.9041682972395215
ATI,final,dividend_yield,fcf_equipment_yield_relative missing,0.9041682972395215
ATI,final,earnings_yield_relative,earnings_yield_percentile,0.9101891329420481
ATI,final,peer_earnings_yield_gap,earnings_yield_lag1,0.9239666490904476
ATI,final,momentum_3,relative_momentum,0.971425892493852
ATI,final,momentum_3,industry_momentum_relative,0.9477170541771753
ATI,final,relative_momentum,industry_momentum_relative,0.9685192210383242
ATI,final,vol_63,downside_deviation,0.9045194467821488
ATI,final,vol_252,idio_vol,0.9770290096320315
ATI,final,operating_margin_diff,roe_diff,0.906364760369009
ATI,final,gross_margin missing,earnings_yield_relative missing,0.9177341798389779
ATI,final,gross_margin missing,earnings_yield_percentile missing,0.9177341798389779
ATI,final,gross_margin missing,fcf_equipment_yield_relative missing,0.9177341798389779
ATI,final,earnings_yield_relative missing,earnings_yield_percentile missing,1.0
ATI,final,earnings_yield_relative missing,fcf_equipment_yield_relative missing,1.0
ATI,final,earnings_yield_percentile missing,fcf_equipment_yield_relative missing,1.0
