,MTRN,ENTG,CRS,ATI
MTRN,1.0,0.47212459456694383,0.5009587969201826,0.46159594768942364
ENTG,0.47212459456694383,1.0,0.40781600490067316,0.36911390906409164
CRS,0.5009587969201826,0.40781600490067316,1.0,0.6966177486032715
ATI,0.46159594768942364,0.36911390906409164,0.6966177486032715,1.0
