,MTRN,ENTG,CRS,ATI
MTRN,1.0,0.4923252658534238,0.4304133101477869,0.4370889189105454
ENTG,0.4923252658534238,1.0,0.3796980229248707,0.40870102398021274
CRS,0.4304133101477869,0.3796980229248707,1.0,0.7111654089753509
ATI,0.4370889189105454,0.40870102398021274,0.7111654089753509,1.0
