quarter,Cloud & AI,Corporate Investments and Other,Networking
Q1 FY25,0.08401167255413915,-0.0299625468164794,0.29739776951672864
Q2 FY25,0.06601817891883273,-0.025735294117647058,0.25
Q3 FY25,0.06988352745424292,-0.07037037037037037,0.22067714631197097
Q4 FY25,0.09286998202516476,0.017793594306049824,0.23438648052902278
Q1 FY26,0.10183138616987686,-0.04597701149425287,0.23651145602365115
Q2 FY26,0.12378357337485403,-0.03202846975088968,0.21598513011152418
Q3 FY26,0.17020570670205706,-0.24100719424460432,0.22018665744901486
