pv_explicit,pv_terminal,enterprise,equity,per_share,terminal_share,terminal_fcff,scenario,wacc,g,return_vs_price,initial_va
415.4268391555711,774.5713311560146,1189.9981703115857,731.1981703115857,34.57201750882202,0.6509012790777678,136.50593435079557,Downside,0.12,0.02,-0.8625531049623424,1203.1230999999998
624.3334075210649,1910.8555879057178,2535.1889954267826,2076.3889954267825,98.17442058755474,0.753732992432794,236.10246438561347,Base,0.105,0.03,-0.6096910086766798,1203.1230999999998
846.1966045242624,4173.353077849574,5019.549682373837,4560.749682373837,215.63828285455494,0.8314198169019654,394.1912456849107,Upside,0.095,0.035,-0.14269358384862663,1203.1230999999998
