GradeDate,Firm,ToGrade,FromGrade,Action,priceTargetAction,currentPriceTarget,priorPriceTarget
2018-02-07 13:50:50,Goldman Sachs,Buy,,init,Announces,48.0,0.0
2018-01-30 11:47:25,Loop Capital,Hold,,init,Announces,45.0,0.0
2018-01-05 13:31:46,B of A Securities,Buy,Neutral,up,,0.0,37.0
2017-11-17 13:04:59,Argus Research,Buy,,main,Raises,44.0,41.0
2017-11-16 16:28:53,Barclays,Overweight,,main,Raises,37.0,34.0
2017-11-16 14:32:42,BMO Capital,Market Perform,,main,Raises,36.0,32.0
2017-11-16 14:28:43,B of A Securities,Neutral,,main,Raises,37.0,35.0
2017-11-16 13:57:29,Deutsche Bank,Buy,,main,Raises,45.0,40.0
2017-11-16 13:44:36,Nomura,Neutral,,main,Raises,33.0,29.0
2017-11-16 10:50:25,Keybanc,Overweight,,main,Raises,39.0,33.0
2017-05-15 10:02:52,Morgan Stanley,Overweight,Equal-Weight,up,,0.0,0.0
2017-05-09 10:26:55,BMO Capital,Market Perform,Outperform,down,,0.0,0.0
2017-04-27 11:56:38,Credit Suisse,Outperform,Underperform,up,,0.0,0.0
2017-04-04 10:20:45,Berenberg,Hold,,init,,0.0,0.0
2017-02-02 14:06:44,OTR Global,Positive,Mixed,up,,0.0,0.0
2016-10-31 04:00:00,OTR Global,Mixed,Positive,down,,0.0,0.0
2016-09-23 14:23:54,Raymond James,Outperform,,main,Raises,34.0,32.0
2016-09-14 13:08:42,Deutsche Bank,Buy,,main,Raises,37.0,35.0
2016-09-12 12:12:18,UBS,Buy,,main,Raises,35.0,32.0
2016-08-19 11:18:09,Argus Research,Buy,,main,Raises,0.0,0.0
2016-08-18 13:51:59,Keybanc,Overweight,,main,Raises,33.0,30.0
2016-08-18 11:28:03,Deutsche Bank,Buy,,main,Maintains,35.0,0.0
2016-08-18 11:26:53,JMP Securities,Market Perform,,main,,0.0,0.0
2016-08-18 11:22:10,Wunderlich Securities,Hold,,main,Maintains,27.0,0.0
2016-08-18 10:51:06,Jefferies,Buy,,main,Maintains,35.0,0.0
2016-08-18 10:22:14,Pacific Crest,Overweight,,main,Raises,33.0,30.0
2016-08-18 10:22:01,Piper Sandler,Overweight,,main,Raises,34.0,30.0
2016-08-18 10:21:50,Cowen & Co.,Outperform,,main,Raises,40.0,39.0
2016-08-18 10:11:26,UBS,Buy,,main,Maintains,32.0,0.0
2016-08-18 08:11:03,Citigroup,Buy,,main,Maintains,35.0,0.0
2016-08-18 08:08:59,Drexel Hamilton,Buy,,main,Maintains,36.0,0.0
2016-08-18 08:06:01,Goldman Sachs,Neutral,,main,Maintains,32.0,0.0
2016-08-18 08:00:52,Morgan Stanley,Equal-Weight,,main,Raises,30.0,28.0
2016-08-18 07:58:11,Barclays,Overweight,,main,Maintains,34.0,0.0
2016-08-18 07:57:21,Credit Suisse,Underperform,,main,Raises,25.0,24.0
2016-08-17 11:02:47,Jefferies,Buy,,main,Raises,35.0,30.75
2016-08-15 10:47:59,Barclays,Overweight,,main,Raises,34.0,31.0
2016-08-10 01:39:25,Citigroup,Buy,,main,Raises,35.0,30.0
2016-06-16 17:10:34,UBS,Buy,,main,Lowers,32.0,30.0
2016-06-15 11:27:19,Goldman Sachs,Neutral,Buy,down,Lowers,32.0,35.0
2016-05-19 17:52:41,Jefferies,Buy,,main,Raises,30.75,27.5
2016-05-19 17:52:39,Deutsche Bank,Buy,,main,Lowers,33.0,35.0
2016-05-19 12:32:58,BMO Capital,Outperform,,main,Raises,32.0,30.0
2016-05-19 08:44:24,JP Morgan,Neutral,,main,Raises,28.0,27.5
2016-05-19 08:23:13,Credit Suisse,Underperform,,main,Raises,24.0,22.0
2016-05-19 08:19:37,Barclays,Overweight,,main,Raises,31.0,29.0
2016-04-06 08:37:19,JP Morgan,Neutral,Underweight,up,Raises,27.5,17.0
2016-04-05 11:04:15,B of A Securities,Neutral,Buy,down,,0.0,0.0
2016-02-12 14:39:19,Oppenheimer,Outperform,,main,Lowers,160.0,185.0
2016-02-11 17:24:16,BMO Capital,Outperform,,main,Lowers,30.0,33.0
2016-02-11 13:04:06,UBS,Buy,,main,Lowers,29.0,31.0
2016-02-11 12:16:03,Deutsche Bank,Buy,,main,Lowers,33.0,35.0
2016-02-11 11:58:45,Jefferies,Buy,Hold,up,,0.0,0.0
2016-02-10 11:58:51,UBS,Buy,,main,Lowers,31.0,33.0
2016-02-08 12:33:57,Goldman Sachs,Buy,,main,,0.0,0.0
2016-02-08 11:43:57,Macquarie,Neutral,Underperform,up,Maintains,26.0,0.0
2016-01-13 14:19:43,Pacific Crest,Overweight,,main,Lowers,30.0,36.0
2015-11-24 10:51:20,SunTrust Robinson Humphrey,Buy,,init,Announces,32.0,0.0
2015-10-14 20:27:08,Barclays,Overweight,,init,Announces,32.0,0.0
2015-10-06 14:19:30,Citigroup,Buy,,init,Announces,0.0,0.0
2015-08-17 13:42:57,Morgan Stanley,Equal-Weight,Overweight,down,Maintains,30.0,0.0
2015-08-13 18:16:24,Cantor Fitzgerald,Buy,,main,Raises,38.0,36.0
2015-08-04 11:24:51,Macquarie,Underperform,,init,Announces,26.0,0.0
2015-08-03 21:18:56,Macquarie,Underperform,,init,Announces,26.0,0.0
2015-06-11 13:00:00,Deutsche Bank,Buy,,main,Raises,35.0,33.0
2015-06-10 17:39:56,Wedbush,Outperform,,main,Raises,34.0,31.5
2015-06-03 08:58:58,Nomura,Neutral,,init,Announces,32.0,0.0
2015-05-14 13:00:00,MKM Partners,Neutral,,main,Raises,32.0,30.0
2015-05-14 11:11:22,Sterne Agee,Neutral,Buy,down,,0.0,0.0
2015-05-11 13:00:00,Raymond James,Outperform,,main,Raises,33.0,30.0
2015-05-11 09:56:37,Pacific Crest,Overweight,,up,,0.0,0.0
2015-05-05 13:00:00,Oppenheimer,Outperform,,main,Raises,32.0,30.0
2015-04-24 11:23:30,Goldman Sachs,Buy,Neutral,up,,0.0,0.0
2015-02-12 14:00:00,Wunderlich Securities,Hold,,main,Raises,29.0,28.0
2015-01-14 14:00:00,Barclays,Equal-Weight,,main,Raises,29.0,26.0
2015-01-12 14:00:00,Deutsche Bank,Buy,,main,Raises,32.0,30.0
2014-12-19 09:26:36,B of A Securities,Buy,,main,Raises,30.0,28.0
2014-12-09 05:00:00,Wedbush,Outperform,,init,Announces,31.5,0.0
2014-12-01 05:00:00,UBS,Buy,,main,Raises,30.5,28.0
2014-10-08 13:00:00,Citigroup,Sell,,main,Raises,22.0,20.5
2014-10-01 10:37:34,Atlantic Equities,Overweight,,init,Announces,31.0,0.0
2014-08-14 13:00:00,UBS,Buy,,main,Raises,29.0,26.5
2014-08-11 13:00:00,Citigroup,Sell,,main,Raises,20.5,18.0
2014-07-28 10:25:14,Pacific Crest,Sector Perform,Outperform,down,Removes,0.0,26.0
2014-06-19 11:24:20,Buckingham Research,Neutral,,init,Announces,28.0,0.0
2014-06-18 11:37:20,Morgan Stanley,Overweight,,init,Announces,30.0,0.0
2014-05-22 03:44:55,Stifel,Buy,,main,Raises,28.0,25.0
2014-05-16 01:32:12,Raymond James,Outperform,,main,Raises,28.0,26.0
2014-05-16 01:03:21,Pacific Crest,Outperform,,main,Raises,26.0,25.0
2014-05-16 00:47:31,Jefferies,Hold,,main,Raises,24.0,22.0
2014-05-16 00:47:30,Deutsche Bank,Hold,,main,Raises,25.0,24.0
2014-05-16 00:12:06,BMO Capital,Outperform,,main,Raises,27.0,25.0
2014-05-15 11:10:14,B of A Securities,Buy,,main,Raises,28.0,25.0
2014-04-22 14:33:02,Standpoint Research,Hold,Buy,down,,0.0,0.0
2014-04-10 21:50:52,SunTrust Robinson Humphrey,Buy,,init,Announces,27.0,0.0
2014-04-08 10:37:23,Wunderlich Securities,Hold,Buy,down,Lowers,24.0,25.0
2014-04-04 11:16:06,Northland Capital Markets,Outperform,,init,Announces,28.0,0.0
2014-03-18 11:46:36,Barclays,Equal-weight,Overweight,down,Lowers,23.0,25.0
2014-01-27 21:00:00,JP Morgan,Underweight,Neutral,down,Lowers,17.0,21.0
2013-12-11 12:22:31,Citigroup,Sell,,init,Announces,18.0,0.0
2013-11-18 11:28:52,ACI Research,Hold,,up,Maintains,18.0,0.0
2013-11-15 12:17:03,LBBW Research,Sell,Hold,down,,0.0,0.0
2013-11-14 14:37:45,Standpoint Research,Buy,Hold,up,,0.0,0.0
2013-11-14 14:30:21,Sterne Agee,Buy,,main,Lowers,25.0,28.0
2013-11-14 14:30:01,Oppenheimer,Outperform,,main,Lowers,25.0,27.0
2013-11-14 14:29:12,Cantor Fitzgerald,Buy,,main,Lowers,26.0,29.5
2013-11-14 14:27:55,Goldman Sachs,Buy,,main,Lowers,25.0,30.0
2013-11-14 14:27:15,Wedbush,Neutral,Outperform,down,Lowers,23.0,26.0
2013-11-14 13:26:00,Wunderlich Securities,Buy,,main,Lowers,25.0,28.0
2013-11-14 13:24:46,Nomura,Buy,,main,Lowers,24.5,27.5
2013-11-14 11:30:44,Deutsche Bank,Hold,Buy,down,Lowers,25.0,28.0
2013-10-16 11:46:09,MKM Partners,Neutral,Buy,down,,0.0,0.0
2013-09-19 20:26:43,Cantor Fitzgerald,Buy,,init,Announces,29.5,0.0
2013-09-19 11:28:56,Credit Suisse,Underperform,,init,Announces,21.0,0.0
2013-08-15 12:53:46,Barclays,Overweight,,main,Lowers,30.0,31.0
2013-08-15 11:39:57,ISI Group,Neutral,Cautious,up,,0.0,0.0
2013-08-15 11:38:52,Nomura,Buy,,main,Raises,27.5,26.5
2013-08-12 12:43:53,Stifel,Buy,,main,Raises,30.0,28.0
2013-08-09 11:00:00,JP Morgan,Neutral,Underweight,up,Raises,26.0,18.0
2013-08-05 11:37:22,Deutsche Bank,Buy,,main,Raises,28.0,26.0
2013-07-24 11:33:54,Wunderlich Securities,Buy,,main,Raises,28.0,26.0
2013-06-27 12:24:09,Stifel,Buy,,main,Raises,28.0,25.0
2013-06-21 16:38:29,Wedbush,Outperform,,main,Raises,26.0,24.0
2013-05-16 12:26:49,BMO Capital,Outperform,,main,Raises,27.0,25.0
2013-05-16 12:09:00,FBN Securities,Outperform,,main,Raises,27.0,25.0
2013-05-16 12:05:15,Deutsche Bank,Buy,,main,Raises,25.0,24.0
2013-05-16 12:04:54,Nomura,Buy,,main,Raises,26.5,25.0
2013-05-16 10:22:14,Wunderlich Securities,Buy,,main,Raises,26.0,24.0
2013-05-13 11:30:52,FBR Capital,Market Perform,Underperform,up,,0.0,0.0
2013-05-07 13:25:58,Cowen & Co.,Outperform,,init,,0.0,0.0
2013-03-28 14:15:05,UBS,Buy,,main,Raises,25.0,23.5
2013-03-21 12:10:49,FBR Capital,Underperform,Market Perform,down,Lowers,17.0,22.0
2013-03-12 12:41:57,Standpoint Research,Hold,Buy,down,,0.0,0.0
2013-02-14 13:38:48,Stifel,Buy,,main,Raises,25.0,23.0
2013-02-14 12:42:46,Topeka Capital,Buy,,main,Raises,26.0,0.0
2013-02-14 12:41:52,Nomura,Buy,,main,Raises,25.0,22.0
2013-02-14 12:13:03,Jefferies,Hold,,main,Raises,22.0,18.0
2013-02-12 13:19:44,Piper Sandler,Overweight,,main,Raises,25.0,22.0
2013-02-11 19:39:14,Wedbush,Outperform,,main,Raises,24.0,21.0
2013-02-06 13:00:11,BMO Capital,Outperform,,main,Raises,25.0,22.0
2013-02-04 12:56:05,Deutsche Bank,Buy,,main,Raises,24.0,22.0
2013-01-17 11:29:34,JP Morgan,Underweight,Neutral,down,Lowers,18.0,20.0
2013-01-14 13:40:41,Baird,Outperform,Neutral,up,,0.0,0.0
2013-01-14 13:35:03,William Blair,Outperform,Market Perform,up,,0.0,0.0
2012-12-20 15:30:23,JP Morgan,Neutral,,main,Raises,20.0,19.0
2012-12-10 13:40:20,Piper Sandler,Overweight,,main,Raises,22.0,21.0
2012-12-10 13:37:15,JP Morgan,Neutral,,main,Raises,19.0,18.0
2012-12-10 13:26:58,Goldman Sachs,Buy,,main,Raises,25.0,24.0
2012-11-14 17:39:00,Pacific Crest,Outperform,Sector Perform,up,Announces,21.0,0.0
2012-11-14 12:42:00,Deutsche Bank,Buy,,main,Raises,22.0,21.0
2012-11-09 10:52:00,JP Morgan,Neutral,Overweight,down,Lowers,17.0,21.0
2012-11-05 12:58:00,Deutsche Bank,Buy,,main,Lowers,21.0,22.0
2012-10-09 13:24:00,Buckingham Research,Buy,,init,Announces,24.0,0.0
2012-09-10 10:55:00,JP Morgan,Overweight,,main,Raises,21.0,20.0
2012-09-07 16:56:00,Barclays,Overweight,,main,Raises,24.0,22.0
2012-08-16 16:40:00,Barclays,Overweight,,main,Raises,22.0,21.0
2012-08-16 13:26:00,FBN Securities,Outperform,,main,Raises,25.0,24.0
2012-08-16 11:30:00,JP Morgan,Overweight,,main,Raises,20.0,19.0
2012-08-16 11:25:00,Wedbush,Outperform,,main,Raises,21.0,20.0
2012-08-16 11:08:00,Piper Sandler,Overweight,,main,Raises,23.0,22.0
2012-08-16 10:55:00,Citigroup,Buy,,main,Raises,21.0,19.0
2012-08-10 10:56:00,Needham,Hold,,init,,0.0,0.0
2012-08-09 12:10:00,Goldman Sachs,Buy,Buy,up,Maintains,24.0,0.0
2012-08-09 09:48:00,Piper Sandler,Overweight,Neutral,up,Raises,22.0,20.0
2012-07-13 10:54:00,Sterne Agee,Buy,,main,Lowers,23.0,27.0
2012-06-22 12:44:00,ThinkEquity,Hold,,init,,0.0,0.0
2012-06-11 10:51:00,Cantor Fitzgerald,Buy,,main,Lowers,19.5,22.5
2012-05-11 14:18:00,FBN Securities,Outperform,,main,Lowers,24.0,27.0
2012-05-10 14:58:00,Miller Tabak,Hold,,main,Lowers,19.0,0.0
2012-05-10 14:41:00,UBS,Buy,,main,Lowers,22.0,24.0
2012-05-10 12:27:00,Stifel,Buy,,main,Lowers,23.0,24.0
2012-05-10 11:13:00,Oppenheimer,Outperform,,main,Lowers,22.0,23.0
2012-05-10 10:27:00,Deutsche Bank,Buy,,main,Lowers,22.0,24.0
2012-04-10 10:22:00,Morgan Stanley,Overweight,,main,Raises,23.0,21.0
2012-03-07 11:55:00,Cantor Fitzgerald,Buy,,init,Announces,22.5,0.0
2012-02-09 17:10:00,UBS,Buy,,main,Raises,24.0,23.0
2012-02-09 14:32:00,Miller Tabak,Hold,,main,Raises,21.0,19.0
2012-02-09 13:23:00,B of A Securities,Buy,,main,Raises,24.0,22.0
2012-02-09 13:11:00,Morgan Keegan,Outperform,,main,Raises,25.5,25.0
2012-02-09 13:02:00,Stifel,Buy,,main,Raises,24.0,23.0
2012-02-09 13:00:00,FBN Securities,Outperform,,main,Raises,27.0,25.0
2012-02-09 12:54:00,Evercore ISI Group,Overweight,,main,Raises,26.0,25.0
2012-02-09 12:30:00,Goldman Sachs,Buy,,main,Raises,25.0,22.0
2012-02-09 12:25:00,Oppenheimer,Outperform,,main,Raises,23.0,21.0
2012-02-09 12:06:00,Deutsche Bank,Buy,,main,Raises,24.0,22.0
2012-02-09 11:57:00,ISI Group,Neutral,Buy,down,Maintains,22.0,0.0
2012-02-09 11:40:00,Wunderlich Securities,Buy,,main,Raises,24.0,22.0
