,coef,std_err_hac,t,p_value,ci_low,ci_high
const,-0.02153766187212199,0.04127406677173422,-0.5218206868549153,0.6062125594241515,-0.1063777211739332,0.06330239742968923
capex_yoy_lag0,0.026772421129934002,0.08783305081947511,0.30481032914318157,0.7629372466007859,-0.15377100051531242,0.20731584277518042
capex_yoy_lag1,0.1404561663569072,0.0707719150684462,1.9846314208265625,0.05783225660520061,-0.005017588495416947,0.28592992120923133
capex_yoy_lag2,0.04185517031930641,0.030715289243858003,1.362681952528772,0.18467019634185455,-0.021281010937874434,0.10499135157648726
capex_yoy_lag3,-0.06290443981860452,0.04920475620841442,-1.278421938565511,0.2123955642653671,-0.16404626472624595,0.03823738508903689
capex_yoy_lag4,-0.05214264736086421,0.0736108525592257,-0.7083554333093937,0.48502739487096214,-0.20345192179995256,0.09916662707822413
juniper_dummy,0.18416909541193752,0.047485077804164076,3.8784625387259513,0.0006413640387087777,0.08656212008923109,0.28177607073464395
