,coef,std_err_hac,t,p_value,ci_low,ci_high
const,-0.044089059672225345,0.0307925809293637,-1.4318078686993778,0.1521988147187674,-0.1044414092848131,0.016263289940362413
capex_yoy_lag0,0.09803961765295756,0.0654474995344193,1.4979887444194537,0.13413617482765727,-0.030235124312706238,0.22631435961862134
capex_yoy_lag1,0.11911698365454833,0.0685824073258477,1.7368445976036029,0.0824146047012446,-0.015302064677169117,0.2535360319862658
capex_yoy_lag2,-0.026347438859842188,0.03639073306183411,-0.7240150621608353,0.46905648805658373,-0.09767196503204804,0.044977087312363676
juniper_dummy,0.15427056352729013,0.0444018562716564,3.474416983457685,0.0005119647558711217,0.06724452438811966,0.24129660266646058
