task,horizon,ticker,model,excluded_fallbacks,n,rmse,mae,r2_oos,bias,forecast_correlation,fallback_count,start,end,directional_accuracy,always_up_accuracy,benchmark_directional_accuracy,zero_forecasts,qlike,volatility_rmse,volatility_mae,volatility_correlation
return,1,ATI,P1_financial,0,44,0.14374425647930558,0.10877575569087485,-0.0854691505410381,-0.033162045942445685,-0.19005517911802328,0,2023-01-31,2026-08-31,0.5681818181818182,0.6590909090909091,0.6590909090909091,0.0,,,,
return,1,ATI,P2_valuation,0,44,0.14427912766258297,0.10843460399428168,-0.09356222307640705,-0.03524971803320632,-0.11454339598754913,0,2023-01-31,2026-08-31,0.4772727272727273,0.6590909090909091,0.6590909090909091,0.0,,,,
return,1,ATI,P3_transform,0,44,0.1440923668418961,0.1088041081267238,-0.09073295183318653,-0.033662347728386326,-0.08377734524607704,0,2023-01-31,2026-08-31,0.5,0.6590909090909091,0.6590909090909091,0.0,,,,
return,1,ATI,P4_market,0,44,0.14883305187394932,0.11412285484120584,-0.1636845221888772,-0.037849893525955795,-0.08627040332694094,0,2023-01-31,2026-08-31,0.4772727272727273,0.6590909090909091,0.6590909090909091,0.0,,,,
return,1,ATI,P5_industry,0,44,0.1429326936473921,0.10938034561932253,-0.0732468936407149,-0.038216990203700625,0.018975181924068496,0,2023-01-31,2026-08-31,0.5454545454545454,0.6590909090909091,0.6590909090909091,0.0,,,,
return,1,ATI,P6_business,0,44,0.14033877077605114,0.10850109589098467,-0.03464608793315049,-0.03886709534587058,0.13043550375532964,0,2023-01-31,2026-08-31,0.5909090909090909,0.6590909090909091,0.6590909090909091,0.0,,,,
return,1,ATI,ar1,0,44,0.13740286235767415,0.10452261358839005,0.00819100323514843,-0.025158557952460005,0.07823576685345918,0,2023-01-31,2026-08-31,0.6590909090909091,0.6590909090909091,0.6590909090909091,0.0,,,,
return,1,ATI,arimax,0,44,0.1337384961896198,0.10724177516251053,0.06038626933736224,0.0012024823728715966,0.1706509372212079,0,2023-01-31,2026-08-31,0.6363636363636364,0.6590909090909091,0.6590909090909091,0.0,,,,
return,1,ATI,arma_static,0,44,0.1358044408906924,0.10687256338358736,0.03113241244638798,0.0011411175993733562,0.0904393155957371,0,2023-01-31,2026-08-31,0.6590909090909091,0.6590909090909091,0.6590909090909091,0.0,,,,
return,1,ATI,arx,0,44,0.13420006926971786,0.10678874036332814,0.053889279562129855,0.0003823380753740335,0.1475898335688355,0,2023-01-31,2026-08-31,0.6590909090909091,0.6590909090909091,0.6590909090909091,0.0,,,,
return,1,ATI,boost_full,0,44,0.1431353019034566,0.10797173422685423,-0.07629172255328687,-0.034664197205412334,-0.005547772690755238,0,2023-01-31,2026-08-31,0.6818181818181818,0.6590909090909091,0.6590909090909091,0.0,,,,
return,1,ATI,business_pair_ridge,0,44,0.13821826072981508,0.1097644271967079,-0.0036154328844260064,-0.02469257133482926,0.14229279889404658,0,2023-01-31,2026-08-31,0.5681818181818182,0.6590909090909091,0.6590909090909091,0.0,,,,
