task,horizon,ticker,model,regime,value,n,rmse,mae,r2_oos,bias,forecast_correlation,fallback_count,start,end,directional_accuracy,always_up_accuracy,benchmark_directional_accuracy,zero_forecasts,qlike,volatility_rmse,volatility_mae,volatility_correlation
return,1,ENTG,P4_market,calendar_year,2023,12,0.16845224254970453,0.1400512850220729,-0.22578373153258102,-0.044223462419049564,-0.317103537570572,0,2023-01-31,2023-12-31,0.3333333333333333,0.5,0.5,0.0,,,,
return,1,ENTG,P4_market,calendar_year,2024,12,0.08623609494496924,0.07563506823845723,-0.17316011748952875,0.020448710246352506,-0.12091825327353115,0,2024-01-31,2024-12-31,0.5,0.3333333333333333,0.3333333333333333,0.0,,,,
return,1,ENTG,P4_market,calendar_year,2025,12,0.11356646657274916,0.09041595895514719,-0.13593492798329065,0.0228687997307717,-0.4402364401104783,0,2025-01-31,2025-12-31,0.3333333333333333,0.4166666666666667,0.4166666666666667,0.0,,,,
return,1,ENTG,P4_market,calendar_year,2026,8,0.22490469558255255,0.1835937515081023,0.056763429901685036,-0.04725276505319226,0.1293776517900726,0,2026-01-31,2026-08-31,0.75,0.625,0.625,0.0,,,,
return,1,ENTG,P5_industry,high_vol_regime,0,32,0.14629248389383714,0.11590030198513658,-0.09575563223544559,-0.018130587329946626,-0.035802742642125115,0,2023-03-31,2026-08-31,0.4375,0.4375,0.4375,0.0,,,,
return,1,ENTG,P5_industry,high_vol_regime,1,12,0.16429325131743266,0.12797084819420254,-0.10128804094697808,0.01509926204165732,-0.23901637348082141,0,2023-01-31,2026-07-31,0.5,0.5,0.5,0.0,,,,
return,1,ENTG,P5_industry,rate_rising_regime,0,16,0.16535746273838892,0.12699031720176818,-0.04971061952348843,-0.029291535084531656,0.03530958613987636,0,2023-02-28,2026-01-31,0.4375,0.4375,0.4375,0.0,,,,
return,1,ENTG,P5_industry,rate_rising_regime,1,28,0.14283676102604348,0.11473624166523251,-0.13719606475799928,0.0024884611176465054,-0.15535745471351417,0,2023-01-31,2026-08-31,0.4642857142857143,0.4642857142857143,0.4642857142857143,0.0,,,,
return,1,ENTG,P5_industry,calendar_year,2023,12,0.16763925740719182,0.14219524957113663,-0.21398051438760235,-0.04419201140966542,-0.24744694979596318,0,2023-01-31,2023-12-31,0.4166666666666667,0.5,0.5,0.0,,,,
return,1,ENTG,P5_industry,calendar_year,2024,12,0.08822951427925715,0.07794764493273637,-0.22802413721098702,0.020883647231972658,-0.18516078180257123,0,2024-01-31,2024-12-31,0.5,0.3333333333333333,0.3333333333333333,0.0,,,,
return,1,ENTG,P5_industry,calendar_year,2025,12,0.11428251784951828,0.09152813684644547,-0.15030452030006236,0.022749561228530852,-0.4661150492570833,0,2025-01-31,2025-12-31,0.3333333333333333,0.4166666666666667,0.4166666666666667,0.0,,,,
return,1,ENTG,P5_industry,calendar_year,2026,8,0.22950507503751044,0.18805093320637245,0.017781359544146835,-0.04903525183355768,-0.01047208536838726,0,2026-01-31,2026-08-31,0.625,0.625,0.625,0.0,,,,
return,1,ENTG,P6_business,high_vol_regime,0,32,0.14553739029643462,0.11471598795579137,-0.08447326531229282,-0.017669711757000182,-0.010624663788415745,0,2023-03-31,2026-08-31,0.46875,0.4375,0.4375,0.0,,,,
return,1,ENTG,P6_business,high_vol_regime,1,12,0.16292326056038114,0.13038155656154773,-0.08299801496094306,0.012726806916512486,-0.19052576784137656,0,2023-01-31,2026-07-31,0.5,0.5,0.5,0.0,,,,
return,1,ENTG,P6_business,rate_rising_regime,0,16,0.16576977895633188,0.12748555814351065,-0.05495201971464492,-0.02791253438787893,0.02765385754796423,0,2023-02-28,2026-01-31,0.5,0.4375,0.4375,0.0,,,,
return,1,ENTG,P6_business,rate_rising_regime,1,28,0.1409977425494703,0.11413290582241879,-0.10810184989343452,0.0012104091778645293,-0.10152698294491157,0,2023-01-31,2026-08-31,0.4642857142857143,0.4642857142857143,0.4642857142857143,0.0,,,,
return,1,ENTG,P6_business,calendar_year,2023,12,0.16859869781581183,0.14091023864068955,-0.22791609284560832,-0.043683949299334064,-0.25776654260787696,0,2023-01-31,2023-12-31,0.4166666666666667,0.5,0.5,0.0,,,,
return,1,ENTG,P6_business,calendar_year,2024,12,0.08799725523906948,0.08042539029691703,-0.22156724355908297,0.02319556541500016,-0.13690823337012537,0,2024-01-31,2024-12-31,0.5,0.3333333333333333,0.3333333333333333,0.0,,,,
return,1,ENTG,P6_business,calendar_year,2025,12,0.11304344378969161,0.09249666136680806,-0.12549607617007896,0.022434027053262223,-0.33176836383240593,0,2025-01-31,2025-12-31,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.0,,,,
return,1,ENTG,P6_business,calendar_year,2026,8,0.22609450262374783,0.1836878512088651,0.046757075296599004,-0.05450710140662447,0.14368018268831168,0,2026-01-31,2026-08-31,0.625,0.625,0.625,0.0,,,,
return,1,ENTG,ar1,high_vol_regime,0,32,0.14036884136038155,0.10870787427009507,-0.008814031682987666,-0.00983682729240927,0.0013515344627099484,0,2023-03-31,2026-08-31,0.375,0.4375,0.4375,0.0,,,,
return,1,ENTG,ar1,high_vol_regime,1,12,0.15035006581214388,0.12702521559282579,0.07770740927588826,0.026801385930870964,0.3735273106710699,0,2023-01-31,2026-07-31,0.5,0.5,0.5,0.0,,,,
return,1,ENTG,ar1,rate_rising_regime,0,16,0.1650100470592995,0.1281154506719487,-0.04530437356984174,-0.014702346623210608,-0.10765497581716804,0,2023-02-28,2026-01-31,0.3125,0.4375,0.4375,0.0,,,,
return,1,ENTG,ar1,rate_rising_regime,1,28,0.12902350690914913,0.10546811975020616,0.0721173693733701,0.008645560849454448,0.29445505635914365,0,2023-01-31,2026-08-31,0.4642857142857143,0.4642857142857143,0.4642857142857143,0.0,,,,
return,1,ENTG,ar1,calendar_year,2023,12,0.15150977253285683,0.1287070461420655,0.008388507357114161,-0.034671985462823664,0.08076244511235728,0,2023-01-31,2023-12-31,0.25,0.5,0.5,0.0,,,,
return,1,ENTG,ar1,calendar_year,2024,12,0.08171432473202614,0.07347925204097717,-0.053356837498411025,0.044613137449428,0.11386476375759605,0,2024-01-31,2024-12-31,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,,,,
return,1,ENTG,ar1,calendar_year,2025,12,0.10849481791350757,0.08777104543571283,-0.036743250755590706,0.03597474095924728,0.018017751556731392,0,2025-01-31,2025-12-31,0.5,0.4166666666666667,0.4166666666666667,0.0,,,,
return,1,ENTG,ar1,calendar_year,2026,8,0.22498001823232336,0.19043330504148576,0.05613152691009837,-0.06801906969210807,0.4098586114101294,0,2026-01-31,2026-08-31,0.625,0.625,0.625,0.0,,,,
return,1,ENTG,arimax,high_vol_regime,0,32,0.14939913082799636,0.11799631520945926,-0.14278840598844478,-0.021756731421125112,-0.03731869917984478,0,2023-03-31,2026-08-31,0.5,0.4375,0.4375,0.0,,,,
return,1,ENTG,arimax,high_vol_regime,1,12,0.15475040442564897,0.13209221258009626,0.02293139234191488,0.01687234269382786,0.13773428081158176,0,2023-01-31,2026-07-31,0.4166666666666667,0.5,0.5,0.0,,,,
return,1,ENTG,arimax,rate_rising_regime,0,16,0.15218703881144996,0.11667318729558601,0.11084530750436261,-0.025011837841125234,0.39347105187340065,0,2023-02-28,2026-01-31,0.6875,0.4375,0.4375,0.0,,,,
return,1,ENTG,arimax,rate_rising_regime,1,28,0.15012389465190829,0.12479348717623126,-0.25618905913188694,-0.0033413531318594873,-0.2071687611922646,0,2023-01-31,2026-08-31,0.35714285714285715,0.4642857142857143,0.4642857142857143,0.0,,,,
return,1,ENTG,arimax,calendar_year,2023,12,0.15638064658280557,0.1367443397838881,-0.05639483247605637,-0.015309928473335566,-0.01748987323743962,0,2023-01-31,2023-12-31,0.4166666666666667,0.5,0.5,0.0,,,,
return,1,ENTG,arimax,calendar_year,2024,12,0.08723168674558167,0.08095859834816495,-0.20040464386028356,0.028760323038691457,-0.2180783685143699,0,2024-01-31,2024-12-31,0.4166666666666667,0.3333333333333333,0.3333333333333333,0.0,,,,
return,1,ENTG,arimax,calendar_year,2025,12,0.10629722389398662,0.08849871864488112,0.004830468327508108,0.0048789248951286125,-0.0021373346708466563,0,2025-01-31,2025-12-31,0.5,0.4166666666666667,0.4166666666666667,0.0,,,,
return,1,ENTG,arimax,calendar_year,2026,8,0.24526897941839285,0.21082109454258013,-0.1217829445028944,-0.08921239083448541,-0.07624683611002449,0,2026-01-31,2026-08-31,0.625,0.625,0.625,0.0,,,,
return,1,ENTG,arma_static,high_vol_regime,0,32,0.14938672718422566,0.11796714862860054,-0.14259865720214204,-0.021794628069746743,-0.037315406037399426,0,2023-03-31,2026-08-31,0.5,0.4375,0.4375,0.0,,,,
return,1,ENTG,arma_static,high_vol_regime,1,12,0.15236364912504194,0.1298792570939348,0.052838131343903805,0.021051335495462748,0.22088032725635326,0,2023-01-31,2026-07-31,0.4166666666666667,0.5,0.5,0.0,,,,
return,1,ENTG,arma_static,rate_rising_regime,0,16,0.15290323296932223,0.11737302285922552,0.10245686900020423,-0.024109905860324615,0.36955035712082923,0,2023-02-28,2026-01-31,0.6875,0.4375,0.4375,0.0,,,,
return,1,ENTG,arma_static,rate_rising_regime,1,28,0.1486403157119934,0.12341183841052954,-0.23148350542223217,-0.002109056375755324,-0.1858416509037501,0,2023-01-31,2026-08-31,0.35714285714285715,0.4642857142857143,0.4642857142857143,0.0,,,,
return,1,ENTG,arma_static,calendar_year,2023,12,0.15638064658280557,0.1367443397838881,-0.05639483247605637,-0.015309928473335566,-0.01748987323743962,0,2023-01-31,2023-12-31,0.4166666666666667,0.5,0.5,0.0,,,,
return,1,ENTG,arma_static,calendar_year,2024,12,0.08723168674558167,0.08095859834816495,-0.20040464386028356,0.028760323038691457,-0.2180783685143699,0,2024-01-31,2024-12-31,0.4166666666666667,0.3333333333333333,0.3333333333333333,0.0,,,,
return,1,ENTG,arma_static,calendar_year,2025,12,0.10274342293682177,0.08620798560976316,0.07026049039297144,0.008956859967105815,0.11669260898809629,0,2025-01-31,2025-12-31,0.5,0.4166666666666667,0.4166666666666667,0.0,,,,
return,1,ENTG,arma_static,calendar_year,2026,8,0.24526897941839285,0.21082109454258013,-0.1217829445028944,-0.08921239083448541,-0.07624683611002449,0,2026-01-31,2026-08-31,0.625,0.625,0.625,0.0,,,,
return,1,ENTG,arx,high_vol_regime,0,32,0.1510430054212706,0.11874635864525053,-0.16807551661801434,-0.0233137558923374,-0.05572123008401273,0,2023-03-31,2026-08-31,0.5,0.4375,0.4375,0.0,,,,
return,1,ENTG,arx,high_vol_regime,1,12,0.15250211814386536,0.13033871899825167,0.05111577602483186,0.016811629226104605,0.20015401528136728,0,2023-01-31,2026-07-31,0.4166666666666667,0.5,0.5,0.0,,,,
return,1,ENTG,arx,rate_rising_regime,0,16,0.1528682038775778,0.1170644899006276,0.10286806395940662,-0.025234566897363794,0.3752581456536479,0,2023-02-28,2026-01-31,0.6875,0.4375,0.4375,0.0,,,,
return,1,ENTG,arx,rate_rising_regime,1,28,0.15062149959493523,0.12467558093632128,-0.2645304607509169,-0.005019555981561459,-0.1992458975817512,0,2023-01-31,2026-08-31,0.35714285714285715,0.4642857142857143,0.4642857142857143,0.0,,,,
return,1,ENTG,arx,calendar_year,2023,12,0.15548281180540682,0.13476951089743874,-0.044299406343979886,-0.016545190773075754,0.008298349900978805,0,2023-01-31,2023-12-31,0.4166666666666667,0.5,0.5,0.0,,,,
return,1,ENTG,arx,calendar_year,2024,12,0.08951447500857102,0.08256622618637698,-0.26405410755698155,0.025079377894205977,-0.2970154696725868,0,2024-01-31,2024-12-31,0.4166666666666667,0.3333333333333333,0.3333333333333333,0.0,,,,
return,1,ENTG,arx,calendar_year,2025,12,0.1059671546208677,0.08828277436177288,0.011001182657557784,0.006694570333968631,0.002674414761582909,0,2025-01-31,2025-12-31,0.5,0.4166666666666667,0.4166666666666667,0.0,,,,
return,1,ENTG,arx,calendar_year,2026,8,0.24701442510950722,0.21206574590999672,-0.13780599202381372,-0.09088071591284094,-0.07082531385230963,0,2026-01-31,2026-08-31,0.625,0.625,0.625,0.0,,,,
return,1,ENTG,boost_full,high_vol_regime,0,32,0.14256503300119236,0.10878485195974494,-0.04062851428941938,-0.015184234906747286,-0.08270842863484668,0,2023-03-31,2026-08-31,0.375,0.4375,0.4375,0.0,,,,
return,1,ENTG,boost_full,high_vol_regime,1,12,0.17326413421136613,0.14045820348141505,-0.22483847530951762,0.013321426571332362,-0.5850736555817145,0,2023-01-31,2026-07-31,0.3333333333333333,0.5,0.5,0.0,,,,
return,1,ENTG,boost_full,rate_rising_regime,0,16,0.16792222914208155,0.12810492719262456,-0.08252609176108572,-0.02304932902177763,-0.22404769933527857,0,2023-02-28,2026-01-31,0.375,0.4375,0.4375,0.0,,,,
return,1,ENTG,boost_full,rate_rising_regime,1,28,0.141354766218551,0.1113191024788152,-0.11372065567747036,0.001526816649589901,-0.3019994479991183,0,2023-01-31,2026-08-31,0.35714285714285715,0.4642857142857143,0.4642857142857143,0.0,,,,
return,1,ENTG,boost_full,calendar_year,2023,12,0.16172222770662284,0.1263365496429393,-0.12979510645430148,-0.04996656061902521,-0.2157735454315216,0,2023-01-31,2023-12-31,0.3333333333333333,0.5,0.5,0.0,,,,
return,1,ENTG,boost_full,calendar_year,2024,12,0.08285880282537023,0.07240836194955268,-0.08306977114644876,0.040108016027463445,-0.023551509513697742,0,2024-01-31,2024-12-31,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,,,,
return,1,ENTG,boost_full,calendar_year,2025,12,0.11773825405095051,0.09815868374239578,-0.2209233760105047,0.022747826926557486,-0.5938217827702941,0,2025-01-31,2025-12-31,0.25,0.4166666666666667,0.4166666666666667,0.0,,,,
return,1,ENTG,boost_full,calendar_year,2026,8,0.23665779077399277,0.20047132005877072,-0.04439599289003682,-0.060088723272484185,-0.43555686049251385,0,2026-01-31,2026-08-31,0.625,0.625,0.625,0.0,,,,
return,1,ENTG,business_pair_ridge,high_vol_regime,0,32,0.14364439212775745,0.10798019582032063,-0.0564453492623016,-0.02472139405234249,0.060758785896859235,0,2023-03-31,2026-08-31,0.375,0.4375,0.4375,0.0,,,,
return,1,ENTG,business_pair_ridge,high_vol_regime,1,12,0.18662209856785467,0.13477698252046022,-0.42097884441931055,0.025425900678350793,-0.532475510974359,0,2023-01-31,2026-07-31,0.6666666666666666,0.5,0.5,0.0,,,,
return,1,ENTG,business_pair_ridge,rate_rising_regime,0,16,0.17012138026186882,0.12504011128149997,-0.11106581749901068,-0.03283699071680215,-0.07437834111848814,0,2023-02-28,2026-01-31,0.4375,0.4375,0.4375,0.0,,,,
return,1,ENTG,business_pair_ridge,rate_rising_regime,1,28,0.1482218308823541,0.1097160098568494,-0.22455898175955036,0.0014077874976458676,-0.20492984861288308,0,2023-01-31,2026-08-31,0.4642857142857143,0.4642857142857143,0.4642857142857143,0.0,,,,
return,1,ENTG,business_pair_ridge,calendar_year,2023,12,0.16959170805487442,0.12944585983180987,-0.24242301460324822,-0.06397070727281068,-0.21916647130187872,0,2023-01-31,2023-12-31,0.3333333333333333,0.5,0.5,0.0,,,,
return,1,ENTG,business_pair_ridge,calendar_year,2024,12,0.08879094646261318,0.0738764704167419,-0.24370247068430984,0.0162357272746237,-0.268763337419975,0,2024-01-31,2024-12-31,0.4166666666666667,0.3333333333333333,0.3333333333333333,0.0,,,,
return,1,ENTG,business_pair_ridge,calendar_year,2025,12,0.10896926963681491,0.08710989242907737,-0.04583050756582674,0.02843499493358155,-0.01798289930246991,0,2025-01-31,2025-12-31,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.0,,,,
return,1,ENTG,business_pair_ridge,calendar_year,2026,8,0.24899264057397558,0.1984379230455292,-0.15610320910040754,-0.031796747594935636,-0.41264378429248827,0,2026-01-31,2026-08-31,0.75,0.625,0.625,0.0,,,,
return,1,ENTG,capm_style,high_vol_regime,0,32,0.1417579227644243,0.11046096233255524,-0.028879147415086237,-0.002698447086735561,-0.27700457080028984,0,2023-03-31,2026-08-31,0.4375,0.4375,0.4375,0.0,,,,
return,1,ENTG,capm_style,high_vol_regime,1,12,0.16088066687579497,0.12932276870319825,-0.05601281929144153,0.01300804576605581,-0.3873269459493251,0,2023-01-31,2026-07-31,0.4166666666666667,0.5,0.5,0.0,,,,
return,1,ENTG,capm_style,rate_rising_regime,0,16,0.1631615315849691,0.12365836286935036,-0.022015630592215896,-0.015493964959323618,-0.1462421728745151,0,2023-02-28,2026-01-31,0.4375,0.4375,0.4375,0.0,,,,
return,1,ENTG,capm_style,rate_rising_regime,1,28,0.13728151196848135,0.11100322189894786,-0.05045987589959933,0.01134463149165391,-0.307343275764799,0,2023-01-31,2026-08-31,0.42857142857142855,0.4642857142857143,0.4642857142857143,0.0,,,,
return,1,ENTG,capm_style,calendar_year,2023,12,0.1576879638250092,0.12373154827449023,-0.07413124500068613,-0.04204229485334013,-0.3069624166626896,0,2023-01-31,2023-12-31,0.4166666666666667,0.5,0.5,0.0,,,,
return,1,ENTG,capm_style,calendar_year,2024,12,0.0875252748219294,0.07667079157654422,-0.20849843559073,0.053646350867664054,-0.11745585380495926,0,2024-01-31,2024-12-31,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,,,,
return,1,ENTG,capm_style,calendar_year,2025,12,0.10743311407161069,0.09074582000176051,-0.016551896872109007,0.03180777255127925,-0.15460267823085871,0,2025-01-31,2025-12-31,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.0,,,,
return,1,ENTG,capm_style,calendar_year,2026,8,0.23044100248644045,0.1991057626058259,0.009754000491389747,-0.05639946254626332,-0.27884315807234755,0,2026-01-31,2026-08-31,0.625,0.625,0.625,0.0,,,,
return,1,ENTG,claims_proxy_sensitivity,high_vol_regime,0,32,0.1456971231508605,0.11472171762097344,-0.08685507346414933,-0.017841531456239214,-0.014005305873691675,0,2023-03-31,2026-08-31,0.46875,0.4375,0.4375,0.0,,,,
return,1,ENTG,claims_proxy_sensitivity,high_vol_regime,1,12,0.16331094544680458,0.13086438077260906,-0.0881582542457704,0.01233494740927786,-0.20337391175994562,0,2023-01-31,2026-07-31,0.5,0.5,0.5,0.0,,,,
return,1,ENTG,claims_proxy_sensitivity,rate_rising_regime,0,16,0.1658532325726611,0.127618728966358,-0.056014477812469377,-0.027911276061684198,0.026114965392535987,0,2023-02-28,2026-01-31,0.5,0.4375,0.4375,0.0,,,,
return,1,ENTG,claims_proxy_sensitivity,rate_rising_regime,1,28,0.14132203813806596,0.11427028106002611,-0.11320499256150507,0.0008453849749509509,-0.11056337625355261,0,2023-01-31,2026-08-31,0.4642857142857143,0.4642857142857143,0.4642857142857143,0.0,,,,
return,1,ENTG,claims_proxy_sensitivity,calendar_year,2023,12,0.16917508167987907,0.14140405313260296,-0.2363261317876102,-0.044331887318802915,-0.2657995993344644,0,2023-01-31,2023-12-31,0.4166666666666667,0.5,0.5,0.0,,,,
return,1,ENTG,claims_proxy_sensitivity,calendar_year,2024,12,0.08785788546456902,0.08038182753842245,-0.21770087908079505,0.023251294967672795,-0.13099104684013696,0,2024-01-31,2024-12-31,0.5,0.3333333333333333,0.3333333333333333,0.0,,,,
return,1,ENTG,claims_proxy_sensitivity,calendar_year,2025,12,0.11315164516633536,0.09256724223854812,-0.12765168117871628,0.0226618594676667,-0.33333379912140493,0,2025-01-31,2025-12-31,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.0,,,,
return,1,ENTG,claims_proxy_sensitivity,calendar_year,2026,8,0.22627977699414673,0.183653757278447,0.0451941549842384,-0.05523560538584495,0.14336511898349136,0,2026-01-31,2026-08-31,0.625,0.625,0.625,0.0,,,,
return,1,ENTG,core_financial_changes,high_vol_regime,0,32,0.14416389561556442,0.11106908487768524,-0.06410063573537528,-0.015058869524759898,-0.02075575668246289,0,2023-03-31,2026-08-31,0.4375,0.4375,0.4375,0.0,,,,
return,1,ENTG,core_financial_changes,high_vol_regime,1,12,0.15473731710319522,0.12636078445113133,0.02309664775775333,0.02401646705222137,0.15528701244953033,0,2023-01-31,2026-07-31,0.5,0.5,0.5,0.0,,,,
return,1,ENTG,core_financial_changes,rate_rising_regime,0,16,0.1648840702168227,0.12768153914533617,-0.04370890857051002,-0.02413176718396172,0.038784038475845835,0,2023-02-28,2026-01-31,0.4375,0.4375,0.4375,0.0,,,,
return,1,ENTG,core_financial_changes,rate_rising_regime,1,28,0.1359357599646995,0.1081298393990759,-0.029965790254342428,0.006872216242061683,-0.018381234292852548,0,2023-01-31,2026-08-31,0.4642857142857143,0.4642857142857143,0.4642857142857143,0.0,,,,
return,1,ENTG,core_financial_changes,calendar_year,2023,12,0.15676874662268755,0.12902618688679338,-0.06164478675310647,-0.041369348663332695,0.08897868435573719,0,2023-01-31,2023-12-31,0.5,0.5,0.5,0.0,,,,
return,1,ENTG,core_financial_changes,calendar_year,2024,12,0.0811704677763464,0.07344857331775197,-0.039382077674382954,0.03956494756580757,0.0026084805192294904,0,2024-01-31,2024-12-31,0.25,0.3333333333333333,0.3333333333333333,0.0,,,,
return,1,ENTG,core_financial_changes,calendar_year,2025,12,0.10931720511809458,0.08858006618351245,-0.052519778282433593,0.03022576704252121,-0.13403483568911762,0,2025-01-31,2025-12-31,0.5833333333333334,0.4166666666666667,0.4166666666666667,0.0,,,,
return,1,ENTG,core_financial_changes,calendar_year,2026,8,0.2331852632895083,0.19723527660535123,-0.013971588321884942,-0.06684282643820168,-0.03601719784695368,0,2026-01-31,2026-08-31,0.5,0.625,0.625,0.0,,,,
return,1,ENTG,core_ols,high_vol_regime,0,32,0.14938670385759217,0.11796710730302273,-0.1425983003701996,-0.0217947506207436,-0.03731517363643153,0,2023-03-31,2026-08-31,0.5,0.4375,0.4375,0.0,,,,
return,1,ENTG,core_ols,high_vol_regime,1,12,0.1523635985934167,0.12987916554736803,0.052838759599015184,0.02105125956118901,0.22088167856187144,0,2023-01-31,2026-07-31,0.4166666666666667,0.5,0.5,0.0,,,,
return,1,ENTG,core_ols,rate_rising_regime,0,16,0.15290324370289468,0.11737299278714328,0.10245674298789742,-0.024109996530966807,0.36955068145836667,0,2023-02-28,2026-01-31,0.6875,0.4375,0.4375,0.0,,,,
return,1,ENTG,core_ols,rate_rising_regime,1,28,0.14864026041084552,0.12341176913110183,-0.23148258908350638,-0.0021091771655020754,-0.18584135196853957,0,2023-01-31,2026-08-31,0.35714285714285715,0.4642857142857143,0.4642857142857143,0.0,,,,
return,1,ENTG,core_ols,calendar_year,2023,12,0.15638061676387605,0.1367442634173434,-0.05639442960574281,-0.015310052134425925,-0.017489186482966212,0,2023-01-31,2023-12-31,0.4166666666666667,0.5,0.5,0.0,,,,
return,1,ENTG,core_ols,calendar_year,2024,12,0.08723161704473782,0.08095851889325252,-0.20040272553939942,0.028760114392295564,-0.21807988279369592,0,2024-01-31,2024-12-31,0.4166666666666667,0.3333333333333333,0.3333333333333333,0.0,,,,
return,1,ENTG,core_ols,calendar_year,2025,12,0.10274337524491906,0.08620793886563548,0.07026135353407936,0.008956831128722914,0.11669361434893656,0,2025-01-31,2025-12-31,0.5,0.4166666666666667,0.4166666666666667,0.0,,,,
return,1,ENTG,core_ols,calendar_year,2026,8,0.2452689711717221,0.21082109576879599,-0.12178286906755442,-0.08921245322107971,-0.07624682143678609,0,2026-01-31,2026-08-31,0.625,0.625,0.625,0.0,,,,
return,1,ENTG,core_pe_difference,high_vol_regime,0,32,0.1416377989468597,0.11091167990798187,-0.027136168637070135,-0.0010791278054320015,0.0852493227304058,0,2023-03-31,2026-08-31,0.5,0.4375,0.4375,0.0,,,,
return,1,ENTG,core_pe_difference,high_vol_regime,1,12,0.15012867334818225,0.1252886720545295,0.08042158559261814,0.0273752933413773,0.32909973539963794,0,2023-01-31,2026-07-31,0.6666666666666666,0.5,0.5,0.0,,,,
return,1,ENTG,core_pe_difference,rate_rising_regime,0,16,0.15532735399507913,0.11775206764074504,0.07377205600283276,-0.014344825348373093,0.2730741685282962,0,2023-02-28,2026-01-31,0.6875,0.4375,0.4375,0.0,,,,
return,1,ENTG,core_pe_difference,rate_rising_regime,1,28,0.13711290280614602,0.11316445498063762,-0.04788111071045842,0.01869602271059547,0.08290498028967246,0,2023-01-31,2026-08-31,0.4642857142857143,0.4642857142857143,0.4642857142857143,0.0,,,,
return,1,ENTG,core_pe_difference,calendar_year,2023,12,0.14919919648696298,0.12789750462093952,0.0384027167113381,0.003180471573530609,0.06490500481489198,0,2023-01-31,2023-12-31,0.5,0.5,0.5,0.0,,,,
return,1,ENTG,core_pe_difference,calendar_year,2024,12,0.09007639944428096,0.08343352669325893,-0.27997404326770137,0.03971161065048515,-0.042611394878520684,0,2024-01-31,2024-12-31,0.4166666666666667,0.3333333333333333,0.3333333333333333,0.0,,,,
return,1,ENTG,core_pe_difference,calendar_year,2025,12,0.10835247075819326,0.08682712994794622,-0.034024583758684335,0.026367842276743613,-0.10074823878665487,0,2025-01-31,2025-12-31,0.6666666666666666,0.4166666666666667,0.4166666666666667,0.0,,,,
return,1,ENTG,core_pe_difference,calendar_year,2026,8,0.22556898805257508,0.18434248582050472,0.05118319682167494,-0.0671434579608011,0.2476026545223101,0,2026-01-31,2026-08-31,0.625,0.625,0.625,0.0,,,,
return,1,ENTG,core_pe_lag1,high_vol_regime,0,32,0.14290663604922366,0.11058714109202479,-0.04562143230893967,-0.005390967904259027,-0.09915008072417619,0,2023-03-31,2026-08-31,0.46875,0.4375,0.4375,0.0,,,,
return,1,ENTG,core_pe_lag1,high_vol_regime,1,12,0.1586222124424897,0.13207866608623942,-0.026572156455868523,0.021724911063859143,-0.10313956578219276,0,2023-01-31,2026-07-31,0.5,0.5,0.5,0.0,,,,
return,1,ENTG,core_pe_lag1,rate_rising_regime,0,16,0.1582665931751766,0.12012874294682398,0.03838661676042554,-0.014122417549324626,0.21373957779633476,0,2023-02-28,2026-01-31,0.5,0.4375,0.4375,0.0,,,,
return,1,ENTG,core_pe_lag1,rate_rising_regime,1,28,0.14074709527303916,0.1143454507439458,-0.10416567561997314,0.011219522879257678,-0.2576695589896332,0,2023-01-31,2026-08-31,0.4642857142857143,0.4642857142857143,0.4642857142857143,0.0,,,,
return,1,ENTG,core_pe_lag1,calendar_year,2023,12,0.1520885530527549,0.12683669951525633,0.00079795226408097,-0.0257157836815108,-0.08548973793917408,0,2023-01-31,2023-12-31,0.5,0.5,0.5,0.0,,,,
return,1,ENTG,core_pe_lag1,calendar_year,2024,12,0.08831644447651064,0.07984366929320737,-0.2304452084703037,0.052270531234717914,-0.04865280160713709,0,2024-01-31,2024-12-31,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,,,,
return,1,ENTG,core_pe_lag1,calendar_year,2025,12,0.10697963964581723,0.08699946141139316,-0.00798829161115111,0.02519062950993999,-0.05907030674836145,0,2025-01-31,2025-12-31,0.5833333333333334,0.4166666666666667,0.4166666666666667,0.0,,,,
return,1,ENTG,core_pe_lag1,calendar_year,2026,8,0.23636346476929,0.199946818167673,-0.04179982438807661,-0.06659457061596805,-0.1606957328592039,0,2026-01-31,2026-08-31,0.5,0.625,0.625,0.0,,,,
return,1,ENTG,core_pe_level,high_vol_regime,0,32,0.14334963429011827,0.10858342906467669,-0.0521141526066311,-0.01679412960721079,-0.05746910677490341,0,2023-03-31,2026-08-31,0.46875,0.4375,0.4375,0.0,,,,
return,1,ENTG,core_pe_level,high_vol_regime,1,12,0.1575658979102237,0.13265792311278193,-0.012945156190093954,0.01743529171507077,-0.0351486032118766,0,2023-01-31,2026-07-31,0.3333333333333333,0.5,0.5,0.0,,,,
return,1,ENTG,core_pe_level,rate_rising_regime,0,16,0.1579054404915011,0.117255095401575,0.0427702709837714,-0.02072771225112681,0.24034006612930878,0,2023-02-28,2026-01-31,0.625,0.4375,0.4375,0.0,,,,
