task,horizon,ticker,model,regime,value,n,rmse,mae,r2_oos,bias,forecast_correlation,fallback_count,start,end,directional_accuracy,always_up_accuracy,benchmark_directional_accuracy,zero_forecasts,qlike,volatility_rmse,volatility_mae,volatility_correlation
return,1,ATI,core_financial_changes,calendar_year,2023,12,0.12445912296640814,0.10713562326041355,0.005618099684884803,-0.01359587467316156,-0.02370442354562666,0,2023-01-31,2023-12-31,0.5,0.5,0.5,0.0,,,,
return,1,ATI,core_financial_changes,calendar_year,2024,12,0.13554678851724072,0.11698388847087948,-0.037822687328721294,0.0006852610574375542,-0.34341974679619897,0,2024-01-31,2024-12-31,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.0,,,,
return,1,ATI,core_financial_changes,calendar_year,2025,12,0.15106247332369704,0.09564851506513881,0.024382594845346106,-0.044548459433467906,0.24079683342905697,0,2025-01-31,2025-12-31,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.0,,,,
return,1,ATI,core_financial_changes,calendar_year,2026,8,0.14438820853990605,0.11028770912965558,-0.05889602125195026,-0.04418403441681794,-0.458216846399,0,2026-01-31,2026-08-31,0.75,0.75,0.75,0.0,,,,
return,1,ATI,core_ols,high_vol_regime,0,32,0.13428220314515799,0.11218636066080044,-0.01958713269135126,0.013203024110547117,0.07329766165040748,0,2023-03-31,2026-08-31,0.625,0.625,0.625,0.0,,,,
return,1,ATI,core_ols,high_vol_regime,1,12,0.13978278084284315,0.09270247382257892,0.1368034458409796,-0.031023587222739023,0.0588000263749142,0,2023-01-31,2026-07-31,0.75,0.75,0.75,0.0,,,,
return,1,ATI,core_ols,rate_rising_regime,0,16,0.1584507552175352,0.12112245182107698,0.1005618692645176,-0.01922860586374741,0.22845042168261726,0,2023-02-28,2026-01-31,0.6875,0.6875,0.6875,0.0,,,,
return,1,ATI,core_ols,rate_rising_regime,1,28,0.12097508054883852,0.09872978563854748,-0.04818567789835804,0.012781122095878509,0.032509047372745827,0,2023-01-31,2026-08-31,0.6428571428571429,0.6428571428571429,0.6428571428571429,0.0,,,,
return,1,ATI,core_ols,calendar_year,2023,12,0.12565991122686615,0.1094997366013346,-0.013662161572386866,-0.010373710881431018,-0.2644661245324638,0,2023-01-31,2023-12-31,0.5,0.5,0.5,0.0,,,,
return,1,ATI,core_ols,calendar_year,2024,12,0.13185910562754335,0.11156643191971181,0.01787911394843522,0.012520015332735633,0.16215117251639424,0,2024-01-31,2024-12-31,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.0,,,,
return,1,ATI,core_ols,calendar_year,2025,12,0.1430562343548584,0.09719057425427609,0.1250566483503408,-0.009479854240815629,0.24174511946484448,0,2025-01-31,2025-12-31,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.0,,,,
return,1,ATI,core_ols,calendar_year,2026,8,0.1448177966789989,0.11041403921408638,-0.06520631314958614,0.017277040292346488,-0.6572958927702315,0,2026-01-31,2026-08-31,0.75,0.75,0.75,0.0,,,,
return,1,ATI,core_pe_difference,high_vol_regime,0,32,0.13512782430759865,0.109551601698413,-0.032468946840209734,-0.014777375715410936,-0.12847627158576136,0,2023-03-31,2026-08-31,0.625,0.625,0.625,0.0,,,,
return,1,ATI,core_pe_difference,high_vol_regime,1,12,0.15348481405343545,0.10345371797221786,-0.040718250469141015,-0.06769649637677953,-0.11759725229890909,0,2023-01-31,2026-07-31,0.6666666666666666,0.75,0.75,0.0,,,,
return,1,ATI,core_pe_difference,rate_rising_regime,0,16,0.1699148515863893,0.12509012725709615,-0.03429720024188465,-0.05026016777429773,-0.0801878164070466,0,2023-02-28,2026-01-31,0.625,0.6875,0.6875,0.0,,,,
return,1,ATI,core_pe_difference,rate_rising_regime,1,28,0.12027632975384887,0.09805906549651043,-0.0361120285874823,-0.017181117679490737,-0.1304639124605488,0,2023-01-31,2026-08-31,0.6428571428571429,0.6428571428571429,0.6428571428571429,0.0,,,,
return,1,ATI,core_pe_difference,calendar_year,2023,12,0.12872240874632565,0.10863392046175124,-0.06367280101248696,-0.026646265442800184,-0.22866029038165334,0,2023-01-31,2023-12-31,0.4166666666666667,0.5,0.5,0.0,,,,
return,1,ATI,core_pe_difference,calendar_year,2024,12,0.13563724883146272,0.11596065111090575,-0.03920837996702309,-0.0018926134041657185,-0.4066658087315406,0,2024-01-31,2024-12-31,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.0,,,,
return,1,ATI,core_pe_difference,calendar_year,2025,12,0.152355329878548,0.09632554212159265,0.007611641190817475,-0.047209906427972924,0.24142482225754627,0,2025-01-31,2025-12-31,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.0,,,,
return,1,ATI,core_pe_difference,calendar_year,2026,8,0.14527868163054516,0.11200681321060435,-0.07199717421242435,-0.04703106951440482,-0.46025767153712316,0,2026-01-31,2026-08-31,0.75,0.75,0.75,0.0,,,,
return,1,ATI,core_pe_lag1,high_vol_regime,0,32,0.13512782430759865,0.109551601698413,-0.032468946840209734,-0.014777375715410936,-0.12847627158576136,0,2023-03-31,2026-08-31,0.625,0.625,0.625,0.0,,,,
return,1,ATI,core_pe_lag1,high_vol_regime,1,12,0.15348481405343545,0.10345371797221786,-0.040718250469141015,-0.06769649637677953,-0.11759725229890909,0,2023-01-31,2026-07-31,0.6666666666666666,0.75,0.75,0.0,,,,
return,1,ATI,core_pe_lag1,rate_rising_regime,0,16,0.1699148515863893,0.12509012725709615,-0.03429720024188465,-0.05026016777429773,-0.0801878164070466,0,2023-02-28,2026-01-31,0.625,0.6875,0.6875,0.0,,,,
return,1,ATI,core_pe_lag1,rate_rising_regime,1,28,0.12027632975384887,0.09805906549651043,-0.0361120285874823,-0.017181117679490737,-0.1304639124605488,0,2023-01-31,2026-08-31,0.6428571428571429,0.6428571428571429,0.6428571428571429,0.0,,,,
return,1,ATI,core_pe_lag1,calendar_year,2023,12,0.12872240874632565,0.10863392046175124,-0.06367280101248696,-0.026646265442800184,-0.22866029038165334,0,2023-01-31,2023-12-31,0.4166666666666667,0.5,0.5,0.0,,,,
return,1,ATI,core_pe_lag1,calendar_year,2024,12,0.13563724883146272,0.11596065111090575,-0.03920837996702309,-0.0018926134041657185,-0.4066658087315406,0,2024-01-31,2024-12-31,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.0,,,,
return,1,ATI,core_pe_lag1,calendar_year,2025,12,0.152355329878548,0.09632554212159265,0.007611641190817475,-0.047209906427972924,0.24142482225754627,0,2025-01-31,2025-12-31,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.0,,,,
return,1,ATI,core_pe_lag1,calendar_year,2026,8,0.14527868163054516,0.11200681321060435,-0.07199717421242435,-0.04703106951440482,-0.46025767153712316,0,2026-01-31,2026-08-31,0.75,0.75,0.75,0.0,,,,
return,1,ATI,core_pe_level,high_vol_regime,0,32,0.13512782430759865,0.109551601698413,-0.032468946840209734,-0.014777375715410936,-0.12847627158576136,0,2023-03-31,2026-08-31,0.625,0.625,0.625,0.0,,,,
return,1,ATI,core_pe_level,high_vol_regime,1,12,0.15348481405343545,0.10345371797221786,-0.040718250469141015,-0.06769649637677953,-0.11759725229890909,0,2023-01-31,2026-07-31,0.6666666666666666,0.75,0.75,0.0,,,,
return,1,ATI,core_pe_level,rate_rising_regime,0,16,0.1699148515863893,0.12509012725709615,-0.03429720024188465,-0.05026016777429773,-0.0801878164070466,0,2023-02-28,2026-01-31,0.625,0.6875,0.6875,0.0,,,,
return,1,ATI,core_pe_level,rate_rising_regime,1,28,0.12027632975384887,0.09805906549651043,-0.0361120285874823,-0.017181117679490737,-0.1304639124605488,0,2023-01-31,2026-08-31,0.6428571428571429,0.6428571428571429,0.6428571428571429,0.0,,,,
return,1,ATI,core_pe_level,calendar_year,2023,12,0.12872240874632565,0.10863392046175124,-0.06367280101248696,-0.026646265442800184,-0.22866029038165334,0,2023-01-31,2023-12-31,0.4166666666666667,0.5,0.5,0.0,,,,
return,1,ATI,core_pe_level,calendar_year,2024,12,0.13563724883146272,0.11596065111090575,-0.03920837996702309,-0.0018926134041657185,-0.4066658087315406,0,2024-01-31,2024-12-31,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.0,,,,
return,1,ATI,core_pe_level,calendar_year,2025,12,0.152355329878548,0.09632554212159265,0.007611641190817475,-0.047209906427972924,0.24142482225754627,0,2025-01-31,2025-12-31,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.0,,,,
return,1,ATI,core_pe_level,calendar_year,2026,8,0.14527868163054516,0.11200681321060435,-0.07199717421242435,-0.04703106951440482,-0.46025767153712316,0,2026-01-31,2026-08-31,0.75,0.75,0.75,0.0,,,,
return,1,ATI,core_pe_percentage,high_vol_regime,0,32,0.13512782430759865,0.109551601698413,-0.032468946840209734,-0.014777375715410936,-0.12847627158576136,0,2023-03-31,2026-08-31,0.625,0.625,0.625,0.0,,,,
return,1,ATI,core_pe_percentage,high_vol_regime,1,12,0.15348481405343545,0.10345371797221786,-0.040718250469141015,-0.06769649637677953,-0.11759725229890909,0,2023-01-31,2026-07-31,0.6666666666666666,0.75,0.75,0.0,,,,
return,1,ATI,core_pe_percentage,rate_rising_regime,0,16,0.1699148515863893,0.12509012725709615,-0.03429720024188465,-0.05026016777429773,-0.0801878164070466,0,2023-02-28,2026-01-31,0.625,0.6875,0.6875,0.0,,,,
return,1,ATI,core_pe_percentage,rate_rising_regime,1,28,0.12027632975384887,0.09805906549651043,-0.0361120285874823,-0.017181117679490737,-0.1304639124605488,0,2023-01-31,2026-08-31,0.6428571428571429,0.6428571428571429,0.6428571428571429,0.0,,,,
return,1,ATI,core_pe_percentage,calendar_year,2023,12,0.12872240874632565,0.10863392046175124,-0.06367280101248696,-0.026646265442800184,-0.22866029038165334,0,2023-01-31,2023-12-31,0.4166666666666667,0.5,0.5,0.0,,,,
return,1,ATI,core_pe_percentage,calendar_year,2024,12,0.13563724883146272,0.11596065111090575,-0.03920837996702309,-0.0018926134041657185,-0.4066658087315406,0,2024-01-31,2024-12-31,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.0,,,,
return,1,ATI,core_pe_percentage,calendar_year,2025,12,0.152355329878548,0.09632554212159265,0.007611641190817475,-0.047209906427972924,0.24142482225754627,0,2025-01-31,2025-12-31,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.0,,,,
return,1,ATI,core_pe_percentage,calendar_year,2026,8,0.14527868163054516,0.11200681321060435,-0.07199717421242435,-0.04703106951440482,-0.46025767153712316,0,2026-01-31,2026-08-31,0.75,0.75,0.75,0.0,,,,
return,1,ATI,core_ridge,high_vol_regime,0,32,0.1353293320787982,0.11218832895760474,-0.03555055706836696,0.003296469052893559,0.057557661405356376,0,2023-03-31,2026-08-31,0.625,0.625,0.625,0.0,,,,
return,1,ATI,core_ridge,high_vol_regime,1,12,0.14357303166985746,0.09591807083923543,0.0893571379473338,-0.04279023741230694,0.08975959752184144,0,2023-01-31,2026-07-31,0.6666666666666666,0.75,0.75,0.0,,,,
return,1,ATI,core_ridge,rate_rising_regime,0,16,0.15951311634580967,0.12134406819701522,0.08846055286865051,-0.03255695285541846,0.24332497419504592,0,2023-02-28,2026-01-31,0.625,0.6875,0.6875,0.0,,,,
return,1,ATI,core_ridge,rate_rising_regime,1,28,0.12338912552823836,0.09998351019864048,-0.09043593255755078,0.004032693086843074,-0.009602229851816203,0,2023-01-31,2026-08-31,0.6428571428571429,0.6428571428571429,0.6428571428571429,0.0,,,,
return,1,ATI,core_ridge,calendar_year,2023,12,0.129030751163892,0.10869226064735417,-0.06877476054412845,-0.02963771820255771,-0.23607445269807298,0,2023-01-31,2023-12-31,0.4166666666666667,0.5,0.5,0.0,,,,
return,1,ATI,core_ridge,calendar_year,2024,12,0.13548949494121995,0.1156345326490289,-0.03694552886350477,-0.006222258897148304,-0.37792220615077443,0,2024-01-31,2024-12-31,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.0,,,,
return,1,ATI,core_ridge,calendar_year,2025,12,0.1430610377529326,0.09717004310685069,0.12499789143161788,-0.009575599399958805,0.2420372217821404,0,2025-01-31,2025-12-31,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.0,,,,
return,1,ATI,core_ridge,calendar_year,2026,8,0.14479895667942064,0.11038516748442148,-0.06492917620163108,0.017153884842611072,-0.657515121576218,0,2026-01-31,2026-08-31,0.75,0.75,0.75,0.0,,,,
return,1,ATI,distributed_all_lag1,high_vol_regime,0,32,0.13476313159454947,0.10717071853395865,-0.026903464011324374,-0.005354716812991199,0.09133524336576085,0,2023-03-31,2026-08-31,0.5625,0.625,0.625,0.0,,,,
return,1,ATI,distributed_all_lag1,high_vol_regime,1,12,0.15507191523432967,0.10848073905092571,-0.062352507390548206,-0.05533232021366316,-0.1121991927542951,0,2023-01-31,2026-07-31,0.6666666666666666,0.75,0.75,0.0,,,,
return,1,ATI,distributed_all_lag1,rate_rising_regime,0,16,0.16913198424642475,0.12677170723626133,-0.024788294572889003,-0.04742393801869837,0.026722179756449426,0,2023-02-28,2026-01-31,0.625,0.6875,0.6875,0.0,,,,
return,1,ATI,distributed_all_lag1,rate_rising_regime,1,28,0.1213072824337062,0.09653159092562873,-0.05395029245908356,-0.0027341347243036583,0.08593962975460853,0,2023-01-31,2026-08-31,0.5714285714285714,0.6428571428571429,0.6428571428571429,0.0,,,,
return,1,ATI,distributed_all_lag1,calendar_year,2023,12,0.13045154058789157,0.10841551205156492,-0.09244143182973175,-0.029450981250548555,-0.3657887935733345,0,2023-01-31,2023-12-31,0.3333333333333333,0.5,0.5,0.0,,,,
return,1,ATI,distributed_all_lag1,calendar_year,2024,12,0.13799151062307868,0.1168267889939363,-0.07559663177652065,-0.00936423989774005,-0.48188886461926,0,2024-01-31,2024-12-31,0.5,0.5833333333333334,0.5833333333333334,0.0,,,,
return,1,ATI,distributed_all_lag1,calendar_year,2025,12,0.15044420275431886,0.09528614208083597,0.032352292836597796,-0.048517502212499924,0.496254024160118,0,2025-01-31,2025-12-31,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.0,,,,
return,1,ATI,distributed_all_lag1,calendar_year,2026,8,0.14379247375325271,0.11061131802271743,-0.05017619791604,0.026581737468723256,-0.27627721566992985,0,2026-01-31,2026-08-31,0.75,0.75,0.75,0.0,,,,
return,1,ATI,distributed_all_lag3,high_vol_regime,0,32,0.14021492392243037,0.11221480510389495,-0.11167006532524404,0.009430571313716258,-0.024976053433514885,0,2023-03-31,2026-08-31,0.5625,0.625,0.625,0.0,,,,
return,1,ATI,distributed_all_lag3,high_vol_regime,1,12,0.15815444228607706,0.11077784312796435,-0.10500727130197718,-0.058344939991534124,-0.12510744811656507,0,2023-01-31,2026-07-31,0.6666666666666666,0.75,0.75,0.0,,,,
return,1,ATI,distributed_all_lag3,rate_rising_regime,0,16,0.1774252309553856,0.13341940057037815,-0.12775153409594742,-0.0419604488283402,-0.2571946079711788,0,2023-02-28,2026-01-31,0.5625,0.6875,0.6875,0.0,,,,
return,1,ATI,distributed_all_lag3,rate_rising_regime,1,28,0.12328910950094733,0.09948205256193428,-0.08866889079459694,0.00975022083549836,0.05930102681849057,0,2023-01-31,2026-08-31,0.6071428571428571,0.6428571428571429,0.6428571428571429,0.0,,,,
return,1,ATI,distributed_all_lag3,calendar_year,2023,12,0.13783243567133172,0.11377067991442082,-0.2195583937080634,-0.02952101126157641,-0.5821267129973047,0,2023-01-31,2023-12-31,0.3333333333333333,0.5,0.5,0.0,,,,
return,1,ATI,distributed_all_lag3,calendar_year,2024,12,0.1454973421722896,0.12335746334144337,-0.19578972041297282,0.019859865675243414,-0.3735485788313813,0,2024-01-31,2024-12-31,0.5,0.5833333333333334,0.5833333333333334,0.0,,,,
return,1,ATI,distributed_all_lag3,calendar_year,2025,12,0.14915985313840477,0.09491937509005637,0.0488034823737451,-0.046454952959661816,0.5699796513221328,0,2025-01-31,2025-12-31,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.0,,,,
return,1,ATI,distributed_all_lag3,calendar_year,2026,8,0.150120827831044,0.11695470758864542,-0.14464749366635843,0.03437902308655608,-0.3907382013582435,0,2026-01-31,2026-08-31,0.75,0.75,0.75,0.0,,,,
return,1,ATI,distributed_lag1,high_vol_regime,0,32,0.13618230809953025,0.11269604789437507,-0.048645774248421425,0.004019385368145393,0.04163653429625831,0,2023-03-31,2026-08-31,0.625,0.625,0.625,0.0,,,,
return,1,ATI,distributed_lag1,high_vol_regime,1,12,0.1468359558948127,0.10001515535309623,0.04749519448285178,-0.04676794729338959,0.034971460926229256,0,2023-01-31,2026-07-31,0.75,0.75,0.75,0.0,,,,
return,1,ATI,distributed_lag1,rate_rising_regime,0,16,0.16167589557348358,0.12320744831244862,0.06357452763055205,-0.03298789484913788,0.17967148439882774,0,2023-02-28,2026-01-31,0.6875,0.6875,0.6875,0.0,,,,
return,1,ATI,distributed_lag1,rate_rising_regime,1,28,0.1244938215949469,0.10125486513778495,-0.11004856277315778,0.0034004029230779824,-0.022863588007556584,0,2023-01-31,2026-08-31,0.6428571428571429,0.6428571428571429,0.6428571428571429,0.0,,,,
return,1,ATI,distributed_lag1,calendar_year,2023,12,0.13113235404103102,0.11081018999903831,-0.10387387019422123,-0.028270751888490344,-0.44644958424484255,0,2023-01-31,2023-12-31,0.5,0.5,0.5,0.0,,,,
return,1,ATI,distributed_lag1,calendar_year,2024,12,0.13635444949051026,0.11610068805483624,-0.050227350567709106,-0.006350026884347912,-0.4387367179706205,0,2024-01-31,2024-12-31,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.0,,,,
return,1,ATI,distributed_lag1,calendar_year,2025,12,0.14630801717859507,0.10048397078186688,0.0848282476844745,-0.01517889089292223,0.10472114942333419,0,2025-01-31,2025-12-31,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.0,,,,
return,1,ATI,distributed_lag1,calendar_year,2026,8,0.14398708962325354,0.10971465135353242,-0.05302084282319708,0.02062512503113789,-0.5831366648236527,0,2026-01-31,2026-08-31,0.75,0.75,0.75,0.0,,,,
return,1,ATI,distributed_lag3,high_vol_regime,0,32,0.13930464098070028,0.11234376782912808,-0.09728287311022532,0.009858758311402321,-0.039391678180548756,0,2023-03-31,2026-08-31,0.5625,0.625,0.625,0.0,,,,
return,1,ATI,distributed_lag3,high_vol_regime,1,12,0.15823895051163614,0.10689969236660575,-0.1061884857060138,-0.06297055505864936,-0.13843739881584033,0,2023-01-31,2026-07-31,0.6666666666666666,0.75,0.75,0.0,,,,
return,1,ATI,distributed_lag3,rate_rising_regime,0,16,0.17875092986184618,0.13220723557974584,-0.14466732914161562,-0.04263561229943032,-0.3284760743657887,0,2023-02-28,2026-01-31,0.5625,0.6875,0.6875,0.0,,,,
return,1,ATI,distributed_lag3,rate_rising_regime,1,28,0.1210415398951167,0.09866003963055123,-0.04933766505864856,0.008642978644713107,0.0729540262980356,0,2023-01-31,2026-08-31,0.6071428571428571,0.6428571428571429,0.6428571428571429,0.0,,,,
return,1,ATI,distributed_lag3,calendar_year,2023,12,0.1384747764622065,0.11605754001282655,-0.23095190169681534,-0.0280478033169451,-0.5864007649288424,0,2023-01-31,2023-12-31,0.3333333333333333,0.5,0.5,0.0,,,,
return,1,ATI,distributed_lag3,calendar_year,2024,12,0.14305668680224004,0.11838520659515576,-0.15600848208960216,0.023895368868682876,-0.20918998168015815,0,2024-01-31,2024-12-31,0.5,0.5833333333333334,0.5833333333333334,0.0,,,,
return,1,ATI,distributed_lag3,calendar_year,2025,12,0.1514434122796207,0.09684127296594251,0.019455901020334454,-0.04656552477206546,0.2838371548737714,0,2025-01-31,2025-12-31,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.0,,,,
return,1,ATI,distributed_lag3,calendar_year,2026,8,0.14601061765023157,0.11279858050553368,-0.08282615320429376,0.02105613948812677,-0.48361741000872555,0,2026-01-31,2026-08-31,0.75,0.75,0.75,0.0,,,,
return,1,ATI,elastic_full,high_vol_regime,0,32,0.13566787935685465,0.11179783219993382,-0.04073821794867771,-0.00783601426308453,-0.022214304616702468,0,2023-03-31,2026-08-31,0.59375,0.625,0.625,0.0,,,,
return,1,ATI,elastic_full,high_vol_regime,1,12,0.15133589555739982,0.10165370648103135,-0.011780367261771119,-0.0668009674188184,0.004114908643261671,0,2023-01-31,2026-07-31,0.6666666666666666,0.75,0.75,0.0,,,,
return,1,ATI,elastic_full,rate_rising_regime,0,16,0.167429255890347,0.12554862298249905,-0.004258143938451697,-0.04448069056425165,-0.06287432921692176,0,2023-02-28,2026-01-31,0.6875,0.6875,0.6875,0.0,,,,
return,1,ATI,elastic_full,rate_rising_regime,1,28,0.12178647875570006,0.0995927550160812,-0.06229351198078903,-0.012166893443446406,-0.03258623949659659,0,2023-01-31,2026-08-31,0.5714285714285714,0.6428571428571429,0.6428571428571429,0.0,,,,
return,1,ATI,elastic_full,calendar_year,2023,12,0.12481021489279623,0.10647690049189433,0.0,-0.015590904173143634,-0.7064763358121385,0,2023-01-31,2023-12-31,0.5,0.5,0.5,0.0,,,,
return,1,ATI,elastic_full,calendar_year,2024,12,0.13305391327824703,0.11263807789121928,0.0,0.003351054877232059,-0.5597000752778025,0,2024-01-31,2024-12-31,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.0,,,,
return,1,ATI,elastic_full,calendar_year,2025,12,0.1529384982016089,0.0959762938615296,0.0,-0.04382541314494231,-0.25668399739035963,0,2025-01-31,2025-12-31,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.0,,,,
return,1,ATI,elastic_full,calendar_year,2026,8,0.151559384943254,0.1270349801543174,-0.16669014314743946,-0.0474476145192849,-0.07471199868957472,0,2026-01-31,2026-08-31,0.5,0.75,0.75,0.0,,,,
return,1,ATI,financial_only,high_vol_regime,0,32,0.13477517947458928,0.10694454653328561,-0.027087083412741908,-0.016278909725032667,-0.016367178642374178,0,2023-03-31,2026-08-31,0.5625,0.625,0.625,0.0,,,,
return,1,ATI,financial_only,high_vol_regime,1,12,0.1652994575101103,0.1136589801111129,-0.20710542674640586,-0.07818374252221379,-0.43963440878152077,0,2023-01-31,2026-07-31,0.5833333333333334,0.75,0.75,0.0,,,,
return,1,ATI,financial_only,rate_rising_regime,0,16,0.17503501534843946,0.13072900979800053,-0.09757079393853862,-0.05771303185008299,-0.3464171176510967,0,2023-02-28,2026-01-31,0.5625,0.6875,0.6875,0.0,,,,
return,1,ATI,financial_only,rate_rising_regime,1,28,0.12232129681794028,0.0962310390582316,-0.071643995321657,-0.019132911138081528,-0.10488693838561494,0,2023-01-31,2026-08-31,0.5714285714285714,0.6428571428571429,0.6428571428571429,0.0,,,,
return,1,ATI,financial_only,calendar_year,2023,12,0.13754291244673303,0.11123194226802556,-0.21444030033901762,-0.033266362472680645,-0.6158968419480451,0,2023-01-31,2023-12-31,0.25,0.5,0.5,0.0,,,,
return,1,ATI,financial_only,calendar_year,2024,12,0.1339149314250696,0.11486243599251857,-0.012984271334317565,-0.002232565087172909,-0.05173233596657893,0,2024-01-31,2024-12-31,0.5,0.5833333333333334,0.5833333333333334,0.0,,,,
return,1,ATI,financial_only,calendar_year,2025,12,0.15990316953500192,0.1033950468720193,-0.09315186975654277,-0.06008545048834013,-0.23292600694382576,0,2025-01-31,2025-12-31,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.0,,,,
return,1,ATI,financial_only,calendar_year,2026,8,0.1414667244052842,0.10403251860096656,-0.016479105780466963,-0.03901468561116079,-0.44486534004819894,0,2026-01-31,2026-08-31,0.75,0.75,0.75,0.0,,,,
return,1,ATI,financial_valuation,high_vol_regime,0,32,0.13426730125154948,0.10556290712603203,-0.019360849005806813,-0.01897114737861941,0.06449208441914563,0,2023-03-31,2026-08-31,0.53125,0.625,0.625,0.0,,,,
return,1,ATI,financial_valuation,high_vol_regime,1,12,0.1680867513982392,0.11609246230961413,-0.24815727726377257,-0.07865923977877143,-0.4246146087242066,0,2023-01-31,2026-07-31,0.3333333333333333,0.75,0.75,0.0,,,,
return,1,ATI,financial_valuation,rate_rising_regime,0,16,0.17670022203928284,0.13173517402133647,-0.11855375110672539,-0.06070060830270187,-0.31795792509038207,0,2023-02-28,2026-01-31,0.4375,0.6875,0.6875,0.0,,,,
return,1,ATI,financial_valuation,rate_rising_regime,1,28,0.12194217575492061,0.0951199925502504,-0.06501141036116631,-0.02070635216492316,-0.0063722016282258,0,2023-01-31,2026-08-31,0.5,0.6428571428571429,0.6428571428571429,0.0,,,,
return,1,ATI,financial_valuation,calendar_year,2023,12,0.13834180177974303,0.11032456789396204,-0.22858891761500488,-0.040739879622370724,-0.6745444453818759,0,2023-01-31,2023-12-31,0.16666666666666666,0.5,0.5,0.0,,,,
return,1,ATI,financial_valuation,calendar_year,2024,12,0.1349144310250835,0.1167194577548407,-0.028161903463577387,-0.008641056738119197,-0.10494832792749395,0,2024-01-31,2024-12-31,0.5,0.5833333333333334,0.5833333333333334,0.0,,,,
return,1,ATI,financial_valuation,calendar_year,2025,12,0.16174251524775057,0.10518982408950184,-0.11844528367141649,-0.06266213910417555,-0.21513708817254068,0,2025-01-31,2025-12-31,0.5833333333333334,0.8333333333333334,0.8333333333333334,0.0,,,,
return,1,ATI,financial_valuation,calendar_year,2026,8,0.13870496800469231,0.0980395473610925,0.022821521581059656,-0.02580883598563655,-0.4510247737371773,0,2026-01-31,2026-08-31,0.75,0.75,0.75,0.0,,,,
return,1,ATI,forest_full,high_vol_regime,0,32,0.13243077243848428,0.10762033875801069,0.008334386028907348,-0.0340246391795588,0.2775830881832109,0,2023-03-31,2026-08-31,0.59375,0.625,0.625,0.0,,,,
return,1,ATI,forest_full,high_vol_regime,1,12,0.14982748329039167,0.09784637165489084,0.008288578645988864,-0.06405967164939617,0.09505264112931065,0,2023-01-31,2026-07-31,0.75,0.75,0.75,0.0,,,,
return,1,ATI,forest_full,rate_rising_regime,0,16,0.16331956975996992,0.12121785490742086,0.044437446232231004,-0.06629348325672951,0.6324701008817066,0,2023-02-28,2026-01-31,0.75,0.6875,0.6875,0.0,,,,
return,1,ATI,forest_full,rate_rising_regime,1,28,0.12009221022096782,0.09566148648558206,-0.03294228690170664,-0.028457456479677273,0.1448500881934857,0,2023-01-31,2026-08-31,0.5714285714285714,0.6428571428571429,0.6428571428571429,0.0,,,,
return,1,ATI,forest_full,calendar_year,2023,12,0.1281054330106738,0.10507144251885797,-0.053500717318378355,-0.041171254464353636,0.1670950729479829,0,2023-01-31,2023-12-31,0.5833333333333334,0.5,0.5,0.0,,,,
return,1,ATI,forest_full,calendar_year,2024,12,0.13085589183653998,0.11056573323773904,0.03276665784756572,-0.025908089944669945,0.2648336180439373,0,2024-01-31,2024-12-31,0.5,0.5833333333333334,0.5833333333333334,0.0,,,,
return,1,ATI,forest_full,calendar_year,2025,12,0.1480810940739443,0.09750981851354246,0.0625122827385246,-0.0586392604227168,0.49928160079882306,0,2025-01-31,2025-12-31,0.75,0.8333333333333334,0.8333333333333334,0.0,,,,
return,1,ATI,forest_full,calendar_year,2026,8,0.14363368286138892,0.10753042110916977,-0.04785804683940098,-0.043610156944718925,-0.25919822009900656,0,2026-01-31,2026-08-31,0.75,0.75,0.75,0.0,,,,
return,1,ATI,historical_mean,high_vol_regime,0,32,0.13298611075223218,0.10759215519094548,0.0,-0.009841115096860021,-0.0026930604691979424,0,2023-03-31,2026-08-31,0.625,0.625,0.625,0.0,,,,
return,1,ATI,historical_mean,high_vol_regime,1,12,0.15045229854647282,0.09897959288814247,0.0,-0.06247959052931179,-0.48167251719159665,0,2023-01-31,2026-07-31,0.75,0.75,0.75,0.0,,,,
return,1,ATI,historical_mean,rate_rising_regime,0,16,0.1670739213521867,0.12368110507594542,0.0,-0.04261317265769801,-0.36582064865995984,0,2023-02-28,2026-01-31,0.6875,0.6875,0.6875,0.0,,,,
